# Logfile created on 2018-01-29 09:45:31 +0100 by logger.rb/54362
I, [2018-01-29T09:45:31.956347 #29979]  INFO -- : lab.rism: Size of collection --> 2346
I, [2018-01-29T09:47:22.106476 #29979]  INFO -- : lab.rism: 464141345: =240  10$aAuf die Himmelfahrt des Erlösers$kArr.$morg$nHelB 686/20$rE$04025430 --> Auf die Himmelfahrt des Erlösers. Arr.
I, [2018-01-29T09:47:22.273114 #29979]  INFO -- : lab.rism: 464141362: =240  10$aGott deine Güte reicht so weit$kArr.$morg$nHelB 686/9$re$03922779 --> Gott deine Güte reicht so weit. Arr.
I, [2018-01-29T09:47:22.481649 #29979]  INFO -- : lab.rism: 464141373: =240  10$aErforsche mich erfahr mein Herz$kArr.$morg$nHelB 686/14$rg$03924101 --> Erforsche mich erfahr mein Herz. Arr.
I, [2018-01-29T09:47:22.706599 #29979]  INFO -- : lab.rism: 464141451: =240  10$aFest-Kantate$kArr.$mV (x), pf$rE|b$03919613 --> Fest-Kantate. Arr.
I, [2018-01-29T09:47:22.889920 #29979]  INFO -- : lab.rism: 464141482: =240  10$aTra i mesti miei pensieri$kFragm.$mV (2), b$rF$04085553 --> Tra i mesti miei pensieri. Fragm.
I, [2018-01-29T09:47:23.073373 #29979]  INFO -- : lab.rism: 464141497: =240  10$aIsacco figura del Redentore$kFragm.$mV(x), coro, orch$03902140 --> Isacco figura del Redentore. Fragm.
I, [2018-01-29T09:47:23.173279 #29979]  INFO -- : lab.rism: 464141498: =240  10$aLicenza$kFragm.$mV, coro, orch$04039604 --> Licenza. Fragm.
I, [2018-01-29T09:47:23.331707 #29979]  INFO -- : lab.rism: 464141535: =240  10$aGustaf Wasa$kFragm$mV(x), orch$03904395 --> Gustaf Wasa. Fragm
I, [2018-01-29T09:47:23.423378 #29979]  INFO -- : lab.rism: 464141541: =240  10$aVater unser$kFragm.$msoli, coro, orch$rD$03900321 --> Vater unser. Fragm.
I, [2018-01-29T09:47:23.581784 #29979]  INFO -- : lab.rism: 464141542: =240  10$aVater unser$kFragm.$msoli, coro, orch$rD$03900321 --> Vater unser. Fragm.
I, [2018-01-29T09:47:23.998322 #29979]  INFO -- : lab.rism: 464141598: =240  10$aInstrumental pieces$kFragm$mfl, strings$rC$03901147 --> Instrumental pieces. Fragm
I, [2018-01-29T09:47:24.115138 #29979]  INFO -- : lab.rism: 464141610: =240  10$aLe Colporteur ou l’Enfant du Bûcheron$kFragm$mcoro, orch$04286838 --> Le Colporteur ou l’Enfant du Bûcheron. Fragm
I, [2018-01-29T09:47:24.223492 #29979]  INFO -- : lab.rism: 464141683: =240  10$a11 Balladen und Liebeslieder des 16$kJahrhunderts$mcoro$04234871 --> 11 Balladen und Liebeslieder des 16. Jahrhunderts
I, [2018-01-29T09:47:24.381946 #29979]  INFO -- : lab.rism: 464141787: =240  10$aAde mein Schatz$kFragm.$mV, pf$rC$03946265 --> Ade mein Schatz. Fragm.
I, [2018-01-29T09:47:24.673718 #29979]  INFO -- : lab.rism: 464141967: =240  10$aSt$kNepomuks Vorabend$mV (2), pf$rC$03955754 --> St. Nepomuks Vorabend
I, [2018-01-29T09:47:24.840249 #29979]  INFO -- : lab.rism: 464141968: =240  10$aEinsamkeit$kScetches$mV (3), pf$rF$03904336 --> Einsamkeit. Scetches
I, [2018-01-29T09:47:25.049992 #29979]  INFO -- : lab.rism: 464142025: =240  10$aLass es Teure lass es dir gefallen$kScetches$mV (4), pf$rE$04135432 --> Lass es Teure lass es dir gefallen. Scetches
I, [2018-01-29T09:47:25.273833 #29979]  INFO -- : lab.rism: 465000005: =240  10$aTrinkspruch$kArr.$mV, orch$rG$03916635 --> Trinkspruch. Arr.
I, [2018-01-29T09:47:25.482227 #29979]  INFO -- : lab.rism: 465000008: =240  10$aTanzfantasie$kArr.$mpf$rB|b$04217991 --> Tanzfantasie. Arr.
I, [2018-01-29T09:47:25.748715 #29979]  INFO -- : lab.rism: 465000010: =240  10$aTom der Reimer$kArr.$rA|b$04093745 --> Tom der Reimer. Arr.
I, [2018-01-29T09:47:25.915502 #29979]  INFO -- : lab.rism: 465000016: =240  10$aSinfonische Tanzsuite$kArr.$mpf 4hands$rF$04192273 --> Sinfonische Tanzsuite. Arr.
I, [2018-01-29T09:47:25.990459 #29979]  INFO -- : lab.rism: 465000026: =240  10$aDie Wirtin von Pinsk$kArr.$mV (X), Coro, pf$04192264 --> Die Wirtin von Pinsk. Arr.
I, [2018-01-29T09:47:26.191338 #29979]  INFO -- : lab.rism: 465000027: =240  10$aDie Wirtin von Pinsk$kArr.$mV (X), Coro, pf$04192264 --> Die Wirtin von Pinsk. Arr.
I, [2018-01-29T09:47:26.324560 #29979]  INFO -- : lab.rism: 465000037: =240  10$aDie Nacht ist kommen$kArr.$morg$03958084 --> Die Nacht ist kommen. Arr.
I, [2018-01-29T09:47:26.724703 #29979]  INFO -- : lab.rism: 465000039: =240  10$aDer du bist drei in Einigkeit$kArr.$morg$03924669 --> Der du bist drei in Einigkeit. Arr.
I, [2018-01-29T09:47:26.832889 #29979]  INFO -- : lab.rism: 465000040: =240  10$aDer du bist drei in Einigkeit$kArr.$morg$03924669 --> Der du bist drei in Einigkeit. Arr.
I, [2018-01-29T09:47:26.899580 #29979]  INFO -- : lab.rism: 465000041: =240  10$aDer du bist drei in Einigkeit$kArr.$morg$03924669 --> Der du bist drei in Einigkeit. Arr.
I, [2018-01-29T09:47:26.957795 #29979]  INFO -- : lab.rism: 465000042: =240  10$aDer du bist drei in Einigkeit$kArr.$morg$03924669 --> Der du bist drei in Einigkeit. Arr.
I, [2018-01-29T09:47:27.124523 #29979]  INFO -- : lab.rism: 465000043: =240  10$aEs wolle Gott uns gnädig sein$kArr.$morg$03913158 --> Es wolle Gott uns gnädig sein. Arr.
I, [2018-01-29T09:47:27.274630 #29979]  INFO -- : lab.rism: 465000066: =240  10$aRosen aus dem Süden$kArr.$mstrings, pf, harmonium$04007994 --> Rosen aus dem Süden. Arr.
I, [2018-01-29T09:47:27.349049 #29979]  INFO -- : lab.rism: 465000135: =240  10$aConcertos$kArr.$mpf, orch (pf)$rF$03900213 --> Concertos. Arr.
I, [2018-01-29T09:47:27.557516 #29979]  INFO -- : lab.rism: 465000142: =240  10$aDass sie hier gewesen$kArr.$mV, orch$04262058 --> Dass sie hier gewesen. Arr.
I, [2018-01-29T09:47:27.816451 #29979]  INFO -- : lab.rism: 465000188: =240  10$aAn der Weser$kArr.$mtrb (V), pf$rA|b$03955038 --> An der Weser. Arr.
I, [2018-01-29T09:47:27.899695 #29979]  INFO -- : lab.rism: 465000190: =240  10$aArias$kArr.$mtrb, pf$rA$03907021 --> Arias. Arr.
I, [2018-01-29T09:47:28.024703 #29979]  INFO -- : lab.rism: 465000208: =240  10$aIl sabato del villaggio$kArr.$mV (4), Coro, pf (orch)$04191553 --> Il sabato del villaggio. Arr.
I, [2018-01-29T09:47:28.149797 #29979]  INFO -- : lab.rism: 466000019: =240  10$aNun komm der Heiden Heiland$kArr.$morg$03900306 --> Nun komm der Heiden Heiland. Arr.
I, [2018-01-29T09:47:28.382578 #29979]  INFO -- : lab.rism: 466000135: =240  10$aSacred songs$kArr.$morg$03900186 --> Sacred songs. Arr.
I, [2018-01-29T09:47:28.816634 #29979]  INFO -- : lab.rism: 466000346: =240  10$aInventions$kArr.$mcemb/pf$rC$03901471 --> Inventions. Arr.
I, [2018-01-29T09:47:29.042713 #29979]  INFO -- : lab.rism: 466000356: =240  10$aDances$kArr.$mcemb/pf$rA$03900354 --> Dances. Arr.
I, [2018-01-29T09:47:29.207741 #29979]  INFO -- : lab.rism: 467023600: =240  10$a3 Sonatas and 3 Partitas$kArr.$mvlc$04137896 --> 3 Sonatas and 3 Partitas. Arr.
I, [2018-01-29T09:47:29.332682 #29979]  INFO -- : lab.rism: 467023601: =240  10$aSonatas$kArr.$mvlc$rc$03900185 --> Sonatas. Arr.
I, [2018-01-29T09:47:29.708680 #29979]  INFO -- : lab.rism: 467023602: =240  10$aPartitas$kArr.$mvlc$re$03900424 --> Partitas. Arr.
I, [2018-01-29T09:47:30.126585 #29979]  INFO -- : lab.rism: 467023603: =240  10$aSonatas$kArr.$mvlc$rd$03900185 --> Sonatas. Arr.
I, [2018-01-29T09:47:30.216664 #29979]  INFO -- : lab.rism: 467023604: =240  10$aPartitas$kArr.$mvlc$rg$03900424 --> Partitas. Arr.
I, [2018-01-29T09:47:30.283283 #29979]  INFO -- : lab.rism: 467023605: =240  10$aSonatas$kArr.$mvlc$rF$03900185 --> Sonatas. Arr.
I, [2018-01-29T09:47:30.450026 #29979]  INFO -- : lab.rism: 467023606: =240  10$aPartitas$kArr.$mvlc$rA$03900424 --> Partitas. Arr.
I, [2018-01-29T09:47:30.925182 #29979]  INFO -- : lab.rism: 467080800: =240  10$aBelise und Thyrsis$kArr.$mS, keyb$nHelB 700$rG$04153913 --> Belise und Thyrsis. Arr.
I, [2018-01-29T09:47:31.141211 #29979]  INFO -- : lab.rism: 467113500: =240  10$aSonatas$kArr.$mcemb$nHelB 164$03900185 --> Sonatas. Arr.
I, [2018-01-29T09:47:31.241214 #29979]  INFO -- : lab.rism: 467234500: =240  10$aSonatas$kArr.$mvl, vlc, b$nBWV 1032$rC$03900185 --> Sonatas. Arr.
I, [2018-01-29T09:47:31.358295 #29979]  INFO -- : lab.rism: 467300262: =240  10$aConcertos$kArr.$morg$nTWV Anh. 33:6$rB|b$03900213 --> Concertos. Arr.
I, [2018-01-29T09:47:31.883668 #29979]  INFO -- : lab.rism: 467300263: =240  10$aArias$kArr.$mkeyb$nTWV 55:E 2$rE$03907021 --> Arias. Arr.
I, [2018-01-29T09:47:32.076863 #29979]  INFO -- : lab.rism: 467300503: =240  10$aNun komm der Heiden Heiland$kArr.$morg$rg$03900306 --> Nun komm der Heiden Heiland. Arr.
I, [2018-01-29T09:47:32.225126 #29979]  INFO -- : lab.rism: 467458800: =240  10$aKaiser-Walzer$kArr.$mfl, cl, pf, strings$04205524 --> Kaiser-Walzer. Arr.
I, [2018-01-29T09:47:32.416835 #29979]  INFO -- : lab.rism: 468000038: =240  10$aAuf meinen lieben Gott$kArr.$morg$re$03901292 --> Auf meinen lieben Gott. Arr.
I, [2018-01-29T09:47:32.833143 #29979]  INFO -- : lab.rism: 468024600: =240  10$aAglae$kExcerts$rD$04001821 --> Aglae. Excerts
I, [2018-01-29T09:47:33.008154 #29979]  INFO -- : lab.rism: 468025701: =240  10$aDu o holde Freundschaft leite mich$kArr.$mV (3)$rC$03975826 --> Du o holde Freundschaft leite mich. Arr.
I, [2018-01-29T09:47:33.233393 #29979]  INFO -- : lab.rism: 468025702: =240  10$aO Mensch bedenk du bist aus Staub$kArr.$mV (3)$nHob XXVc:E|b1$rE|b$03916079 --> O Mensch bedenk du bist aus Staub. Arr.
I, [2018-01-29T09:47:33.383750 #29979]  INFO -- : lab.rism: 468025704: =240  10$aWas frag ich viel nach Geld und Gut$kArr.$mV (3)$rD$03975882 --> Was frag ich viel nach Geld und Gut. Arr.
I, [2018-01-29T09:47:34.312194 #29979]  INFO -- : lab.rism: 468025705: =240  10$aKomm stiller Abend nieder$kArr.$mV (3)$rE|b$03911934 --> Komm stiller Abend nieder. Arr.
I, [2018-01-29T09:47:34.800241 #29979]  INFO -- : lab.rism: 469001300: =240  10$aEsemplare o sia Saggio fondamentale pratico di contrappunto sopra il canto fermo$kParte Prima$04231744 --> Esemplare o sia Saggio fondamentale pratico di contrappunto sopra il canto fermo. Parte Prima
I, [2018-01-29T09:47:35.117761 #29979]  INFO -- : lab.rism: 469006100: =240  10$aDer Tod Jesu$kArr.$03903482 --> Der Tod Jesu. Arr.
I, [2018-01-29T09:47:35.324846 #29979]  INFO -- : lab.rism: 469006700: =240  10$aSaul$kArr.$03908288 --> Saul. Arr.
I, [2018-01-29T09:47:35.908364 #29979]  INFO -- : lab.rism: 469011200: =240  10$aDie Schöpfung$kArr.$03904728 --> Die Schöpfung. Arr.
I, [2018-01-29T09:47:36.150373 #29979]  INFO -- : lab.rism: 469012500: =240  10$aDavid$kArr.$03923073 --> David. Arr.
I, [2018-01-29T09:47:36.267043 #29979]  INFO -- : lab.rism: 469012600: =240  10$aDas Weltgericht$kArr.$03917003 --> Das Weltgericht. Arr.
I, [2018-01-29T09:47:36.375420 #29979]  INFO -- : lab.rism: 469013000: =240  10$aS$kElena al Calvario$03958203 --> S. Elena al Calvario
I, [2018-01-29T09:47:36.625224 #29979]  INFO -- : lab.rism: 469013200: =240  10$aS$kElena al Calvario$03958203 --> S. Elena al Calvario
I, [2018-01-29T09:47:36.792118 #29979]  INFO -- : lab.rism: 469014400: =240  10$aStabat mater$kArr.$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:36.858784 #29979]  INFO -- : lab.rism: 469014500: =240  10$aStabat mater$kArr.$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:36.942126 #29979]  INFO -- : lab.rism: 469015500: =240  10$aStabat mater$kArr.$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:37.077763 #29979]  INFO -- : lab.rism: 469015600: =240  10$aStabat mater$kArr.$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:37.167281 #29979]  INFO -- : lab.rism: 469015700: =240  10$aStabat mater$kArr.$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:37.250332 #29979]  INFO -- : lab.rism: 469015800: =240  10$aStabat mater$kArr.$mV (3), Coro, pf$re$03900847 --> Stabat mater. Arr.
I, [2018-01-29T09:47:37.350640 #29979]  INFO -- : lab.rism: 469016200: =240  10$aMaria und Johannes$kArr.$03911528 --> Maria und Johannes. Arr.
I, [2018-01-29T09:47:37.677587 #29979]  INFO -- : lab.rism: 469017200: =240  10$aDer Tod Jesu$kArr.$03903482 --> Der Tod Jesu. Arr.
I, [2018-01-29T09:47:37.875896 #29979]  INFO -- : lab.rism: 469017300: =240  10$aDer Tod Jesu$kArr.$03903482 --> Der Tod Jesu. Arr.
I, [2018-01-29T09:47:38.125901 #29979]  INFO -- : lab.rism: 469017600: =240  10$aDie Hirten bei der Krippe zu Bethlehem$kArr.$03910629 --> Die Hirten bei der Krippe zu Bethlehem. Arr.
I, [2018-01-29T09:47:38.250648 #29979]  INFO -- : lab.rism: 469019100: =240  10$aMasses$kAusw.$mV (8)$rd$03900051 --> Masses. Ausw.
I, [2018-01-29T09:47:38.458994 #29979]  INFO -- : lab.rism: 469022300: =240  10$aSiehe auf den Bergen$kFragment$04129800 --> Siehe auf den Bergen. Fragment
I, [2018-01-29T09:47:38.867741 #29979]  INFO -- : lab.rism: 469024200: =240  10$aOrdnung zu der auf den 31$kOktober dieses Jahres angesetzten feierlichen Einweihung$04108678 --> Ordnung zu der auf den 31. Oktober dieses Jahres angesetzten feierlichen Einweihung
I, [2018-01-29T09:47:39.084324 #29979]  INFO -- : lab.rism: 469033600: =240  10$aTe Deum$kArr.$03008795 --> Te Deum. Arr.
I, [2018-01-29T09:47:39.159386 #29979]  INFO -- : lab.rism: 469033700: =240  10$aTe Deum$kArr.$03008795 --> Te Deum. Arr.
I, [2018-01-29T09:47:39.292380 #29979]  INFO -- : lab.rism: 469033800: =240  10$aTe Deum$kArr.$03008795 --> Te Deum. Arr.
I, [2018-01-29T09:47:39.409091 #29979]  INFO -- : lab.rism: 469040802: =240  10$aCantata$kArr.$03911684 --> Cantata. Arr.
I, [2018-01-29T09:47:39.659525 #29979]  INFO -- : lab.rism: 469040803: =240  10$aCantata$kArr.$03911684 --> Cantata. Arr.
I, [2018-01-29T09:47:39.884526 #29979]  INFO -- : lab.rism: 469043300: =240  10$aWeihnachts-Kantilene$kArr.$mV (2), Coro (2), clav$04047362 --> Weihnachts-Kantilene. Arr.
I, [2018-01-29T09:47:39.992806 #29979]  INFO -- : lab.rism: 469043600: =240  10$aTe Deum$kScetches$rD$03008795 --> Te Deum. Scetches
I, [2018-01-29T09:47:40.292987 #29979]  INFO -- : lab.rism: 469045700: =240  10$aBefiehl dem Herrn deine Wege$kFragm.$mV (3), orch$rD$03914469 --> Befiehl dem Herrn deine Wege. Fragm.
I, [2018-01-29T09:47:40.476445 #29979]  INFO -- : lab.rism: 469046400: =240  10$aGud Jehovah vi prise dig$kArr.$mV (4), pf$rD$04175117 --> Gud Jehovah vi prise dig. Arr.
I, [2018-01-29T09:47:40.792914 #29979]  INFO -- : lab.rism: 469046500: =240  10$aGud Jehovah vi prise dig$kArr. Fragm.$mV (4), pf$rD$04175117 --> Gud Jehovah vi prise dig. Arr. Fragm.
I, [2018-01-29T09:47:40.984483 #29979]  INFO -- : lab.rism: 469081302: =240  10$aNun danket alle Gott$kArr.$morg$03900328 --> Nun danket alle Gott. Arr.
I, [2018-01-29T09:47:41.217786 #29979]  INFO -- : lab.rism: 469081303: =240  10$aJesus meine Zuversicht$kArr.$morg$03900570 --> Jesus meine Zuversicht. Arr.
I, [2018-01-29T09:47:41.392981 #29979]  INFO -- : lab.rism: 469081305: =240  10$aHerzlich tut mich verlangen$kArr.$morg$03903522 --> Herzlich tut mich verlangen. Arr.
I, [2018-01-29T09:47:41.742907 #29979]  INFO -- : lab.rism: 469081701: =240  10$aWer nur den lieben Gott läßt walten$kArr.$03901391 --> Wer nur den lieben Gott läßt walten. Arr.
I, [2018-01-29T09:47:41.851324 #29979]  INFO -- : lab.rism: 469081702: =240  10$aKomm heiliger Geist$kArr.$nWq deest$03900376 --> Komm heiliger Geist. Arr.
I, [2018-01-29T09:47:41.984464 #29979]  INFO -- : lab.rism: 469081703: =240  10$aO Gott du frommer Gott$kArr.$03900569 --> O Gott du frommer Gott. Arr.
I, [2018-01-29T09:47:42.101289 #29979]  INFO -- : lab.rism: 469081704: =240  10$aJesus meine Zuversicht$kArr.$03900570 --> Jesus meine Zuversicht. Arr.
I, [2018-01-29T09:47:42.317818 #29979]  INFO -- : lab.rism: 469081705: =240  10$aIch bin ja Herr in deiner Macht$kArr.$03913492 --> Ich bin ja Herr in deiner Macht. Arr.
I, [2018-01-29T09:47:42.484744 #29979]  INFO -- : lab.rism: 469083300: =240  10$aHerr Jesu Christ dich zu uns wend$kArr.$mkeyb$rG$03900597 --> Herr Jesu Christ dich zu uns wend. Arr.
I, [2018-01-29T09:47:42.717876 #29979]  INFO -- : lab.rism: 469086900: =240  10$aWhen Sappho tun'd the raptur'd strain$kArr.$03964448 --> When Sappho tun'd the raptur'd strain. Arr.
I, [2018-01-29T09:47:42.843089 #29979]  INFO -- : lab.rism: 469087000: =240  10$aNon nobis Domine$kArr.$mpf$03910156 --> Non nobis Domine. Arr.
I, [2018-01-29T09:47:43.009658 #29979]  INFO -- : lab.rism: 469095700: =240  10$aOrpheus$kArr.$mV (4), Coro, pf$03915800 --> Orpheus. Arr.
I, [2018-01-29T09:47:43.193374 #29979]  INFO -- : lab.rism: 469095800: =240  10$aOrpheus$kArr.$mV (4), Coro, pf$03915800 --> Orpheus. Arr.
I, [2018-01-29T09:47:43.276610 #29979]  INFO -- : lab.rism: 469096200: =240  10$aAriadne auf Naxos$kArr.$mSprechstimme (X), keyb$03902064 --> Ariadne auf Naxos. Arr.
I, [2018-01-29T09:47:43.409869 #29979]  INFO -- : lab.rism: 469096300: =240  10$aMedea$kArr.$mkeyb (orch)$03909056 --> Medea. Arr.
I, [2018-01-29T09:47:43.843470 #29979]  INFO -- : lab.rism: 469096600: =240  10$aWalder$kArr.$mV (5), orch$03906842 --> Walder. Arr.
I, [2018-01-29T09:47:43.993290 #29979]  INFO -- : lab.rism: 469098200: =240  10$aDer Apotheker und der Doktor$kArr.$mV (X), pf$03916993 --> Der Apotheker und der Doktor. Arr.
I, [2018-01-29T09:47:44.184966 #29979]  INFO -- : lab.rism: 469098700: =240  10$aAlceste$kArr.$mV (8), keyb$03903340 --> Alceste. Arr.
I, [2018-01-29T09:47:44.343401 #29979]  INFO -- : lab.rism: 469099500: =240  10$aIphigénie en Tauride$kArr.$mV (X), keyb$03916992 --> Iphigénie en Tauride. Arr.
I, [2018-01-29T09:47:44.637858 #29979]  INFO -- : lab.rism: 469101100: =240  10$aBritannico$kArr.$mS (2), cemb$03912173 --> Britannico. Arr.
I, [2018-01-29T09:47:44.860038 #29979]  INFO -- : lab.rism: 469104700: =240  10$aEzio$kArr.$mV (6), Coro, cemb$03901176 --> Ezio. Arr.
I, [2018-01-29T09:47:45.079666 #29979]  INFO -- : lab.rism: 469112800: =240  10$aDie Jagd$kArr.$03940028 --> Die Jagd. Arr.
I, [2018-01-29T09:47:45.260261 #29979]  INFO -- : lab.rism: 469114700: =240  10$aDon Giovanni$kArr.$mV (7), Coro, pf (= orch)$nSeiN 124$03901918 --> Don Giovanni. Arr.
I, [2018-01-29T09:47:45.546643 #29979]  INFO -- : lab.rism: 469115200: =240  10$aLe sort de Médée$kArr.$04023205 --> Le sort de Médée. Arr.
I, [2018-01-29T09:47:45.935195 #29979]  INFO -- : lab.rism: 469116300: =240  10$aDie Geisterinsel$kArr.$03918836 --> Die Geisterinsel. Arr.
I, [2018-01-29T09:47:46.110377 #29979]  INFO -- : lab.rism: 469116800: =240  10$aWeihnachts-Cantilene$kArr.$03914039 --> Weihnachts-Cantilene. Arr.
I, [2018-01-29T09:47:46.235277 #29979]  INFO -- : lab.rism: 469117800: =240  10$aMehala die Tochter Jephta$kArr.$03949465 --> Mehala die Tochter Jephta. Arr.
I, [2018-01-29T09:47:46.335285 #29979]  INFO -- : lab.rism: 469118600: =240  10$aArmida$kArr.$03900829 --> Armida. Arr.
I, [2018-01-29T09:47:46.710464 #29979]  INFO -- : lab.rism: 469119200: =240  10$aAline reine de Golconde$kArr.$03902821 --> Aline reine de Golconde. Arr.
I, [2018-01-29T09:47:46.860366 #29979]  INFO -- : lab.rism: 469119700: =240  10$aAlceste$kArr.$03903340 --> Alceste. Arr.
I, [2018-01-29T09:47:46.943623 #29979]  INFO -- : lab.rism: 469119800: =240  10$aAlceste$kArr.$03903340 --> Alceste. Arr.
I, [2018-01-29T09:47:47.068767 #29979]  INFO -- : lab.rism: 469119900: =240  10$aArsene$kArr.$03962984 --> Arsene. Arr.
I, [2018-01-29T09:47:47.227015 #29979]  INFO -- : lab.rism: 469121600: =240  10$aDie Liebe auf dem Lande$kArr.$03901404 --> Die Liebe auf dem Lande. Arr.
I, [2018-01-29T09:47:47.360475 #29979]  INFO -- : lab.rism: 469121900: =240  10$aDas Rosenfest$kArr.$mV, pf (orch)$03901461 --> Das Rosenfest. Arr.
I, [2018-01-29T09:47:47.619029 #29979]  INFO -- : lab.rism: 469123000: =240  10$aNon te lo dissi$kArr.$03912276 --> Non te lo dissi. Arr.
I, [2018-01-29T09:47:47.860542 #29979]  INFO -- : lab.rism: 469123600: =240  10$aDie Amerikanerin$kArr.$04062109 --> Die Amerikanerin. Arr.
I, [2018-01-29T09:47:48.002289 #29979]  INFO -- : lab.rism: 469124000: =240  10$aDie Grazien$kArr.$04087126 --> Die Grazien. Arr.
I, [2018-01-29T09:47:48.152289 #29979]  INFO -- : lab.rism: 469127800: =240  10$a16 Vocal pieces$kArr.$03929677 --> 16 Vocal pieces. Arr.
I, [2018-01-29T09:47:48.344144 #29979]  INFO -- : lab.rism: 469130803: =240  10$aDeh senti o Turno amato$kArr.$mS, strings$03916690 --> Deh senti o Turno amato. Arr.
I, [2018-01-29T09:47:48.991930 #29979]  INFO -- : lab.rism: 469131800: =240  10$aPesan troppo sul'alma$kArr.$mS, orch, bc$03963664 --> Pesan troppo sul'alma. Arr.
I, [2018-01-29T09:47:49.962694 #29979]  INFO -- : lab.rism: 469134200: =240  10$aIn lode delle muse$kArr.$mBariton, strings, bc$04201242 --> In lode delle muse. Arr.
I, [2018-01-29T09:47:50.669224 #29979]  INFO -- : lab.rism: 469138123: =240  10$aClori degli occhi miei$kArr.$mS, bc$03954207 --> Clori degli occhi miei. Arr.
I, [2018-01-29T09:47:50.835743 #29979]  INFO -- : lab.rism: 469138300: =240  10$aCantate auf die Ankunft der hohen Landesherrschaft$kArr.$04134504 --> Cantate auf die Ankunft der hohen Landesherrschaft. Arr.
I, [2018-01-29T09:47:50.919090 #29979]  INFO -- : lab.rism: 469139600: =240  10$aIno$kArr.$mS, bc$03910708 --> Ino. Arr.
I, [2018-01-29T09:47:51.177599 #29979]  INFO -- : lab.rism: 469140300: =240  10$aLob der Gottheit$kFragm.$mV (4), orch, bc$04001898 --> Lob der Gottheit. Fragm.
I, [2018-01-29T09:47:51.319242 #29979]  INFO -- : lab.rism: 469141500: =240  10$aLa danza$kArr.$mV (2), pf (orch)$03910038 --> La danza. Arr.
I, [2018-01-29T09:47:51.410997 #29979]  INFO -- : lab.rism: 469141600: =240  10$aLa danza$kArr.$mV (2), pf (orch)$03910038 --> La danza. Arr.
I, [2018-01-29T09:47:51.877701 #29979]  INFO -- : lab.rism: 469144300: =240  10$aDer Nachtwächter$kFragm$mS, orch, bc$03919684 --> Der Nachtwächter. Fragm
I, [2018-01-29T09:47:52.060952 #29979]  INFO -- : lab.rism: 469144400: =240  10$aDer Nachtwächter$kArr.$mS, orch, bc$03919684 --> Der Nachtwächter. Arr.
I, [2018-01-29T09:47:52.294107 #29979]  INFO -- : lab.rism: 469145803: =240  10$aQuanto care al cor voi siete$kArr.$mS (2), bc$nTimS C,I,56a$rd$04171818 --> Quanto care al cor voi siete. Arr.
I, [2018-01-29T09:47:52.611234 #29979]  INFO -- : lab.rism: 469145804: =240  10$aRibellatevi o pensieri$kArr.$mS (2), bc$rA$03912541 --> Ribellatevi o pensieri. Arr.
I, [2018-01-29T09:47:52.744298 #29979]  INFO -- : lab.rism: 469147139: =240  10$aGiulio Cesare in Egitto$kIncerts.$rB$03904106 --> Giulio Cesare in Egitto. Incerts.
I, [2018-01-29T09:47:52.936003 #29979]  INFO -- : lab.rism: 469147201: =240  10$aSammlung der vorzüglichsten noch ungedruckten Arien und Duetten des deutschen Theaters$kII.$04085735 --> Sammlung der vorzüglichsten noch ungedruckten Arien und Duetten des deutschen Theaters. II.
I, [2018-01-29T09:47:53.077752 #29979]  INFO -- : lab.rism: 469147202: =240  10$aSammlung der vorzüglichsten noch ungedruckten Arien und Duetten des deutschen Theaters$kIII.$04085735 --> Sammlung der vorzüglichsten noch ungedruckten Arien und Duetten des deutschen Theaters. III.
I, [2018-01-29T09:47:53.161047 #29979]  INFO -- : lab.rism: 469148700: =240  10$aWechselgesang der Mirjam und Debora$kArr.$04035892 --> Wechselgesang der Mirjam und Debora. Arr.
I, [2018-01-29T09:47:53.327961 #29979]  INFO -- : lab.rism: 469150418: =240  10$aMi volgio far intendere$kArr.$nTimS 41$rD$03963544 --> Mi volgio far intendere. Arr.
I, [2018-01-29T09:47:53.669635 #29979]  INFO -- : lab.rism: 469152600: =240  10$aDi voci armoniche$kArr.$rEb$04172434 --> Di voci armoniche. Arr.
I, [2018-01-29T09:47:53.919518 #29979]  INFO -- : lab.rism: 469161101: =240  10$aBeim Abschiede von Elisen$kArr.$04088061 --> Beim Abschiede von Elisen. Arr.
I, [2018-01-29T09:47:54.102840 #29979]  INFO -- : lab.rism: 469161109: =240  10$aIo ti lascio o cara addio$kArr.$mB, pf$rEb$03948455 --> Io ti lascio o cara addio. Arr.
I, [2018-01-29T09:47:54.344571 #29979]  INFO -- : lab.rism: 469163802: =240  10$aChe ti giova cara Fille$kArr.$mS, pf$rC$03947418 --> Che ti giova cara Fille. Arr.
I, [2018-01-29T09:47:54.853019 #29979]  INFO -- : lab.rism: 469168801: =240  10$aRectius vives Licini neque altum semper urgendo$kArr.$rg$057476 --> Rectius vives Licini neque altum semper urgendo. Arr.
I, [2018-01-29T09:47:55.102741 #29979]  INFO -- : lab.rism: 469168802: =240  10$aInteger vitae scelerisque purus$kArr.$rA$049581 --> Integer vitae scelerisque purus. Arr.
