1,260$c-neu
600114090,[1800-1899]
600114096,[1800-1899]
600114097,[1800-1899]
600114109,[1800-1899]
600114110,[1800-1899]
600114112,[1800-1899]
600114119,[1800-1899]
600114125,[1800-1899]
600114132,[1800-1899]
600114134,[1800-1899]
600114135,[1800-1899]
600114137,[1800-1899]
600114139,[1800-1899]
600114143,[1800-1899]
600114148,[1800-1899]
600114152,[1800-1899]
600114155,[1800-1899]
600114161,[1800-1899]
600114165,[1800-1899]
600114170,[1800-1899]
600114175,[1800-1899]
600114183,[1800-1899]
600114196,[1800-1899]
600114203,[1800-1899]
600114206,[1800-1899]
600114211,[1800-1899]
600114212,[1800-1899]
600114215,[1800-1899]
600114219,[1800-1899]
600114220,[1800-1899]
600114222,[1800-1899]
600114226,[1800-1899]
600114228,[1800-1899]
600114229,[1800-1899]
600114235,[1800-1899]
600114246,[1800-1899]
600114248,[1800-1899]
600114250,[1800-1899]
600114254,[1800-1899]
600114263,[1800-1899]
600114268,[1800-1899]
600114269,[1800-1899]
600114272,[1800-1899]
600114274,[1800-1899]
600114280,[1800-1899]
600114281,[1800-1899]
600114283,[1800-1899]
600114284,[1800-1899]
600114286,[1800-1899]
600114288,[1800-1899]
600114290,[1800-1899]
600114301,[1800-1899]
600114319,[1800-1899]
600114321,[1800-1899]
600114324,[1800-1899]
600114325,[1800-1899]
600114327,[1800-1899]
600114334,[1800-1899]
600114336,[1800-1899]
600114341,[1800-1899]
600114348,[1800-1899]
600114353,[1800-1899]
600114357,[1800-1899]
600114360,[1800-1899]
600114361,[1800-1899]
600114363,[1800-1899]
600114367,[1800-1899]
600114369,[1800-1899]
600114370,[1800-1899]
600114373,[1800-1899]
600114374,[1800-1899]
600114380,[1800-1899]
600114389,[1800-1899]
600114393,[1800-1899]
600114396,[1800-1899]
600114400,[1800-1899]
600114401,[1800-1899]
600114402,[1800-1899]
600114406,[1800-1899]
600114410,[1800-1899]
600114411,[1800-1899]
600114416,[1800-1899]
600114418,[1800-1899]
600114420,[1800-1899]
600114424,[1800-1899]
600114425,[1800-1899]
600114430,[1800-1899]
600114433,[1800-1899]
600114443,[1840-1860]
600114450,[1800-1899]
600114466,[1800-1899]
600114469,[1800-1899]
600114473,[1800-1899]
600114478,[1800-1899]
600114479,[1800-1899]
600114482,[1800-1899]
600114484,[1840-1860]
600114494,[1800-1899]
600114500,[1800-1899]
600114505,[1800-1899]
600114513,[1800-1899]
600114514,[1800-1899]
600114535,[1800-1899]
600114539,[1800-1899]
600114551,[1800-1899]
600114557,[1800-1899]
600114558,[1800-1899]
600114560,[1800-1899]
600114572,[1800-1899]
600114580,[1800-1899]
600114582,[1800-1899]
600114590,[1800-1899]
600114593,[1800-1810]
600114610,[1800-1899]
600114611,[1800-1810]
600114619,[1800-1899]
600114626,[1800-1899]
600114633,[1800-1899]
600114636,[1800-1899]
600114639,[1800-1899]
600114642,[1800-1899]
600114645,[1800-1899]
600114646,[1800-1899]
600114648,[1800-1899]
600114649,[1800-1899]
600114650,[1800-1899]
600114652,[1800-1899]
600114653,[1800-1899]
600114658,[1800-1899]
600114659,[1800-1899]
600114660,[1800-1899]
600114661,[1800-1899]
600114662,[1800-1899]
600114663,[1800-1899]
600114666,[1800-1899]
600114669,[1800-1899]
600114670,[1800-1899]
600114676,[1800-1899]
600114678,[1800-1899]
600114681,[1800-1899]
600114686,[1800-1899]
600114687,[1800-1899]
600114689,[1800-1899]
600114693,[1800-1899]
600114694,[1800-1899]
600114697,[1800-1899]
600114700,[1800-1899]
600114701,[1800-1899]
600114702,[1800-1899]
600114704,[1800-1899]
600114705,[1800-1899]
600114706,[1800-1899]
600114708,[1800-1899]
600114709,[1800-1899]
600114711,[1800-1899]
600114712,[1800-1899]
600114713,[1800-1899]
600114714,[1800-1899]
600114720,[1800-1899]
600114722,[1800-1899]
600114726,[1800-1899]
600114728,[1800-1899]
600114731,[1800-1899]
600114732,[1800-1899]
600114733,[1800-1899]
600114734,[1800-1899]
600114739,[1800-1899]
600114741,[1800-1899]
600114746,[1800-1899]
600114748,[1800-1899]
600114751,[1800-1899]
600114754,[1800-1899]
600114758,[1800-1899]
600114760,[1800-1899]
600114762,[1800-1899]
600114763,[1800-1899]
600114764,[1800-1899]
600114766,[1800-1899]
600114768,[1800-1899]
600114770,[1800-1899]
600114772,[1800-1899]
600114774,[1800-1899]
600114775,[1800-1899]
600114778,[1800-1899]
600114779,[1800-1899]
