Link,ID,593a,593b,510a,510c,THE ONLY ONE,,Notes,More notes
https://muscat.rism.info/admin/sources/1001050093,1001050093,Print,Notated music,,,A-Sm,RaraDru Wer 1,,
https://muscat.rism.info/admin/sources/1001050119,1001050119,Print,Notated music,,,A-Wgm,VII 15573,,
https://muscat.rism.info/admin/sources/1001050124,1001050124,Print,Notated music,,,A-Wgm,VII 15573,,
https://muscat.rism.info/admin/sources/1001050139,1001050139,Print,Notated music,,,A-Sm,[no indication],,
https://muscat.rism.info/admin/sources/1001050143,1001050143,Print,Notated music,,,A-Sm,RaraDru Web 268/1,,
https://muscat.rism.info/admin/sources/1001050187,1001050187,Print,Notated music,,,A-Wst,M 7324/c,,
https://muscat.rism.info/admin/sources/1001050213,1001050213,Print,Notated music,,,A-Wgm,VII 6871,,
https://muscat.rism.info/admin/sources/1001050249,1001050249,Print,Notated music,,,A-Wgm,VII 15585,,
https://muscat.rism.info/admin/sources/1001050298,1001050298,Print,Notated music,,,A-ISCHlv,75,,
https://muscat.rism.info/admin/sources/1001050299,1001050299,Print,Notated music,,,A-ISCHlv,76,,
https://muscat.rism.info/admin/sources/1001050300,1001050300,Print,Notated music,,,A-ISCHlv,77,,
https://muscat.rism.info/admin/sources/1001050301,1001050301,Print,Notated music,,,A-ISCHlv,78,,
https://muscat.rism.info/admin/sources/1001050302,1001050302,Print,Notated music,,,A-ISCHlv,79,,
https://muscat.rism.info/admin/sources/1001050318,1001050318,Print,Notated music,,,A-ISCHlv,80,,
https://muscat.rism.info/admin/sources/1001050319,1001050319,Print,Notated music,,,A-ISCHlv,81,,
https://muscat.rism.info/admin/sources/1001050320,1001050320,Print,Notated music,,,A-ISCHlv,82,,
https://muscat.rism.info/admin/sources/1001050321,1001050321,Print,Notated music,,,A-ISCHlv,83,,
https://muscat.rism.info/admin/sources/1001050322,1001050322,Print,Notated music,,,A-ISCHlv,84,,
https://muscat.rism.info/admin/sources/1001050324,1001050324,Print,Libretto,,,A-ISCHlv,85,,
https://muscat.rism.info/admin/sources/1001050325,1001050325,Print,Libretto,,,A-ISCHlv,86,,
https://muscat.rism.info/admin/sources/1001050326,1001050326,Print,Libretto,,,A-ISCHlv,87,,
https://muscat.rism.info/admin/sources/1001050327,1001050327,Print,Libretto,,,A-ISCHlv,88,,
https://muscat.rism.info/admin/sources/1001050328,1001050328,Print,Notated music,,,A-ISCHlv,89,,
https://muscat.rism.info/admin/sources/1001050329,1001050329,Print,Notated music,,,A-ISCHlv,91,,
https://muscat.rism.info/admin/sources/1001050396,1001050396,Print,Libretto,,,A-ISCHlv,92,,
https://muscat.rism.info/admin/sources/1001050399,1001050399,Print,Libretto,,,A-ISCHlv,93,,
https://muscat.rism.info/admin/sources/1001050404,1001050404,Print,Libretto,,,A-ISCHlv,94,,
https://muscat.rism.info/admin/sources/1001050418,1001050418,Print,Notated music,,,A-ISCHlv,95,,
https://muscat.rism.info/admin/sources/1001050421,1001050421,Print,Notated music,,,A-ISCHlv,96,,
https://muscat.rism.info/admin/sources/1001050430,1001050430,Print,Notated music,,,A-ISCHlv,97,,
https://muscat.rism.info/admin/sources/1001050433,1001050433,Print,Notated music,,,A-ISCHlv,98,,
https://muscat.rism.info/admin/sources/1001050435,1001050435,Print,Notated music,,,A-ISCHlv,99,,
https://muscat.rism.info/admin/sources/1001050492,1001050492,Print,Notated music,,,A-Wgm,XI 9572,,
https://muscat.rism.info/admin/sources/1001050501,1001050501,Print,Notated music,,,A-ISCHlv,106,,
https://muscat.rism.info/admin/sources/1001050508,1001050508,Print,Notated music,,,A-ISCHlv,112,,
https://muscat.rism.info/admin/sources/1001050509,1001050509,Print,Notated music,,,A-ISCHlv,113,,
https://muscat.rism.info/admin/sources/1001050510,1001050510,Print,Notated music,,,A-ISCHlv,114,,
https://muscat.rism.info/admin/sources/1001050511,1001050511,Print,Notated music,,,A-ISCHlv,115,,
https://muscat.rism.info/admin/sources/1001050513,1001050513,Print,Notated music,,,A-ISCHlv,116,,
https://muscat.rism.info/admin/sources/1001050514,1001050514,Print,Notated music,,,A-ISCHlv,117,,
https://muscat.rism.info/admin/sources/1001050535,1001050535,Print,Notated music,,,A-Wn,M. S. 20375,,
https://muscat.rism.info/admin/sources/1001050571,1001050571,Print,Notated music,,,A-ISCHlv,118,,
https://muscat.rism.info/admin/sources/1001050572,1001050572,Print,Notated music,,,A-ISCHlv,119,,
https://muscat.rism.info/admin/sources/1001050577,1001050577,Print,Notated music,,,A-ISCHlv,120,,
https://muscat.rism.info/admin/sources/1001050579,1001050579,Print,Notated music,,,A-ISCHlv,121,,
https://muscat.rism.info/admin/sources/1001050580,1001050580,Print,Notated music,,,A-ISCHlv,122,,
https://muscat.rism.info/admin/sources/1001050581,1001050581,Print,Notated music,,,A-ISCHlv,123,,
https://muscat.rism.info/admin/sources/1001050598,1001050598,Print,Notated music,,,SK-Le,MUS B 6/1,,
https://muscat.rism.info/admin/sources/1001050605,1001050605,Print,Notated music,,,A-Wn,M. S. 20390,,
https://muscat.rism.info/admin/sources/1001050609,1001050609,Print,Notated music,,,A-Wn,M. S. 20391,,
https://muscat.rism.info/admin/sources/1001050685,1001050685,Print,Notated music,,,A-ISCHlv,132,,
https://muscat.rism.info/admin/sources/1001050688,1001050688,Print,Notated music,,,A-ISCHlv,134,,
https://muscat.rism.info/admin/sources/1001050690,1001050690,Print,Notated music,,,A-ISCHlv,136,,
https://muscat.rism.info/admin/sources/1001050697,1001050697,Print,Notated music,,,A-ISCHlv,137,,
https://muscat.rism.info/admin/sources/1001050734,1001050734,Print,Notated music,,,A-ISCHlv,140,,
https://muscat.rism.info/admin/sources/1001050915,1001050915,Print,Notated music,,,A-Wn,M. S. 14616,,
https://muscat.rism.info/admin/sources/1001051047,1001051047,Print,Notated music,,,A-ISCHlv,147,,
https://muscat.rism.info/admin/sources/1001051061,1001051061,Print,Notated music,,,D-B,Mus 11 185,,
https://muscat.rism.info/admin/sources/1001051142,1001051142,Print,Notated music,,,CH-BEl,Maq 5839/1,,
https://muscat.rism.info/admin/sources/1001051153,1001051153,Print,Libretto,,,A-ISCHlv,152,,
https://muscat.rism.info/admin/sources/1001051170,1001051170,Print,Notated music,,,A-ISCHlv,155,,
https://muscat.rism.info/admin/sources/1001051173,1001051173,Print,Notated music,,,A-ISCHlv,156,,
https://muscat.rism.info/admin/sources/1001051177,1001051177,Print,Notated music,,,A-ISCHlv,157,,
https://muscat.rism.info/admin/sources/1001051178,1001051178,Print,Notated music,,,A-ISCHlv,158,,
https://muscat.rism.info/admin/sources/1001051179,1001051179,Print,Notated music,,,A-ISCHlv,159,,
https://muscat.rism.info/admin/sources/1001051181,1001051181,Print,Notated music,,,A-ISCHlv,160,,
https://muscat.rism.info/admin/sources/1001051182,1001051182,Print,Notated music,,,A-ISCHlv,161,,
https://muscat.rism.info/admin/sources/1001051217,1001051217,Print,Notated music,,,A-ISCHlv,162,,
https://muscat.rism.info/admin/sources/1001051218,1001051218,Print,Libretto,,,A-ISCHlv,163,,
https://muscat.rism.info/admin/sources/1001051220,1001051220,Print,Libretto,,,A-ISCHlv,165,,
https://muscat.rism.info/admin/sources/1001051226,1001051226,Print,Notated music,,,A-ISCHlv,168,,
https://muscat.rism.info/admin/sources/1001051228,1001051228,Print,Notated music,,,A-ISCHlv,169,,
https://muscat.rism.info/admin/sources/1001051229,1001051229,Print,Notated music,,,A-ISCHlv,170,,
https://muscat.rism.info/admin/sources/1001051232,1001051232,Print,Notated music,,,A-ISCHlv,171,,
https://muscat.rism.info/admin/sources/1001051235,1001051235,Print,Notated music,,,A-ISCHlv,172,,
https://muscat.rism.info/admin/sources/1001051237,1001051237,Print,Notated music,,,A-ISCHlv,173,,
https://muscat.rism.info/admin/sources/1001051243,1001051243,Print,Notated music,,,A-ISCHlv,174,,
https://muscat.rism.info/admin/sources/1001051245,1001051245,Print,Notated music,,,A-Wn,M. S. 40619,,
https://muscat.rism.info/admin/sources/1001051417,1001051417,Print,Notated music,,,A-MB,VI 863,,
https://muscat.rism.info/admin/sources/1001051498,1001051498,Print,Notated music,,,A-ISCHlv,175,,
https://muscat.rism.info/admin/sources/1001051499,1001051499,Print,Notated music,,,A-ISCHlv,176,,
https://muscat.rism.info/admin/sources/1001051501,1001051501,Print,Notated music,,,A-ISCHlv,177,,
https://muscat.rism.info/admin/sources/1001051503,1001051503,Print,Notated music,,,A-ISCHlv,178,,
https://muscat.rism.info/admin/sources/1001051509,1001051509,Print,Notated music,,,A-ISCHlv,179,,
https://muscat.rism.info/admin/sources/1001051510,1001051510,Print,Notated music,,,A-ISCHlv,180,,
https://muscat.rism.info/admin/sources/1001051512,1001051512,Print,Notated music,,,A-ISCHlv,181,,
https://muscat.rism.info/admin/sources/1001051514,1001051514,Print,Notated music,,,A-ISCHlv,182,,
https://muscat.rism.info/admin/sources/1001051515,1001051515,Print,Notated music,,,A-ISCHlv,183,,
https://muscat.rism.info/admin/sources/1001051517,1001051517,Print,Notated music,,,A-ISCHlv,184,,
https://muscat.rism.info/admin/sources/1001051519,1001051519,Print,Notated music,,,A-ISCHlv,185,,
https://muscat.rism.info/admin/sources/1001051770,1001051770,Print,Notated music,,,A-ISCHlv,186,,
https://muscat.rism.info/admin/sources/1001051771,1001051771,Print,Notated music,,,A-ISCHlv,187,,
https://muscat.rism.info/admin/sources/1001051773,1001051773,Print,Notated music,,,A-ISCHlv,188,,
https://muscat.rism.info/admin/sources/1001051777,1001051777,Print,Notated music,,,A-ISCHlv,190,,
https://muscat.rism.info/admin/sources/1001051780,1001051780,Print,Notated music,,,A-ISCHlv,559,,
https://muscat.rism.info/admin/sources/1001051785,1001051785,Print,Notated music,,,A-ISCHlv,191,,
https://muscat.rism.info/admin/sources/1001051789,1001051789,Print,Notated music,,,A-ISCHlv,192,,
https://muscat.rism.info/admin/sources/1001051792,1001051792,Print,Notated music,,,A-ISCHlv,193,,
https://muscat.rism.info/admin/sources/1001051796,1001051796,Print,Notated music,,,A-ISCHlv,194,,
https://muscat.rism.info/admin/sources/1001051797,1001051797,Print,Notated music,,,A-ISCHlv,195,,
https://muscat.rism.info/admin/sources/1001051815,1001051815,Print,Notated music,,,A-M,IV 325,,
https://muscat.rism.info/admin/sources/1001051829,1001051829,Print,Notated music,,,D-B,Mus. O. 16 891,,
https://muscat.rism.info/admin/sources/1001051926,1001051926,Print,Notated music,,,A-Wgm,XI 4521,,
https://muscat.rism.info/admin/sources/1001051977,1001051977,Print,Notated music,,,A-Wgm,XV 8859,,
https://muscat.rism.info/admin/sources/1001052433,1001052433,Print,Notated music,,,A-Wgm,VII 15575,,
https://muscat.rism.info/admin/sources/1001052445,1001052445,Print,Notated music,,,D-B,DMS 0. 57392,,
https://muscat.rism.info/admin/sources/1001052479,1001052479,Print,Notated music,,,D-B,DMS 0. 81417,,
https://muscat.rism.info/admin/sources/1001052513,1001052513,Print,Notated music,,,A-Wgm,XI 6938,,
https://muscat.rism.info/admin/sources/1001052592,1001052592,Print,Notated music,,,A-ISCHlv,196,,
https://muscat.rism.info/admin/sources/1001052597,1001052597,Print,Notated music,,,A-ISCHlv,197,,
https://muscat.rism.info/admin/sources/1001052610,1001052610,Print,Notated music,,,A-ISCHlv,198,,
https://muscat.rism.info/admin/sources/1001052619,1001052619,Print,Notated music,,,A-ISCHlv,199,,
https://muscat.rism.info/admin/sources/1001052624,1001052624,Print,Notated music,,,A-ISCHlv,200,,
https://muscat.rism.info/admin/sources/1001052626,1001052626,Print,Notated music,,,A-ISCHlv,201,,
https://muscat.rism.info/admin/sources/1001052691,1001052691,Print,Notated music,,,A-Wn,M. S. 20394,,
https://muscat.rism.info/admin/sources/1001052719,1001052719,Print,Notated music,,,A-ISCHlv,203,,
https://muscat.rism.info/admin/sources/1001052722,1001052722,Print,Notated music,,,A-ISCHlv,206,,
https://muscat.rism.info/admin/sources/1001052727,1001052727,Print,Notated music,,,A-ISCHlv,215,,
https://muscat.rism.info/admin/sources/1001052751,1001052751,Print,Notated music,,,A-M,VI 1178,,
https://muscat.rism.info/admin/sources/1001052777,1001052777,Print,Notated music,,,A-ISCHlv,217,,
https://muscat.rism.info/admin/sources/1001052778,1001052778,Print,Notated music,,,A-ISCHlv,218,,
https://muscat.rism.info/admin/sources/1001052780,1001052780,Print,Notated music,,,A-ISCHlv,219,,
https://muscat.rism.info/admin/sources/1001052814,1001052814,Print,Notated music,,,SK-BRšk,MUS B 2811,,
https://muscat.rism.info/admin/sources/1001052817,1001052817,Print,Notated music,,,A-Wgm,VII 48328,,
https://muscat.rism.info/admin/sources/1001052849,1001052849,Print,Libretto,,,A-ISCHlv,220,,
https://muscat.rism.info/admin/sources/1001052850,1001052850,Print,Libretto,,,A-ISCHlv,221,,
https://muscat.rism.info/admin/sources/1001052851,1001052851,Print,Libretto,,,A-ISCHlv,222,,
https://muscat.rism.info/admin/sources/1001052852,1001052852,Print,Libretto,,,A-ISCHlv,223,,
https://muscat.rism.info/admin/sources/1001052853,1001052853,Print,Libretto,,,A-ISCHlv,224,,
https://muscat.rism.info/admin/sources/1001052854,1001052854,Print,Libretto,,,A-ISCHlv,225,,
https://muscat.rism.info/admin/sources/1001052855,1001052855,Print,Libretto,,,A-ISCHlv,226,,
https://muscat.rism.info/admin/sources/1001052856,1001052856,Print,Libretto,,,A-ISCHlv,227,,
https://muscat.rism.info/admin/sources/1001052857,1001052857,Print,Libretto,,,A-ISCHlv,228,,
https://muscat.rism.info/admin/sources/1001052858,1001052858,Print,Libretto,,,A-ISCHlv,229,,
https://muscat.rism.info/admin/sources/1001052865,1001052865,Print,Notated music,,,A-ISCHlv,233,,
https://muscat.rism.info/admin/sources/1001052866,1001052866,Print,Notated music,,,A-ISCHlv,232,,
https://muscat.rism.info/admin/sources/1001052867,1001052867,Print,Libretto,,,A-ISCHlv,231,,
https://muscat.rism.info/admin/sources/1001052877,1001052877,Print,Notated music,,,A-Wn,M. S. 40610,,
https://muscat.rism.info/admin/sources/1001052949,1001052949,Print,Notated music,,,A-Wn,M. S. 19092,,
https://muscat.rism.info/admin/sources/1001053190,1001053190,Print,Notated music,,,A-Wgm,XI 8706,,
https://muscat.rism.info/admin/sources/1001053267,1001053267,Print,Notated music,,,A-ISCHlv,235,,
https://muscat.rism.info/admin/sources/1001053268,1001053268,Print,Notated music,,,A-ISCHlv,236,,
https://muscat.rism.info/admin/sources/1001053269,1001053269,Print,Notated music,,,A-ISCHlv,237,,
https://muscat.rism.info/admin/sources/1001053281,1001053281,Print,Notated music,,,A-ISCHlv,238,,
https://muscat.rism.info/admin/sources/1001053290,1001053290,Print,Notated music,,,A-ISCHlv,239,,
https://muscat.rism.info/admin/sources/1001053296,1001053296,Print,Notated music,,,A-ISCHlv,242,,
https://muscat.rism.info/admin/sources/1001053297,1001053297,Print,Notated music,,,A-ISCHlv,243,,
https://muscat.rism.info/admin/sources/1001053298,1001053298,Print,Notated music,,,A-ISCHlv,244,,
https://muscat.rism.info/admin/sources/1001053434,1001053434,Print,Notated music,,,A-Wgm,XI 3739,,
https://muscat.rism.info/admin/sources/1001053692,1001053692,Print,Notated music,,,CZ-Pu,[no indication],,
https://muscat.rism.info/admin/sources/1001053713,1001053713,Print,Notated music,,,A-Wn,M. S. 40616,,
https://muscat.rism.info/admin/sources/1001053763,1001053763,Print,Notated music,,,D-Mbs,4 Mus.pr. 2018.2402,,
https://muscat.rism.info/admin/sources/1001053834,1001053834,Print,Notated music,,,A-Wn,S. A. 87. A. 143 (IV),,
https://muscat.rism.info/admin/sources/1001053837,1001053837,Print,Notated music,,,A-Wgm,VII 15580,,
https://muscat.rism.info/admin/sources/1001053874,1001053874,Print,Notated music,,,A-Wst,M 15099 (I),,
https://muscat.rism.info/admin/sources/1001053883,1001053883,Print,Notated music,,,A-Z,VIII/90,,
https://muscat.rism.info/admin/sources/1001053885,1001053885,Print,Notated music,,,A-Wn,M. S. 40608,,
https://muscat.rism.info/admin/sources/1001053887,1001053887,Print,Notated music,,,A-Wn,M. S. 19091,,
https://muscat.rism.info/admin/sources/1001053898,1001053898,Print,Notated music,,,D-B,DMS. 0. 19251,,
https://muscat.rism.info/admin/sources/1001053899,1001053899,Print,Notated music,,,D-B,DMS 0. 54103,,
https://muscat.rism.info/admin/sources/1001053967,1001053967,Print,Notated music,,,A-ISCHlv,245,,
https://muscat.rism.info/admin/sources/1001053971,1001053971,Print,Notated music,,,A-ISCHlv,240,,
https://muscat.rism.info/admin/sources/1001053972,1001053972,Print,Notated music,,,A-ISCHlv,241,,
https://muscat.rism.info/admin/sources/1001053984,1001053984,Print,Notated music,,,A-ISCHlv,246,,
https://muscat.rism.info/admin/sources/1001053989,1001053989,Print,Notated music,,,A-ISCHlv,247,,
https://muscat.rism.info/admin/sources/1001053992,1001053992,Print,Notated music,,,A-ISCHlv,248,,
https://muscat.rism.info/admin/sources/1001053996,1001053996,Print,Notated music,,,A-ISCHlv,249,,
https://muscat.rism.info/admin/sources/1001054000,1001054000,Print,Notated music,,,A-ISCHlv,250,,
https://muscat.rism.info/admin/sources/1001054002,1001054002,Print,Notated music,,,A-ISCHlv,251,,
https://muscat.rism.info/admin/sources/1001054010,1001054010,Print,Notated music,,,A-ISCHlv,252,,
https://muscat.rism.info/admin/sources/1001054030,1001054030,Print,Notated music,,,D-B,DMS 24109,,
https://muscat.rism.info/admin/sources/1001054114,1001054114,Print,Notated music,,,A-ISCHlv,253,,
https://muscat.rism.info/admin/sources/1001054117,1001054117,Print,Notated music,,,A-ISCHlv,254,,
https://muscat.rism.info/admin/sources/1001054119,1001054119,Print,Notated music,,,A-ISCHlv,255,,
https://muscat.rism.info/admin/sources/1001054121,1001054121,Print,Notated music,,,A-ISCHlv,256,,
https://muscat.rism.info/admin/sources/1001054124,1001054124,Print,Notated music,,,A-ISCHlv,257,,
https://muscat.rism.info/admin/sources/1001054134,1001054134,Print,Notated music,,,A-ISCHlv,258,,
https://muscat.rism.info/admin/sources/1001054137,1001054137,Print,Notated music,,,A-ISCHlv,259,,
https://muscat.rism.info/admin/sources/1001054152,1001054152,Print,Notated music,,,D-B,DMS 209441,,
https://muscat.rism.info/admin/sources/1001054156,1001054156,Print,Notated music,,,A-ISCHlv,260,,
https://muscat.rism.info/admin/sources/1001054161,1001054161,Print,Notated music,,,A-ISCHlv,261,,
https://muscat.rism.info/admin/sources/1001054170,1001054170,Print,Notated music,,,A-ISCHlv,262,,
https://muscat.rism.info/admin/sources/1001054173,1001054173,Print,Notated music,,,A-ISCHlv,263,,
https://muscat.rism.info/admin/sources/1001054178,1001054178,Print,Notated music,,,A-ISCHlv,264,,
https://muscat.rism.info/admin/sources/1001054181,1001054181,Print,Notated music,,,A-ISCHlv,265,,
https://muscat.rism.info/admin/sources/1001054185,1001054185,Print,Notated music,,,A-ISCHlv,266,,
https://muscat.rism.info/admin/sources/1001054191,1001054191,Print,Notated music,,,A-ISCHlv,267,,
https://muscat.rism.info/admin/sources/1001054199,1001054199,Print,Notated music,,,A-ISCHlv,268,,
https://muscat.rism.info/admin/sources/1001054267,1001054267,Print,Notated music,,,D-B,Mus. 18119,,
https://muscat.rism.info/admin/sources/1001054304,1001054304,Print,Notated music,,,A-ISCHlv,273,,
https://muscat.rism.info/admin/sources/1001054310,1001054310,Print,Notated music,,,A-ISCHlv,274,,
https://muscat.rism.info/admin/sources/1001054322,1001054322,Print,Notated music,,,A-ISCHlv,276,,
https://muscat.rism.info/admin/sources/1001054326,1001054326,Print,Notated music,,,A-ISCHlv,277,,
https://muscat.rism.info/admin/sources/1001054327,1001054327,Print,Notated music,,,A-ISCHlv,278,,
https://muscat.rism.info/admin/sources/1001054330,1001054330,Print,Notated music,,,A-Wn,M. S. 40624,,
https://muscat.rism.info/admin/sources/1001054335,1001054335,Print,Notated music,,,A-Wn,M. S. 40623,,
https://muscat.rism.info/admin/sources/1001054373,1001054373,Print,Notated music,,,A-Wn,M. S. 20380,,
https://muscat.rism.info/admin/sources/1001054411,1001054411,Print,Notated music,,,D-AAst,Br. 506 Nr. 156,,
https://muscat.rism.info/admin/sources/1001054659,1001054659,Print,Notated music,,,A-ISCHlv,279,,
https://muscat.rism.info/admin/sources/1001054661,1001054661,Print,Notated music,,,A-ISCHlv,280,,
https://muscat.rism.info/admin/sources/1001054674,1001054674,Print,Notated music,,,A-ISCHlv,287,,
https://muscat.rism.info/admin/sources/1001054678,1001054678,Print,Notated music,,,A-ISCHlv,288,,
https://muscat.rism.info/admin/sources/1001054681,1001054681,Print,Notated music,,,A-ISCHlv,289,,
https://muscat.rism.info/admin/sources/1001054685,1001054685,Print,Notated music,,,A-ISCHlv,290,,
https://muscat.rism.info/admin/sources/1001054716,1001054716,Print,Notated music,,,A-ISCHlv,291,,
https://muscat.rism.info/admin/sources/1001054717,1001054717,Print,Notated music,,,A-ISCHlv,292,,
https://muscat.rism.info/admin/sources/1001054728,1001054728,Print,Notated music,,,A-ISCHlv,295,,
https://muscat.rism.info/admin/sources/1001054735,1001054735,Print,Notated music,,,A-ISCHlv,296,,
https://muscat.rism.info/admin/sources/1001054800,1001054800,Print,Notated music,,,CH-N,"EQ 5, 231 - 5 R 2098",,
https://muscat.rism.info/admin/sources/1001054849,1001054849,Print,Notated music,,,CZ-Pu,[no indication],,
https://muscat.rism.info/admin/sources/1001055012,1001055012,Print,Libretto,,,D-MZp,Locus 12 Nr. 1668,,
https://muscat.rism.info/admin/sources/1001055014,1001055014,Print,Libretto,,,D-MZp,Locus 12 Nr. 1669,,
https://muscat.rism.info/admin/sources/1001055018,1001055018,Print,Libretto,,,D-MZp,Locus 12 Nr. 1671,,
https://muscat.rism.info/admin/sources/1001055019,1001055019,Print,Libretto,,,D-MZp,Locus 12 Nr. 1672,,
https://muscat.rism.info/admin/sources/1001055028,1001055028,Print,Libretto,,,D-MZp,Locus 12 Nr. 1673,,
https://muscat.rism.info/admin/sources/1001055039,1001055039,Print,Libretto,,,D-MZp,Locus 12 Nr. 1674,,
https://muscat.rism.info/admin/sources/1001055043,1001055043,Print,Libretto,,,D-MZp,Locus 12 Nr. 1675,,
https://muscat.rism.info/admin/sources/1001055059,1001055059,Print,Libretto,,,D-MZp,Locus 12 Nr. 1676,,
https://muscat.rism.info/admin/sources/1001055066,1001055066,Print,Libretto,,,D-MZp,Locus 12 Nr. 1677,,
https://muscat.rism.info/admin/sources/1001055068,1001055068,Print,Libretto,,,D-MZp,Locus 12 Nr. 1678,,
https://muscat.rism.info/admin/sources/1001055099,1001055099,Print,Libretto,,,D-MZp,ohne Signatur,,
https://muscat.rism.info/admin/sources/1001055100,1001055100,Print,Libretto,,,D-MZp,Locus 12 Nr. 1688,,
https://muscat.rism.info/admin/sources/1001055102,1001055102,Print,Libretto,,,D-MZp,Locus 12 Nr. 1684,,
https://muscat.rism.info/admin/sources/1001055103,1001055103,Print,Libretto,,,D-MZp,Locus 12 Nr. 1685,,
https://muscat.rism.info/admin/sources/1001055104,1001055104,Print,Libretto,,,D-MZp,Locus 12 Nr. 1686,,
https://muscat.rism.info/admin/sources/1001055105,1001055105,Print,Libretto,,,D-MZp,Locus 12 Nr. 1681,,
https://muscat.rism.info/admin/sources/1001055107,1001055107,Print,Libretto,,,D-MZp,Locus 12 Nr. 1682,,
https://muscat.rism.info/admin/sources/1001055109,1001055109,Print,Libretto,,,D-MZp,Locus 12 Nr. 1679,,
https://muscat.rism.info/admin/sources/1001055112,1001055112,Print,Libretto,,,D-MZp,Locus 12 Nr. 1680,,
https://muscat.rism.info/admin/sources/1001055118,1001055118,Print,Libretto,,,D-MZp,Locus 12 Nr. 1683,,
https://muscat.rism.info/admin/sources/1001055120,1001055120,Print,Libretto,,,D-MZp,Locus 12 Nr. 1689,,
https://muscat.rism.info/admin/sources/1001055121,1001055121,Print,Libretto,,,D-MZp,Locus 12 Nr. 1690,,
https://muscat.rism.info/admin/sources/1001201049,1001201049,Print,Libretto,,,PL-Wtm,I-127,,
https://muscat.rism.info/admin/sources/1001201050,1001201050,Print,Libretto,,,PL-Wtm,I-128,,
https://muscat.rism.info/admin/sources/1001201051,1001201051,Print,Libretto,,,PL-Wtm,I-129,,
https://muscat.rism.info/admin/sources/1001201052,1001201052,Print,Libretto,,,PL-Wtm,I-130,,
https://muscat.rism.info/admin/sources/1001201053,1001201053,Print,Libretto,,,PL-Wtm,I-131,,
https://muscat.rism.info/admin/sources/1001201054,1001201054,Print,Libretto,,,PL-Wtm,I-132,,
https://muscat.rism.info/admin/sources/1001201055,1001201055,Print,Libretto,,,PL-Wtm,I-133,,
https://muscat.rism.info/admin/sources/1001201076,1001201076,Print,Libretto,,,PL-Wtm,I-134,,
https://muscat.rism.info/admin/sources/1001201077,1001201077,Print,Libretto,,,PL-Wtm,I-135,,
https://muscat.rism.info/admin/sources/1001201083,1001201083,Print,Libretto,,,PL-Wtm,I-136,,
https://muscat.rism.info/admin/sources/1001201085,1001201085,Print,Libretto,,,,,,
https://muscat.rism.info/admin/sources/1001201087,1001201087,Print,Libretto,,,PL-Wtm,I-137,,
https://muscat.rism.info/admin/sources/1001201093,1001201093,Print,Libretto,,,PL-Wtm,[without shelfmark],,
https://muscat.rism.info/admin/sources/1001201098,1001201098,Print,Libretto,,,PL-Wtm,I-139,,
https://muscat.rism.info/admin/sources/1001201101,1001201101,Print,Libretto,,,PL-Wtm,I-140,,
https://muscat.rism.info/admin/sources/1001201103,1001201103,Print,Libretto,,,,,,
https://muscat.rism.info/admin/sources/1001201109,1001201109,Print,Libretto,,,PL-Wtm,I-142,,
https://muscat.rism.info/admin/sources/1001201111,1001201111,Print,Libretto,,,,,,
https://muscat.rism.info/admin/sources/1001201142,1001201142,Print,Libretto,,,,,,
https://muscat.rism.info/admin/sources/1001201148,1001201148,Print,Libretto,,,PL-Wtm,I-145,,
https://muscat.rism.info/admin/sources/1001201152,1001201152,Print,Libretto,,,PL-Wtm,I-146,,
https://muscat.rism.info/admin/sources/1001201159,1001201159,Print,Libretto,,,PL-Wtm,I-147,,
https://muscat.rism.info/admin/sources/1001201167,1001201167,Print,Libretto,,,PL-Wtm,I-148,,
https://muscat.rism.info/admin/sources/1001055123,1001055123,Print,Libretto,,,D-MZp,Locus 12 Nr. 1691,,
https://muscat.rism.info/admin/sources/1001055129,1001055129,Print,Libretto,,,D-MZp,Locus 12 Nr. 1692,,
https://muscat.rism.info/admin/sources/1001055150,1001055150,Print,Libretto,,,D-MZp,Locus 12 Nr. 1693,,
https://muscat.rism.info/admin/sources/1001055152,1001055152,Print,Libretto,,,D-MZp,Locus 12 Nr. 1694,,
https://muscat.rism.info/admin/sources/1001055155,1001055155,Print,Libretto,,,D-MZp,Locus 12 Nr. 1695,,
https://muscat.rism.info/admin/sources/1001055157,1001055157,Print,Libretto,,,D-MZp,Locus 12 Nr. 1696,,
https://muscat.rism.info/admin/sources/1001055160,1001055160,Print,Libretto,,,D-MZp,Locus 12 Nr. 1697,,
https://muscat.rism.info/admin/sources/1001055164,1001055164,Print,Libretto,,,D-MZp,Locus 12 Nr. 1698,,
https://muscat.rism.info/admin/sources/1001055167,1001055167,Print,Libretto,,,D-MZp,Locus 12 Nr. 1699,,
https://muscat.rism.info/admin/sources/1001055215,1001055215,Print,Libretto,,,D-MZp,Locus 12 Nr. 1666,,
https://muscat.rism.info/admin/sources/1001055216,1001055216,Print,Libretto,,,D-MZp,Locus 12 Nr. 1667,,
https://muscat.rism.info/admin/sources/1001055217,1001055217,Print,Libretto,,,D-MZp,Locus 12 Nr. 1666a,,
https://muscat.rism.info/admin/sources/1001055218,1001055218,Print,Libretto,,,D-MZp,Locus 12 Nr. 1666,,
https://muscat.rism.info/admin/sources/1001055220,1001055220,Print,Libretto,,,D-MZp,Locus 12 Nr. 1665,,
