RISM-ID,
990000015,
990000017,
990000019,
990000020,
990000086,
990000182,
990000837,
990000849,
990001042,
990001043,
990001047,
990001048,
990001050,
990001150,
990001166,
990001181,
990001184,
990001185,
990001399,
990001402,
990001420,
990001578,
990001579,
990001580,
990001581,
990001624,
990001626,
990001630,
990001723,
990001745,
990001746,
990001748,
990001807,
990001809,
990001812,
990001841,
990001849,
990001858,
990001859,
990001879,
990001926,
990001927,
990001959,
990001961,
990002131,
990002156,
990002196,
990002208,
990002221,
990002866,
990002867,
990002869,
990002978,
990002979,
990002980,
990003076,
990003081,
990003082,
990003083,
990003132,
990003137,
990003140,
990003146,
990003147,
990003208,
990003214,
990003357,
990003370,
990003474,
990003475,
990003634,
990003635,
990003636,
990003638,
990003639,
990003640,
990004232,
990004259,
990004260,
990004416,
990004417,
990004421,
990004432,
990004525,
990004629,
990004630,
990004635,
990004642,
990004643,
990004644,
990004645,
990004647,
990004648,
990004649,
990004650,
990004660,
990004662,
990004664,
990004665,
990004668,
990004671,
990004672,
990004673,
990004674,
990004675,
990004676,
990004677,
990004678,
990004679,
990004680,
990004681,
990004682,
990004683,
990004946,
990004947,
990004948,
990004949,
990004950,
990004951,
990004952,
990004964,
990004965,
990004971,
990004974,
990005004,
990005010,
990005023,
990005060,
990005115,
990005150,
990021046,
990005180,
990005250,
990005261,
990005262,
990005263,
990005288,
990005298,
990005308,
990005309,
990005310,
990005400,
990005401,
990005533,
990005543,
990005561,
990006191,
990006265,
990006266,
990006270,
990006273,
990006281,
990006286,
990006293,
990006296,
990006299,
990006302,
990006303,
990006305,
990006307,
990006437,
990006634,
990006724,
990006737,
990006740,
990006741,
990005593,
990006807,
990006816,
990006841,
990006842,
990006850,
990006852,
990006868,
990006969,
990007123,
990007220,
990007221,
990007224,
990007225,
990007250,
990007277,
990007301,
990007330,
990007530,
990007670,
990007701,
993122195,
990007863,
990008917,
990008464,
990008479,
990008490,
990008497,
990008505,
990008518,
990008522,
990008548,
990008549,
990008550,
990008551,
990008552,
990008553,
990008554,
990008563,
990008572,
990008573,
990008574,
990008602,
990008683,
990008715,
990008725,
990008727,
990008728,
990008729,
990008730,
990008731,
990008732,
990008733,
990008840,
990009027,
990009037,
990009038,
990009354,
990009355,
990009426,
990009428,
990009429,
990009430,
990009459,
990009460,
990009533,
990009536,
990009558,
990009559,
990009573,
990009574,
990009576,
990009577,
990009578,
990009579,
990009603,
990009685,
990009686,
990009693,
990009756,
990009768,
990009771,
990009775,
990009779,
990009790,
990009791,
990009797,
990009798,
990009804,
990009805,
990009834,
990009838,
990009842,
990009844,
990009853,
990009855,
990009861,
990009864,
990009865,
990009867,
990009877,
990009899,
990009900,
990009902,
990009905,
990009987,
990010082,
990010083,
990010569,
990010574,
990010575,
990010576,
990010618,
990010622,
990010623,
990010624,
990010640,
990010641,
990010643,
990010644,
990010645,
990010646,
990010648,
990010649,
990010650,
990010730,
990010731,
990010732,
990010733,
990010734,
990010735,
990010736,
990010737,
990010742,
990010743,
990038563,
990038564,
990010794,
990010800,
990010801,
990010897,
990010923,
990011041,
990011042,
990011627,
990011631,
990011708,
990011951,
990012038,
990012039,
990012051,
990012058,
990012059,
990012067,
990012076,
990012185,
990012198,
990012202,
990012321,
990012355,
990012356,
990012368,
990012370,
990012380,
990012383,
990012384,
990012445,
990012446,
990012447,
990012454,
990012455,
990012456,
990012457,
990012458,
990012472,
990012582,
990012589,
990012813,
100105146,!
100105147,!
100105147,!
100105147,!
990012828,
990012829,
990012830,
990012831,
990012935,
990012936,
990012937,
990012938,
990012941,
990012944,
990012948,
990012972,
990012976,
990012977,
990012978,
990012979,
990012981,
990012984,
990012990,
990012993,
990013197,
990013253,
990013255,
990013266,
990013294,
990013295,
990013298,
990013305,
990013306,
990013315,
990013339,
990013437,
990013438,
990013560,
990013563,
990029320,
990013576,
990013585,
990013604,
990013619,
990013633,
990013637,
990013649,
990013653,
990013654,
990013666,
990013700,
990013704,
990013706,
990013936,
990013964,
990013976,
990013977,
990014048,
990014066,
990014222,
990014912,
990014916,
990014920,
990014922,
990014923,
990014927,
990014930,
990014932,
990014934,
990014936,
990014938,
990014943,
990014945,
990014946,
990014947,
990014948,
990014949,
990014950,
990014954,
990014960,
990014970,
990014971,
990014972,
990014973,
990014975,
990014977,
990014982,
990014986,
990014989,
990014991,
990014994,
990014997,
990014998,
990015004,
990015005,
990015008,
990015101,
990015192,
990015343,
990015370,
990015470,
990015474,
990015485,
990015491,
990015494,
990015495,
990015498,
990015502,
990015508,
990015509,
