1597,990009209,C 1559
1599,990009210,C 1560
1585,990009214,C 1564
1572,990009219,C 1569
1579,990009220,C 1570
1543,990009221,C 1571
[1543],990009222,C 1572
[1523],990009224,C 1574; CC 1574
1598,990009225,C 1575
1561,990009304,C 1840
1579,990009557,C 2105
1589,990009569,C 2119; CC 2119
1568,990009599,C 2151
1554,990009601,C 2153
1561,990009602,C 2154
1599,990009673,C 2227
1545,990009929,C 2487; CC 2487
1548,990009930,C 2488
1591,990009932,C 2490
1563,990010078,C 2638
1588,990010081,C 2641
1556,990010087,C 2666
1558,990010088,C 2667
1563,990010089,C 2668
1557,990010090,C 2669
1558,990010091,C 2670; CC 2670
1557,990010092,C 2671
1558,990010093,C 2672; CC 2672
1557,990010094,C 2673
1558,990010095,C 2674; CC 2674
1557,990010096,C 2675; CC 2675
1559,990010097,C 2676
1557,990010098,C 2677; CC 2677
1559,990010099,C 2678
1558,990010100,C 2679; CC 2679
1560,990010101,C 2680
1559,990010102,C 2681
1559,990010103,C 2682
1560,990010104,C 2683; CC 2683
[ca. 1558-1560?],990010105,C 2684; CC 2684
1556,990010106,C 2685; CC 2685
1559,990010107,C 2686
1563,990010108,C 2687
1567,990010109,C 2688
1569,990010110,C 2689
1559,990010111,C 2690
1561,990010112,C 2691
1567,990010113,C 2692
1571,990010114,C 2693
1559,990010115,C 2694
1560,990010116,C 2695
1564,990010117,C 2696
1570,990010118,C 2697
1559,990010119,C 2698
1562,990010120,C 2699
1567,990010121,C 2700
1569,990010122,C 2701
1559,990010123,C 2702
1562,990010124,C 2703
1568,990010125,C 2704
1559,990010126,C 2705
1562,990010127,C 2706
1569,990010128,C 2707
1556,990010129,C 2708
1556,990010130,C 2709
1556,990010131,C 2710
1557,990010132,C 2711
1554,990010601,C 3185
1554,990010602,C 3186
1557,990010603,C 3187
1559,990010604,C 3188
1559,990010605,C 3189; CC 3189
1564,990010606,C 3190; CC 3190
1566,990010607,C 3191
[1566],990010608,C 3192
1575,990010609,C 3193; CC 3193
1562,990010612,C 3196
1562,990010613,C 3197
1587,990010618,C 3202
1559,990010619,C 3203; CC 3203
1559,990010620,C 3204
1579; [1580],990010621,C 3205; CC 3205
1592,990010628,C 3212
1595,990010629,C 3213; CC 3213
1590,990010630,C 3214
1593,990010631,C 3215; CC 3215
1552,990010670,C 3258
1541,990010718,C 3307; CC 3307
1544,990010719,C 3308; CC 3308
1567,990010720,C 3309
1556,990010721,C 3310
1550,990010722,C 3311
1556,990010723,C 3312
1556,990010724,C 3313
1556,990010725,C 3314
1561,990010726,C 3315; CC 3315
1561,990010727,C 3316; CC 3316
1580,990010728,C 3317
1579,990010826,C 3421
1580,990010827,C 3422
1583,990010828,C 3423; CC 3423
1584,990010829,C 3424
1585,990010830,C 3425
1587,990010831,C 3426; CC 3426
1592,990010832,C 3427
1593,990010833,C 3428
1588,990010834,C 3429
1568,990010879,C 3475
1585,990010880,C 3476
1587,990010881,C 3477
1588,990010882,C 3478
(1572),990010898,C 3494
1582,990010899,C 3495
1558,990010900,C 3496
1567,990010901,C 3497
1560,990010933,C 3534; CC 3534
1560,990010934,C 3535; CC 3535
