ID,Incipitnr,PIKaDo 823,PIKaDo 824
230001727, 1.1.1, c/;3/2, 0
230001729, 1.1.1, c/;3/2, 0
230001730, 1.1.1, c/;3/2, 0
230001734, 1.1.1, c/;3/2, 0
230001735, 1.1.1, c/;3/2, 0
230001740, 1.2.1, c/;3/2, 0
230001741, 1.1.1, c/;3/2, 0
230001742, 1.1.1, c/;3/2;c/, 0
230001744, 1.1.1, c/;3/2, 0
230001745, 1.1.1, c/;3/2, 0
230001746, 1.1.1, c/;3/2, 0
230001747, 1.1.1, c/;3/2, 0
230001748, 1.1.1, c/;3/2, 0
230001750, 1.2.1, c/;3/2, 
230001751, 1.1.1, c/;3/4;c/, 0
230001752, 1.1.1, c/;3/4;c/, 0
230001753, 1.1.1, c/;3/2;c/, 0
230001756, 1.1.1, c/;3/2;c/, 0
230001758, 1.1.1, c/;c/;3/2, 0
230001760, 1.1.1, c/;3/2;c/, 0
230001761, 1.1.1, c/;c/;3/2;c/, 0
230001762, 1.1.1, c/;c/;3/2, 0
230001763, 1.1.1, c/;3/2;c/, 0
230001765, 1.1.1, c/;3/2, 0
230001766, 1.1.1, c/;3/2, 0
230001771, 1.1.1, c/;3/2;c/, 0
230001774, 1.1.1, c/;3/2, 
230001783, 1.1.1, c;3/4;c, 
230001790, 1.1.1, c/;6/8, 
230001807, 1.1.1, c/;3/2, 
230001824, 1.1.1, c/;3/2, 
230001827, 1.1.1, c/;3/2, 
230001831, 1.1.1, c/;3/4, 
230001835, 1.1.1, c/;3/1, 
230001836, 1.1.1, c/;3/2, 
230001845, 1.1.1, c/;3/2;c/, 
230001854, 1.1.1, c/;3/2, 
230001876, 1.1.1, c/;3/2, 
230001883, 1.33.1, 2/4;3/8, 
230001887, 1.4.1, c;6/8;c, 
230001887, 1.4.2, c;6/8;c, 
230001889, 1.1.1, c;6/8;c, 
230001889, 1.1.2, c;6/8;c, 
230001892, 1.1.1, 3/4;c/, 
230001892, 1.1.2, 3/4;c/, 
230001892, 1.4.1, 3/4;2/4, 
230001900, 1.3.1, 3/4;c/, 
230001900, 1.6.1, 3/4;c/, 
230001903, 1.1.1, 3/4;c, 
230001905, 1.2.1, 3/4;c/, 
230001905, 1.2.2, 3/4;c/, 
230001907, 1.1.1, 3/4;c/;2/4, 
230001907, 1.1.2, 3/4;c/;2/4, 
230001908, 1.1.1, 3/4;c/, 
230001909, 1.1.1, c;c;3/4;c;2/4;c, 
230001909, 1.2.1, 6/8;c;3/4, 
230001909, 1.2.2, 6/8;c;3/4, 
230001909, 1.3.1, 2/4;c;2/4, 
230001915, 1.6.1, c;3/4;c, 
230001915, 1.6.2, c;3/4;c, 
230001915, 1.9.1, 3/4;c, 
230001916, 1.2.1, 3/4;c, 
230001919, 1.3.1, c;c/, 
230001920, 1.1.1, c;c;3/4, 
230001926, 1.7.1, 3/4;c/, 
230001940, 1.5.1, c;c/;c;3/4;c, 
230001940, 1.7.1, c;3/4, 
230001940, 1.7.2, c;3/4, 
230001940, 1.29.1, c;3/4;c, 
230001946, 1.3.1, c;3/4, 
230001946, 1.4.1, c;3/4, 
230001950, 1.1.1, c;c;6/8;c, 
230001960, 1.1.1, c;3/4;c, 
230001963, 1.1.1, c;3/4, 
230001965, 1.1.1, c;3/4, 
230001974, 1.1.1, 3/4;c, 
230001974, 1.1.2, 3/4;c, 
230001982, 1.1.1, c;3/4;c, 
230001982, 1.1.2, c;3/4;c, 
230001983, 1.1.1, c/;3/4;c/, 
230001983, 1.1.2, c/;3/4;c/, 
230001984, 1.1.1, c/;3/4;c/, 
230001984, 1.1.2, c/;3/4;c/, 
230001985, 1.4.1, c;3/4, 
230001986, 1.1.1, 3/4;c/, 
230001989, 1.4.1, 2/4;c/, 
230001990, 1.1.1, 3/4;2/4, 
230002003, 1.1.1, 3/4;c/, 
230002003, 1.1.2, 3/4;c/, 
230002012, 1.1.1, 3/4;2/4, 
230002013, 1.2.1, c;2/4;c;2/4;c, 
230002014, 1.2.1, 3/4;c, 
230002021, 1.1.1, c;3/4, 
230002021, 1.5.1, c;3/4;c, 
230002022, 1.2.1, c;3/4;c, 
230002026, 1.3.1, 6/8;c, 
230002031, 1.3.1, 3/4;6/8;3/4, 
230002035, 1.3.1, c;3/8;c, 
230002035, 1.13.1, c;3/4;c, 
230002041, 1.7.1, 3/8;3/4, 
230002047, 1.1.1, c/;3/8;c/, 
230002049, 1.3.1, 3/4;c, 
230002052, 1.2.1, 3/4;c;3/4;c;3/4, 
230002060, 1.1.1, c;3/4, 
230002060, 1.2.1, c;3/4, 
230002062, 1.2.1, c;3/4;c, 
230002071, 1.8.1, 3/4;6/8, 
230002071, 1.9.1, c;6/8, 
230002074, 1.6.1, 3/4;c, 
230002074, 1.6.2, 3/4;c, 
230002078, 1.1.1, 6/8;c, 
230002080, 1.2.1, 3/4;c, 
230002114, 1.1.1, 2/4;3/4, 
230002121, 1.1.1, 2/4;2/8;3/8, 
230002154, 1.1.1, c;c;3/4, 
230002158, 1.1.1, 3/4;2/4, 
230002190, 1.1.1, 3/4;c/, 
230002202, 1.2.1, 2/4;c, 
230002211, 1.2.1, 3/4;6/8, 
230002212, 1.1.2, 3/4;c, 
230002213, 1.3.1, 3/4;c;3/4, 
230002224, 1.1.1, 2/4;3/8, 
230002224, 1.3.1, 2/4;3/8, 
230002232, 1.3.1, 2/4;2/4, 
230002235, 1.3.1, c/;3/4, 
230002236, 1.1.1, c/;3/4, 
230002237, 1.1.1, 2/4;3/4, 
230002252, 1.1.1, 6/8;2/4;6/8, 
230002260, 1.3.1, 2/4;3/8;2/4, 
230002264, 1.1.1, c;3/4, 
230002264, 1.1.2, c;3/4, 
230002273, 1.3.1, c/;3/8, 
230002273, 1.3.2, c/;3/8, 
230002275, 1.1.1, c/;3/4, 
230002275, 1.1.2, c/;3/4, 
230002276, 1.3.1, 3/8;2/4;3/8, 
230002276, 1.3.2, 3/8;2/4;3/8, 
230002277, 1.1.1, 3/4;c, 
230002277, 1.1.2, 3/4;c, 
230002277, 1.3.1, c/;3/8, 
230002277, 1.3.2, c/;3/8, 
230002298, 1.3.1, c;3/4;c, 
230002298, 1.5.1, 3/4;c, 
230002299, 1.3.1, c/;3/4;c/, 
230002299, 1.5.1, 3/4;c, 
230002306, 1.1.1, c;3/4;c, 
230002309, 1.1.1, c;c;c;3/4, 
230002313, 1.1.1, c;3/4;3/8;c;c, 
230002314, 1.1.1, c;c;c;c;3/4;c, 
230002315, 1.1.1, c;3/4;c/;c/, 
230002316, 1.1.1, c;c/, 
230002322, 1.4.1, c;c/, 
230002324, 1.2.1, 3/4;2/4, 
230002325, 1.3.1, 2/4;3/4, 
230002337, 1.1.1, 3/4;c;3/4, 
230002337, 1.7.1, 3/4;2/4, 
230002338, 1.4.1, c;3/4;c, 
230002338, 1.4.2, c;3/4;c, 
230002338, 1.7.1, 3/4;2/4, 
230002338, 1.7.2, 3/4;2/4, 
230002338, 1.9.1, c;3/8;c, 
230002338, 1.9.2, c;3/4;c, 
230002360, 1.13.1, 3/4;2/4;3/4, 
230002360, 1.13.2, 3/4;2/4;3/4, 
230002360, 1.19.1, c;3/4;c, 
230002378, 1.3.1, 3/4;2/4, 
230002378, 1.3.2, 3/4;2/4, 
230002391, 1.3.1, c;3/4;c, 
230002398, 1.4.1, c;3/4, 
230002413, 1.1.1, c;3/4, 
230002413, 1.1.2, c;3/4, 
230002427, 1.1.1, 3/4;c, 
230002485, 1.8.1, 2/4;c;3/4, 
230002485, 1.11.1, c;c;3/4;c, 
230002485, 1.17.1, c;c/, 
230002485, 1.22.1, 2/4;3/4;2/4, 
230002485, 1.28.1, c;6/8;6/8;6/8, 
230002485, 1.38.1, 3/4;2/4, 
230002499, 1.1.1, c;3/4, 
230002499, 1.3.1, 2/4;3/4, 
230002499, 1.6.1, c;3/8, 
230002499, 1.7.1, c;3/4, 
230002499, 1.8.1, c;3/4;c, 
230002507, 1.5.1, 6/8;c, 
230002510, 1.3.1, 2/4;3/8;2/4, 
230002511, 1.1.1, c;3/4;c, 
230002511, 1.3.1, 3/4;c;c/, 
230002514, 1.5.1, c;c/, 
230002522, 1.1.1, c/;c/;3/4, 
230002528, 1.1.1, c;c;3/4, 
230002626, 1.1.1, 3/4;c/, 
230002655, 1.5.1, 3/4;c, 
230002659, 1.2.1, 3/4;6/8, 
230002667, 1.15.1, 3/2;3/4, 
230002667, 1.15.2, 3/2;3/4, 
230002668, 1.15.1, 3/2;3/4, 
230002671, 1.2.1, 2/4;c;c, 
230002681, 1.8.1, c/;3/4, 
230002683, 1.8.1, 2/4;3/4, 
230002685, 1.4.1, 2/4;c/, 
230002685, 1.6.1, c/;c, 
230002691, 1.5.1, c/;3/4;c, 
230002691, 1.5.2, c/;3/4;c, 
230002691, 1.10.1, c;3/4, 
230002691, 1.10.2, c;3/4, 
230002691, 1.13.1, c/;3/8;c/, 
230002691, 1.13.2, c/;3/8;c/, 
230002692, 1.3.1, c;2/4;c;2/4, 
230002692, 1.5.1, 3/4;c;c;3/4, 
230002710, 1.1.1, c;3/8;c, 
230002711, 1.1.1, c;3/8;c;c, 
230002716, 1.3.1, c/;3/4, 
230002718, 1.1.1, 3/4;c;2/4;c, 
230002726, 1.5.1, 3/4;c, 
230002735, 1.1.1, 3/4;2/4;3/4, 
230002738, 1.1.1, c;3/4, 
230002739, 1.1.1, c/;3/8;3/8, 
230002740, 1.1.1, 3/4;c/, 
230002740, 1.1.2, 3/4;c/, 
230002740, 1.2.1, 3/4;2/4, 
230002740, 1.2.2, 3/4;2/4, 
230002740, 1.4.1, 2/4;3/8, 
230002740, 1.4.2, 2/4;3/8, 
230002741, 1.6.1, 2/4;3/8;2/4, 
230002741, 1.8.1, 3/8;2/4, 
230002741, 1.8.2, 3/8;2/4, 
230002744, 1.3.1, 3/4;3/8, 
230002744, 1.3.2, 3/4;3/8, 
230002752, 1.4.1, 2/4;c, 
230002771, 1.3.1, c;3/4, 
230002776, 1.1.1, c;3/4;c;3/4, 
230002776, 1.3.1, c;3/4, 
230002782, 1.1.1, c;2/4;c, 
230002782, 1.2.1, 3/4;c, 
230002782, 1.2.2, 3/4;c, 
230002783, 1.1.1, c;3/4, 
230002783, 1.2.1, 2/4;3/4, 
230002783, 1.2.2, 2/4;3/4, 
230002789, 1.1.1, 3/4;c;3/4, 
230002799, 1.4.1, c;2/4, 
230002803, 1.1.1, 3/8;2/4;3/8, 
230002815, 1.1.1, c;3/4;c, 
230002816, 1.1.1, c;3/4;c, 
230002817, 1.1.1, c;3/4;c, 
230002824, 1.4.1, c;3/4, 
230002832, 1.1.1, c;3/4, 
230002833, 1.4.1, 2/4;3/4, 
230002833, 1.12.1, 2/4;3/4, 
230002833, 1.28.1, 3/4;c, 
230002834, 1.4.1, 2/4;3/4, 
230002834, 1.12.1, 2/4;3/4, 
230002834, 1.28.1, 3/4;c, 
230002835, 1.3.1, 3/4;c, 
230002837, 1.4.1, 3/4;c/, 
230002838, 1.2.1, 3/4;2/4, 
230002842, 1.7.1, 3/4;3/8;3/4;3/8, 
230002849, 1.1.2, c/;3/4, 
230002874, 1.1.1, c;2/4;3/4, 
230002875, 1.1.1, c;2/4;3/4, 
230002876, 1.1.1, c;2/4;3/4, 
230002877, 1.1.1, c;2/4;3/4, 
230002882, 1.2.1, 2/4;3/8, 
230002882, 1.2.2, 2/4;3/8, 
230002883, 1.2.1, 2/4;3/8, 
230002883, 1.2.2, 2/4;3/8, 
230002884, 1.2.1, c;3/4;c;3/4, 
230002885, 1.3.1, c;3/4, 
230002885, 1.4.1, c;3/4;c, 
230002886, 1.2.1, 3/8;3/4, 
230002889, 1.2.1, 2/4;3/4, 
230002890, 1.2.1, 3/4;c;3/4;c;3/4, 
230002904, 1.5.1, 3/4;2/4, 
230002918, 1.6.1, c;3/8, 
230002927, 1.2.1, 2/4;3/8, 
230002927, 1.2.2, 2/4;3/8, 
230002931, 1.5.1, 2/4;c;2/4, 
230002935, 1.3.1, 2/4;3/4, 
230002941, 1.1.1, 6/8;3/4, 
230002955, 1.1.1, 3/4;c/, 
230002966, 1.1.1, c;3/4;c, 
230002976, 1.1.1, c;2/4, 
230002983, 1.1.1, c/;2/4;c/, 
230002985, 1.10.1, 3/4;2/4;3/4, 
230002985, 1.10.2, 3/4;2/4;3/4, 
230002988, 1.1.1, c;6/4, 
230002992, 1.1.1, c;2/4;3/4, 
230002998, 1.3.1, 2/4;3/4, 
230003008, 1.1.1, c;c/, 
230003014, 1.4.1, 3/4;2/4, 
230003017, 1.1.1, c;6/8;3/4, 
230003018, 1.1.1, 3/4;c, 
230003018, 1.2.1, 3/4;c, 
230003018, 1.4.1, 3/4;c, 
230003023, 1.1.1, 3/4;c/, 
230003024, 1.1.1, c;6/8, 
230003026, 1.2.1, c;c, 
230003036, 1.1.1, c;3/4;c, 
230003196, 1.1.1, 6/8;2/4;6/8;2/4;6/8, 
230003229, 1.1.1, 2/4;3/4, 
230003243, 1.1.1, c/;3/8, 
230003247, 1.1.1, c;3/4;c, 
230003252, 1.1.1, c/;3/8, 
230003256, 1.1.1, c/;3/4;c/, 
230003277, 1.3.1, c/;c/;6/8, 
230003280, 1.7.1, 3/4;3/8;3/4;3/8, 
230003285, 1.1.1, 3/4;2/4;3/4, 
230003288, 1.4.1, 2/4;3/4, 
230003288, 1.6.1, 3/4;c, 
230003291, 1.1.1, c;3/4;c, 
230003297, 1.3.1, c/;2/4, 
230003310, 1.1.1, c;2/4;c, 
230003343, 1.2.1, 3/4;2/4, 
230003345, 1.1.1, c;3/4, 
230003385, 1.1.1, c;c;3/4;c, 
230003402, 1.2.1, 3/4;2/4, 
230003406, 1.4.1, 2/4;3/4, 
230003406, 1.12.1, 2/4;3/4, 
230003406, 1.27.1, 3/4;c, 
230003407, 1.2.1, c;3/4, 
230003440, 1.1.1, 2/4;6/8;3/4, 
230003441, 1.4.1, 2/4;3/4, 
230003441, 1.12.1, 2/4;3/4, 
230003441, 1.28.1, 3/4;c, 
230003447, 1.7.1, 3/4;3/8;3/4;3/8, 
230003459, 1.3.1, c;3/8, 
230003460, 1.1.1, c;3/4, 
230003461, 1.6.1, c;3/4;c;c, 
230003465, 1.6.1, 3/4;2/4, 
230003477, 1.3.1, 2/4;3/4, 
230003480, 1.3.1, c;3/4, 
230003485, 1.3.1, c;3/4, 
230003485, 1.8.1, c;3/8;c, 
230003486, 1.1.1, c;3/8;c, 
230003489, 1.1.1, c;3/4;c, 
230003491, 1.4.1, c;3/4;c, 
230003491, 1.6.1, c;3/4, 
230003492, 1.2.1, c;c;3/4, 
230003492, 1.7.1, c;3/4;c, 
230003493, 1.2.1, c;c;3/4, 
230003493, 1.7.1, c;3/4;c, 
230003501, 1.6.1, 2/4;3/8, 
230003502, 1.5.1, c;3/4, 
230003502, 1.9.1, 3/4;c, 
230003512, 1.1.1, c;3/4;c, 
230003521, 1.4.1, 3/4;c;c;c, 
230003521, 1.5.1, c;3/4, 
230003524, 1.5.1, c;6/8, 
230003529, 1.1.1, 3/4;c;3/4, 
230003537, 1.1.1, c;6/8;c/, 
230003542, 1.3.1, c;c/, 
230003543, 1.1.1, c;3/4;c, 
230003544, 1.1.1, 3/4;c, 
230003555, 1.2.1, 3/4;2/4, 
230003556, 1.6.1, 3/4;c/, 
230003559, 1.4.1, c;3/4;c, 
230003559, 1.4.2, c;3/4;c, 
230003559, 1.7.1, 3/4;2/4, 
230003559, 1.7.2, 3/4;2/4, 
230003559, 1.9.1, c;3/8, 
230003559, 1.9.2, c;3/8, 
230003567, 1.8.1, 6/8;2/4;c, 
230003568, 1.1.1, 2/4;c, 
230003568, 1.7.1, 2/4;c, 
230003569, 1.2.1, 2/4;3/4;2/4;3/4, 
230003569, 1.5.1, 3/8;2/4;3/8;2/4;3/8, 
230003582, 1.1.1, 3/4;c, 
230003584, 1.1.1, 3/4;c, 
230003605, 1.3.1, 3/4;2/4, 
230003610, 1.8.1, c;6/8, 
230003610, 1.8.2, c;6/8, 
230003611, 1.7.1, c;6/8, 
230003612, 1.26.1, 3/4;2/4;3/4;2/4;3/4, 
230003617, 1.3.1, c;3/8, 
230003617, 1.5.1, c;3/4;c, 
230003626, 1.1.1, c;3/2;c, 
230003626, 1.6.1, 2/4;c;2/4;c, 
230003629, 1.2.1, 3/4;2/4, 
230003632, 1.1.1, 6/8;3/4, 
230003636, 1.24.1, c;3/4, 
230003636, 1.29.1, c;3/8, 
230003637, 1.4.1, c;3/8;c, 
230003637, 1.13.1, c;3/8, 
230003637, 1.15.1, 2/4;6/8, 
230003637, 1.27.1, c;6/8, 
230003638, 1.5.1, c;3/4;c, 
230003638, 1.5.2, c/;3/4;c, 
230003638, 1.10.1, c;3/4, 
230003638, 1.10.2, c;3/4, 
230003638, 1.13.1, c;3/8;c, 
230003638, 1.13.2, c;3/8;c, 
230003639, 1.3.1, c;2/4;c;2/4, 
230003639, 1.5.1, 3/4;c;c;3/4, 
230003651, 1.10.1, c;3/4;c, 
230003651, 1.10.2, c;3/4;c, 
230003653, 1.1.1, c;3/4;c, 
230003658, 1.1.1, c/;3/8;12/8, 
230003658, 1.8.1, 3/4;c/, 
230003658, 1.27.1, 3/4;c/, 
230003662, 1.1.1, 3/4;c, 
230003667, 1.1.1, 3/4;c, 
230003669, 1.1.1, 3/4;c, 
230003672, 1.1.1, 2/4;3/8, 
230003675, 1.8.1, 3/4;2/4;3/4, 
230003675, 1.19.1, 3/4;2/4;3/4, 
230003675, 1.31.1, 3/4;c;3/4;3/4, 
230003675, 1.31.2, 3/4;c;3/4;3/4, 
230003675, 1.31.3, 3/4;c;3/4;3/4, 
230003680, 1.4.1, c;3/4, 
230003687, 1.4.1, 2/4;c/, 
230003687, 1.6.1, c/;3/4, 
230003690, 1.1.1, c;3/8;3/8, 
230003697, 1.25.1, c;3/4;c;3/4, 
230003724, 1.1.1, 2/4;c, 
230003748, 1.1.1, c;3/4, 
230003772, 1.2.1, 3/4;c, 
230003775, 1.1.1, c;3/8;c, 
230003807, 1.1.1, c/;3/4;c/;3/4, 
230003809, 1.1.1, c/;2/4, 
230003811, 1.1.1, c/;3/4;c/, 
230003840, 1.1.1, c/;3/4;3/8;c/, 
230003841, 1.1.1, c/;3/4, 
230003842, 1.1.1, c/;3/4;c/, 
230003862, 1.1.1, 2/4;3/8, 
230003865, 1.1.1, 3/4;c/, 
230003876, 1.1.1, 3/8;2/4;3/8;2/4, 
230003883, 1.1.1, 2/4;6/8, 
230003892, 1.1.1, 6/8;2/4;c/, 
230003906, 1.1.1, 3/2;c/;3/2, 
230003911, 1.1.1, c;3/8, 
230003915, 1.1.1, c/;3/4;2/4, 
230003918, 1.1.1, c;6/8;c, 
230003925, 1.1.1, 2/4;3/4, 
230003927, 1.1.1, 3/4;c/, 
230003939, 1.1.1, c;3/4, 
230003946, 1.1.1, 3/4;c;2/4, 
230003947, 1.1.1, 6/8;c, 
230003952, 1.1.1, c/;6/4, 
230003956, 1.1.1, c;2/4;c, 
230003968, 1.1.1, c/;3/4;c/, 
230003970, 1.1.1, c/;3/4;c/;3/4, 
230003978, 1.1.1, 3/8;2/4;3/8;2/4, 
230003983, 1.1.1, 3/4;c/, 
230003994, 1.1.1, 3/4;c/;c/, 
230004016, 1.1.1, c/;3/4;2/4;6/8, 
230004131, 1.1.1, 3/2;3/4;c/, 
230004140, 1.1.1, c;6/8, 
230004148, 1.1.1, 3/4;c;3/4, 
230004155, 1.1.1, 3/4;c, 
230004159, 1.1.1, c;6/8, 
230004160, 1.1.1, c/;3/4, 
230004167, 1.1.1, c;6/8, 
230004174, 1.1.1, c;3/4, 
230004205, 1.1.1, c;3/4, 
230004218, 1.1.1, c;6/8, 
230004238, 1.1.1, 3/4;c/, 
230004239, 1.3.1, 3/4;c/, 
230004239, 1.5.1, 2/4;c/, 
230004240, 1.1.1, c;3/4;2/4;6/8, 
230004243, 1.1.1, c;3/4;c, 
230004245, 1.1.1, c;3/4;3/8;c, 
230004247, 1.1.1, c/;3/4;c/, 
230004248, 1.1.1, 3/4;c/, 
230004253, 1.1.1, c/;3/4;c/;3/4, 
230004259, 1.1.1, 3/8;2/4;3/8;2/4, 
230004260, 1.1.1, 3/2;c;3/2;c/, 
230004282, 1.1.1, c/;2/4, 
230004286, 1.1.1, 3/4;c/, 
230004287, 1.1.1, c/;3/4, 
230004292, 1.1.1, c/;3/4, 
230004311, 1.1.1, c/;3/4, 
230004329, 1.3.1, 3/4;c/, 
230004405, 1.1.1, 2/4;6/8, 
230004439, 1.1.1, 6/8;2/4, 
230004559, 1.1.1, 2/4;6/8, 
230004599, 1.1.1, 6/8;2/4, 
230004661, 1.1.1, c/;3/2, 
230004724, 1.1.1, c;3/4, 
230004739, 1.1.1, c;3/4;3/8;c, 
230004740, 1.1.1, c;3/4;c, 
230004742, 1.1.1, c;2/4, 
230004750, 1.2.1, 3/4;2/4, 
230004780, 1.1.1, c;6/8, 
230004788, 1.1.1, 3/4;c;3/4, 
230004795, 1.1.1, 3/4;c, 
230004798, 1.1.1, c;3/4, 
230004801, 1.5.1, 3/4;c, 
230004803, 1.1.1, c;3/4, 
230004806, 1.1.1, 2/4;3/8, 
230004815, 1.1.1, 3/4;c, 
230004888, 1.1.1, c;3/4;2/4;6/8, 
230004893, 1.2.1, 3/4;2/4, 
230004901, 1.1.1, 3/4;2/4, 
230004913, 1.1.1, c;3/4;c, 
230004922, 1.11.1, 3/4;c, 
230004995, 1.1.1, 6/8;2/4, 
230005031, 1.5.1, 2/4;c, 
230005036, 2.2.1, c;12/8, 
230005038, 1.3.1, 3/8;2/4;3/8, 
230005038, 1.7.1, c;3/8;c, 
230005039, 1.4.1, c;3/4;c, 
230005039, 1.7.1, c;2/4, 
230005039, 1.11.1, 2/4;3/8, 
230005039, 1.12.1, 3/4;2/4, 
230005039, 1.15.1, c;2/4, 
230005039, 1.18.1, 6/8;2/4, 
230005039, 1.22.1, 3/4;2/4;3/4;2/4;3/4, 
230005040, 1.14.1, 2/4;3/4;2/4;3/4;2/4, 
230005041, 1.1.1, c;6/8, 
230005042, 1.2.1, 3/4;c, 
230005045, 1.3.1, c;3/4;c, 
230005045, 1.5.1, 3/4;c, 
230005048, 1.5.1, 3/2;c, 
230005050, 1.4.1, c;3/4;c, 
230005050, 1.4.2, c;3/4;c, 
230005050, 1.7.1, 3/4;2/4, 
230005050, 1.7.2, 3/4;2/4, 
230005050, 1.9.1, c;3/8, 
230005050, 1.9.2, c;3/8, 
230005051, 1.4.1, c;3/4;c, 
230005051, 1.4.2, c;3/4;c, 
230005051, 1.7.1, 3/4;2/4, 
230005051, 1.7.2, 3/4;2/4, 
230005051, 1.9.1, c;3/8, 
230005051, 1.9.2, c;3/8, 
230005070, 1.1.1, 3/8;c, 
230005073, 1.16.1, 3/2;3/4, 
230005074, 1.8.1, 3/4;c, 
230005075, 1.5.1, 6/8;2/4;6/8;2/4;6/8, 
230005083, 1.5.1, 3/4;c;3/4;c, 
230005084, 1.5.1, 3/4;c;3/4;c, 
230005085, 1.3.1, 2/4;3/8, 
230005085, 1.7.1, c/;3/8, 
230005089, 1.3.1, c/;3/8, 
230005091, 1.2.1, 3/4;c;3/4;c;3/4, 
230005092, 1.1.1, c;3/4;c;c, 
230005092, 1.2.1, c;3/4;c, 
230005095, 1.1.1, 3/4;2/4;c;3/4, 
230005100, 1.1.1, c/;3/4;3/4, 
230005101, 1.2.1, c;3/8;c, 
230005101, 1.17.1, 3/4;c, 
230005101, 1.17.2, 3/4;c, 
230005102, 1.10.1, 3/4;c, 
230005102, 1.10.2, 3/4;c, 
230005112, 1.4.1, c/;3/4, 
230005128, 1.1.1, c;3/4, 
230005132, 1.1.1, 3/4;c;3/4;c, 
230005146, 1.1.1, 3/8;c, 
230005149, 1.1.1, 6/8;c;6/8, 
230005150, 1.1.1, 2/4;6/8;2/4, 
230005156, 1.4.1, 3/8;c, 
230005168, 1.2.1, 3/4;c/, 
230005168, 1.2.2, 3/4;c/, 
230005171, 1.3.1, c;3/4;c, 
230005171, 1.5.1, 3/4;c, 
230005180, 1.3.1, c;2/4, 
230005186, 1.1.1, c;3/4;c, 
230005187, 1.3.1, 2/4;c/, 
230005187, 1.5.1, 2/4;3/8;2/4, 
230005187, 1.11.1, 3/4;c;3/4, 
230005187, 1.14.1, 3/4;c;3/4;c, 
230005188, 1.2.1, 2/4;3/8, 
230005191, 1.3.1, 2/4;3/8, 
230005191, 1.7.1, c;3/8, 
230005192, 1.3.1, 2/4;3/8, 
230005192, 1.7.1, c;3/8, 
230005194, 1.3.1, 3/4;c, 
230005198, 1.3.1, 3/8;c, 
230005261, 1.1.1, 3/4;c, 
230005268, 1.3.1, 3/8;2/4;3/8, 
230005268, 1.7.1, c;3/8;c, 
230005508, 1.1.1, 3/4;2/4, 
230005537, 1.1.1, 2/4;3/4;2/4;2/4;2/4, 
230005552, 1.14.1, 2/4;3/4;2/4;3/4;2/4, 
230005553, 1.4.1, c;3/4;c, 
230005553, 1.7.1, c;2/4, 
230005553, 1.11.1, 2/4;3/8, 
230005553, 1.12.1, 3/4;2/4, 
230005553, 1.15.1, c;2/4, 
230005553, 1.15.2, c;2/4, 
230005553, 1.18.1, 6/8;2/4, 
230005553, 1.22.1, 3/4;2/4;3/4;2/4;3/4, 
230005562, 1.3.1, c;3/4, 0
230005589, 1.1.1, c;6/8;c, 
230005590, 1.3.1, 3/4;c;3/4, 
230005638, 1.3.1, 2/4;3/4, 
230005649, 1.2.1, 2/4;6/8, 
230005651, 1.1.1, 3/4;6/8;3/4;6/8, 
230005686, 1.5.1, 2/4;c/, 
230005687, 1.1.1, c;3/4, 
230005703, 1.2.1, 6/8;2/4;6/8, 
230005748, 1.1.1, 3/4;c;3/4, 
230005748, 1.3.1, 6/8;c;6/8, 
230005748, 1.7.1, 3/4;2/4, 
230005749, 1.4.1, c;3/4;c, 
230005749, 1.4.2, c;3/4;c, 
230005749, 1.7.1, 3/4;2/4, 
230005749, 1.7.2, 3/4;2/4, 
230005749, 1.9.1, c;3/8;c, 
230005749, 1.9.2, c;3/8, 
230005750, 1.1.1, c/;3/8;3/8, 
230005755, 1.3.1, 6/8;2/4;2/4;6/8, 
230005766, 1.2.1, 3/8;2/4, 
230005781, 1.1.1, 3/2;2/4, 
230005787, 1.1.2, 2/4;c, 
230005843, 1.4.1, 2/4;3/8, 
230005850, 1.1.1, 3/4;c, 
230005865, 1.1.1, c/;c, 
230005868, 1.1.1, 2/4;6/8, 
230005871, 1.1.1, 3/4;6/8, 
230005895, 1.1.1, c;6/8, 
230005937, 1.2.1, 2/4;6/8;3/8, 
230005942, 1.1.1, c/;3/4, 
230005999, 1.1.1, 3/4;c/, 
230006028, 1.1.1, c/;2/4;6/8, 
230006033, 1.1.1, 3/8;3/8;c/;c/, 
230006042, 1.3.1, 3/8;c, 
230006060, 1.1.1, c;3/4;2/4;6/8, 
230006062, 1.2.1, 3/8;2/4;3/8;2/4;3/8;c, 
230006076, 1.3.2, 2/4;3/8, 
230006081, 1.3.1, c;3/4;c, 
230006082, 1.3.1, c;3/4;c, 
230006090, 1.1.1, 2/4;6/8;3/4, 
230006134, 1.1.2, 3/4;c;c, 
230006151, 1.1.1, c;6/8;6/8;c, 
230006151, 1.7.1, 3/4;c;c, 
230006166, 1.1.1, c;3/4, 
230006185, 1.2.1, 3/4;2/4;3/4;2/4;c, 
230006225, 1.1.1, 3/4;2/4;3/4, 
230006249, 1.18.1, 3/4;c/, 
230006252, 1.3.1, 3/4;2/4;3/4, 
230006252, 1.11.1, 3/4;c, 
230006254, 1.5.1, c;3/4, 
230006254, 1.7.1, 2/4;6/8, 
230006254, 1.11.1, 2/4;6/8, 
230006259, 1.1.1, 3/4;c, 
230006259, 1.6.2, 3/4;c, 
230006259, 1.16.1, c;3/4;c, 
