ID,Incipitnr,PIKaDo 823,PIKaDo 824
240005375, 1.6.1, c;3/4, 
240005375, 1.9.1, c;c/, 
240005375, 1.25.1, 3/4;c/, 
240005384, 1.5.1, c;3/4, 
240005384, 1.23.1, c;3/4, 
240005387, 1.1.1, 3/2;2/2, 
240005388, 1.5.1, c/;3/4, 
240005423, 1.1.1, 3/4;c/, 
240005428, 1.7.1, 2/4;3/8, 
240005428, 1.7.2, 2/4;3/8, 
240005429, 1.3.1, 2/4;3/8, 
240005429, 1.12.1, c;3/4, 
240005429, 1.13.1, 3/4;c, 
240005447, 1.6.1, c;3/4, 
240005452, 1.10.1, 2/4;3/4, 
240005454, 1.1.1, 6/8;c, 
240005455, 1.2.1, c;3/4, 
240005456, 1.2.1, 2/4;c, 
240005457, 1.2.1, c;2/4, 
240005458, 1.6.1, 3/4;c, 
240005462, 1.1.1, c/;3/8, 
240005463, 1.1.1, c;2/4, 
240005467, 1.1.1, c;3/8, 
240005467, 1.9.1, c;3/8, 
240005467, 1.13.1, 2/4;3/4, 
240005467, 1.22.1, c;2/4, 
240005467, 1.44.1, c;3/4, 
240005468, 1.2.1, c;3/4, 
240005469, 1.2.1, c;3/4, 
240005470, 1.2.1, c;3/4, 
240005552, 1.1.1, c;3/2, 
240005563, 1.1.1, 3/4;6/4, 0
240005571, 1.1.1, c;3/4, 
240005624, 1.1.1, c/;3/8, 
240005630, 1.1.1, c/;12/8, 
240005662, 1.1.1, c;3/4, 
240005667, 1.1.1, c/;3/4, 
240005846, 1.1.1, c;3/4, 
240005861, 1.1.1, c;3/4, 
240005874, 1.1.1, 6/8;3/8, 
240006067, 1.1.1, c;3/4, 
240006082, 1.1.1, c;3/4, 
240006086, 1.1.1, 6/8;3/8, 
240006105, 1.1.1, 3/4;c, 
240006142, 1.1.1, 2/4;3/8, 
240006249, 1.1.1, c;3/8, 
240006584, 1.1.1, c;3/8, 
240006648, 1.2.1, 3/8;c, 
240006756, 1.1.1, 6/8;c, 
240006777, 1.1.1, c;3/8, 
240006810, 1.1.1, c/;6/8, 
240006876, 1.1.1, c;3/4, 
240006886, 1.1.1, c;3/2, 
240006896, 1.1.1, c;6/4, 
240006912, 1.1.1, c;3/6, 6/8
240006925, 1.1.1, c/;3/2, 
240006927, 1.1.1, c/;6/4, 
240006964, 1.1.1, c/;3/4, 
240006973, 1.1.1, 3/4;2/4, 
240006975, 1.8.1, c/;3/4;2/4;6/8, 
240006976, 1.1.1, c;2/4, 
240006980, 1.3.1, c;6/8, 
240007032, 1.2.1, c;2/4, 
240007035, 1.2.1, c/;3/8, 
240007043, 1.1.1, c;3/4, 
240007058, 1.1.1, c;3/8, 
240007059, 1.1.1, c;3/8, 
240007060, 1.1.1, c/;3/8, 
240007061, 1.1.1, c/;c, 
240007097, 1.1.1, c/;3/8, 
240007173, 1.1.1, c/;12/8, 
240007176, 1.8.1, 3/4;c/, 
240007332, 1.1.1, 3/4;c, 
240007340, 1.4.1, 3/4;c, 
240007360, 1.3.1, 2/4;3/4, 
240007572, 1.2.1, c;3/4, 
250000609, 1.4.1, c;3/4, 
250000609, 1.4.2, c;3/4, 
250000609, 1.6.1, c;3/4, 
250000609, 1.6.2, c;3/4, 
250001086, 1.1.1, 3/4;c;6/8, 
250001659, 1.1.1, c;3/4, 
250001659, 1.5.1, 6/8;2/4, 
250001659, 1.5.2, 6/8;2/4, 
250001791, 1.1.1, 3/4;c/, 
250001935, 1.1.1, c;6/8, 
250002481, 1.1.1, c;3/8, 
250002490, 1.1.1, 3/4;3/8, 
250003417, 1.1.1, 3/4;3/8;3/4, 
250003418, 1.1.1, 3/4;3/4;c;3/4, 
250003418, 1.1.2, 3/4;3/4;c;3/4, 
250003554, 1.1.1, 2/4;6/8;2/4, 
250004133, 1.1.1, c;3/4, 
250004209, 1.1.1, c;3/4;6/8, 
250004210, 1.1.1, c;3/4;c/, 
250004212, 1.1.1, c;3/8, 
250004213, 1.1.1, c;6/8;c, 
250004218, 1.1.1, c;6/8, 
250004219, 1.1.1, 3/4;6/8;2/4, 
250004221, 1.1.1, c;3/8;2/4, 
250004224, 1.1.1, c;3/4;c, 
250004229, 1.1.1, 3/4;c/;3/4;c, 
250004233, 1.1.1, c;3/4;c;3/4;c, 
250004237, 1.1.1, c;6/8, 
250004486, 1.6.1, 3/4;3/2, 6/4;6/2
250004486, 1.12.1, 6/4;3/2, 6/2
250004486, 1.13.1, c;3/2, 
250004486, 1.13.2, c;3/2, 
250004491, 1.1.1, c;3/2, 6/2
250004491, 1.1.2, c;3/2, 6/2
250004491, 1.3.1, 6/4;3/6, 6/4
250004494, 1.3.1, 3/8;3/2, 6/8;6/2
250004494, 1.3.2, 3/8;3/2, 6/8;6/2
250004498, 1.1.1, 6/4;c;6/4, 
250004498, 1.2.1, 3/8;3/2, 6/8;6/2
250004498, 1.2.2, 3/8;3/2, 6/8;6/2
250004499, 1.16.1, 3/4;3/8;3/4, 6/4;6/8;6/4
250004499, 1.25.1, c;3/2, 6/2
250004500, 1.1.1, c/;3/4, 
250004501, 1.3.1, c;3/4, 6/4
250004501, 1.4.1, c 6/8;3/2, 6/8;6/2
250004508, 1.2.1, 3/4;3/2, 
250004508, 1.2.2, 3/4;3/2, 
250004508, 1.14.1, 3/4;c, 6/4
250004511, 1.3.1, c;3/2, 
250004513, 1.1.1, c;3/2, 6/2
250004513, 1.1.2, c;3/2, 6/2
250004513, 1.2.1, c;3/4, 6/4
250004514, 1.1.1, 3/8;3/2, 6/8;6/2
250004518, 1.1.1, 3/2;3/8, 6/2;6/8
250004518, 1.10.1, c;3/2, 
250004518, 1.15.1, c3/4;c/, 6/4
250004519, 1.1.1, c/;3/4, 6/4
250004522, 1.1.1, c;3/2, 6/2
250004522, 1.1.2, c;3/2, 6/2
250004552, 1.7.1, c;12/8, 
250004552, 1.7.2, c;12/8, 
250004557, 1.14.1, c 3/2;c 3/6;c;c 3/4, 6/2;6/8;6/2
250004557, 1.22.1, c;o/, 6/2
250004557, 1.22.2, c;o/, 6/2
250004557, 1.27.1, c;o/, 
250004558, 1.9.1, c3/2;3/6, 6/2;6/8
250004560, 1.1.1, c;3/2, 6/2
250004560, 1.2.1, c;3/2, 6/2
250004561, 1.1.1, c;c3/4;c;3/4, 3/4
250004566, 1.2.1, c;3/2;c, 
250004566, 1.3.1, c;3/8;c;3/2, 6/8;6/2
250004568, 1.3.1, c;3/4, 6/4
250004568, 1.3.2, c;3/4, 6/4
250004569, 1.2.1, c;3/2, 6/2
250004569, 1.3.1, c;3/2, 6/2
250004570, 1.2.1, c3/4;c, 3/4
250004570, 1.3.1, c3/4;c, 3/4
250004571, 1.1.1, c;3/4;c, 6/4
250004571, 1.2.1, c3/2;c, 6/2
250004571, 1.3.1, c3/2;c, 6/2
250004572, 1.2.1, c;3/4, 6/4
250004573, 1.1.1, c3/4;c;3/4, 6/4;6/4
250004573, 1.2.1, c3/2;c, 6/2
250004577, 1.1.1, c3/2;c;3/2;3/6;3 11/2, 6/2;6/2;6/4;6/2
250004578, 1.1.1, c;3/2, 6/2
250004578, 1.2.1, c;3/2, 6/2
250004579, 1.2.1, c;3/2, 
250004579, 1.4.1, c;3/2, 
250004580, 1.1.1, c;3/2, 6/2
250004580, 1.3.1, c;3/4;c3/2, 6/4;6/2
250004581, 1.1.1, c;3/2;c;c3/2, 6/2;6/2
250004581, 1.2.1, c;3/4, 6/4
250004583, 1.2.1, c3/4;c;3/4, 6/4;6/4
250004583, 1.3.1, c;3/4, 6/4
250004585, 1.1.1, c;3/4, 6/4
250004656, 1.4.1, c;3/4;c, 
250004681, 1.5.1, c;3/4, 
250004733, 1.2.1, c;3/8;c, 
250004733, 1.2.2, c;3/8;c, 
250004769, 1.1.1, c;12/8;c, 
250004809, 1.1.1, c/;3/8, 
250004846, 1.6.2, c;3/4;c/, 
250004865, 1.1.1, 3/2;c, 
250004867, 1.1.1, c/;3/8, 
250004869, 1.4.2, 3/4;c, 
250004870, 1.4.1, c;2/4, 
250004870, 1.4.2, c;2/4, 
250004872, 1.2.1, c;3/4, 
250004872, 1.2.2, c/;3/4, 
250004881, 1.5.1, 2/4;c, 
250004881, 1.5.2, 2/4;c, 
250004883, 1.9.1, c;3/8, 
250004883, 1.9.2, c;3/8, 
250004885, 1.9.1, c;3/8, 
250004885, 1.9.2, c;3/8, 
250004885, 1.16.1, c;3/8, 
250004885, 1.16.2, c;3/8, 
250004887, 1.6.1, c;3/4, 
250004887, 1.6.2, c;3/4, 
250004889, 1.1.1, 12/8;c, 
250004889, 1.1.2, 12/8;c, 
250004890, 1.1.1, c;3/8, 
250004890, 1.1.2, c;3/8, 
250004890, 1.3.1, 3/8;2/4, 
250004890, 1.6.1, 3/4;2/4, 
250004890, 1.6.2, 3/4;2/4, 
250004892, 1.5.1, c/;c, 
250004893, 1.1.1, 2/4;3/4, 
250004893, 1.1.2, 2/4;3/4, 
250004901, 1.9.1, c/;3/4, 
250004906, 1.2.1, 3/4;c/, 
250004907, 1.5.1, 3/4;c, 
250004912, 1.2.1, 3/4;2/4, 
250004913, 1.2.2, 3/4;2/4, 
250004920, 1.9.1, c/;3/4, 
250004922, 1.1.1, 3/4;c;3/4, 
250004922, 1.1.2, 3/4;c;3/4, 
250004946, 1.1.1, 3/4;c, 
250004946, 1.1.2, 3/4;c, 
250004953, 1.7.1, c/;3/4, 
250004955, 1.6.1, 3/4;c;3/4, 
250004959, 1.1.1, 3/4;c;3/4, 
250004964, 1.1.1, 3/4;c/, 
250004966, 1.1.1, 3/4;c/;3/4, 
250004966, 1.1.2, 3/4;c/;3/4, 
250004966, 1.3.1, 3/4;c/;3/4, 
250004966, 1.3.2, 3/4;c/;3/4, 
250004974, 1.9.1, c/;2/4, 
250004974, 1.9.2, c/;2/4, 
250004975, 1.2.1, 2/4;3/4;2/4, 
250004975, 1.2.2, 2/4;3/4;2/4, 
250004975, 1.6.1, 3/4;6/8, 
250004975, 1.6.2, 3/4;6/8, 
250004975, 1.8.1, 2/4;3/4;2/4, 
250004975, 1.8.2, 2/4;3/4;2/4, 
250004982, 1.39.1, 3/8;c, 
250004982, 1.56.1, 9/8;3/4, 
250004984, 1.4.1, c;6/4, 
250004986, 1.1.1, c;c, 
250004994, 1.1.1, c;3/8, 
250004996, 1.1.2, 3/8;2/4;3/8, 
250004997, 1.1.2, c;c/, 
250004998, 1.1.2, 2/4;3/8, 
250005001, 1.1.2, c;3/4;c, 
250005004, 1.1.2, c;3/8, 
250005006, 1.1.1, 2/4;c/, 
250005006, 1.1.2, 2/4;c/, 
250005015, 1.1.2, c;2/4, 
250005020, 1.1.1, 3/4;c/;3/4, 
250005020, 1.1.2, 3/4;c/;3/4, 
250005021, 1.1.1, 2/4;3/8, 
250005021, 1.1.2, 2/4;3/8, 
250005022, 1.1.1, c;2/4, 
250005022, 1.1.2, c;2/4, 
250005034, 1.1.1, 2/4;3/8, 
250005034, 1.1.2, 2/4;3/8, 
250005039, 1.2.1, c;3/8, 
250005048, 1.1.1, c;6/8;c, 
250005048, 1.1.2, c;6/8;c, 
250005049, 1.1.1, c;c/, 
250005049, 1.1.2, c;c/, 
250005050, 1.1.1, 2/4;3/8, 
250005050, 1.1.2, 2/4;3/8, 
250005051, 1.1.1, c;c/, 
250005051, 1.1.2, c;c/, 
250005052, 1.1.1, c;3/4;c, 
250005052, 1.1.2, c;3/4;c, 
250005059, 1.1.1, 3/8;c, 
250005059, 1.1.2, 3/8;c, 
250005062, 1.1.1, c;2/4, 
250005062, 1.1.2, c;2/4, 
250005063, 1.1.1, 3/8;2/4, 
250005063, 1.1.2, 3/8;2/4, 
250005066, 1.1.1, 3/4;2/4, 
250005066, 1.1.2, 3/4;2/4, 
250005069, 1.1.1, c;2/4, 
250005079, 1.1.2, c;3/8, 
250005080, 1.1.1, c;3/4, 
250005080, 1.1.2, c;3/4, 
250005082, 1.1.1, c;3/8, 
250005082, 1.1.2, c;3/8, 
250005084, 1.1.1, c;c/, 
250005084, 1.1.2, c;c/, 
250005085, 1.1.1, c;3/8, 
250005085, 1.1.2, c;3/8, 
250005091, 1.1.1, c;2/4, 
250005091, 1.1.2, c;2/4, 
250005092, 1.1.1, c;3/4, 
250005093, 1.1.1, 2/4;3/8, 
250005093, 1.1.2, 2/4;3/8, 
250005100, 1.1.1, c;3/4, 
250005100, 1.1.2, c;3/4, 
250005101, 1.1.1, 2/4;3/8, 
250005101, 1.1.2, 2/4;3/8, 
250005103, 1.1.1, c;2/4, 
250005107, 1.1.1, c;2/4, 
250005107, 1.1.2, c;2/4, 
250005109, 1.1.1, c;3/8, 
250005109, 1.1.2, c;3/8, 
250005110, 1.1.1, 3/8;2/4, 
250005110, 1.1.2, 3/8;2/4, 
250005111, 1.1.1, 3/8;2/4, 
250005111, 1.1.2, 3/8;2/4, 
250005116, 1.1.1, c;2/4, 
250005119, 1.1.1, c;3/8, 
250005119, 1.1.2, c;3/8, 
250005124, 1.1.1, c;2/4, 
250005124, 1.1.2, c;2/4, 
250005126, 1.1.1, 2/4;3/8, 
250005126, 1.1.2, 2/4;3/8, 
250005130, 1.1.1, c;3/8, 
250005131, 1.1.1, c;3/8, 
250005131, 1.1.2, c;3/8, 
250005138, 1.3.3, 3/8;2/4, 
250005143, 1.1.1, 3/8;2/4, 
250005143, 1.1.2, 3/8;2/4, 
250005148, 1.1.1, c;3/8, 
250005148, 1.1.2, c;3/8, 
250005160, 1.1.1, 2/4;3/8, 
250005160, 1.1.2, 2/4;3/8, 
250005164, 1.1.1, c;c/, 
250005164, 1.1.2, c;c/, 
250005170, 1.1.1, 2/4;3/8, 
250005171, 1.1.1, c;3/8, 
250005171, 1.1.2, c;3/8, 
250005174, 1.1.1, c;c/, 
250005174, 1.1.2, c;c/, 
250005175, 1.1.1, c/;2/4, 
250005180, 1.1.1, c;3/4, 
250005180, 1.1.2, c;3/4, 
250005181, 1.1.1, c;3/8, 
250005181, 1.1.2, c;3/8, 
250005185, 1.1.1, 3/4;2/4, 
250005185, 1.1.2, 3/4;2/4, 
250005193, 1.1.1, c;2/4, 
250005193, 1.1.2, c;2/4, 
250005194, 1.1.1, c;3/8, 
250005194, 1.1.2, c;3/8, 
250005195, 1.1.1, 3/8;2/4, 
250005195, 1.1.2, 3/8;2/4, 
250005199, 1.1.1, c;2/4, 
250005199, 1.1.2, c;2/4, 
250005201, 1.1.1, c;2/4, 
250005201, 1.1.2, c;2/4, 
250005205, 1.1.1, c;c/, 
250005205, 1.1.2, c;c/, 
250005206, 1.1.1, 2/4;3/8, 
250005206, 1.1.2, 2/4;3/8, 
250005208, 1.1.1, c;2/4, 
250005208, 1.1.2, c;2/4, 
250005210, 1.1.1, c;2/4, 
250005210, 1.1.2, c;2/4, 
250005217, 1.1.1, c;2/4, 
250005217, 1.1.2, c;2/4, 
250005226, 1.1.1, c;3/8;c;3/8, 
250005226, 1.1.2, c;3/8;c;3/8, 
250005228, 1.1.1, c;2/4, 
250005228, 1.1.2, c;2/4, 
250005229, 1.1.1, c;2/4, 
250005229, 1.1.2, c;2/4, 
250005231, 1.1.1, 2/4;3/8, 
250005231, 1.1.2, 2/4;3/8, 
250005234, 1.1.1, c;2/4, 
250005234, 1.1.2, c;2/4, 
250005238, 1.1.1, c;2/4, 
250005238, 1.1.2, c;2/4, 
250005241, 1.1.1, c;c/, 
250005247, 1.1.3, c;2/4, 
250005250, 1.1.1, c;2/4, 
250005250, 1.1.2, c;2/4, 
250005258, 1.1.1, 3/8;c, 
250005258, 1.1.2, 3/8;c/, 
250005264, 1.1.1, 2/4;3/8, 
250005264, 1.1.2, 2/4;3/8, 
250005270, 1.1.1, 2/4;3/8, 
250005270, 1.1.2, 2/4;3/8, 
250005273, 1.1.1, c;2/4, 
250005273, 1.1.2, c;2/4, 
250005274, 1.1.1, c;c/, 
250005274, 1.1.2, c;c/, 
250005279, 1.1.1, c;3/8, 
250005279, 1.1.2, c;3/8, 
250005283, 1.1.1, c;c/, 
250005283, 1.1.2, c;c/, 
250005285, 1.1.1, c;3/8, 
250005285, 1.1.2, c;3/8, 
250005288, 1.1.1, 3/4;3/8, 
250005288, 1.1.2, 3/4;3/8, 
250005292, 1.1.1, 3/8;2/4, 
250005292, 1.1.2, 3/8;2/4, 
250005295, 1.1.1, c;2/4, 
250005295, 1.1.2, c;2/4, 
250005299, 1.1.1, c;2/4, 
250005299, 1.1.2, c;2/4, 
250005307, 1.1.1, c;2/4, 
250005307, 1.1.2, c;2/4, 
250005308, 1.1.1, c;2/4, 
250005308, 1.1.2, c;2/4, 
250005310, 1.1.1, c;3/8, 
250005310, 1.1.2, c;3/8, 
250005314, 1.1.1, c;c/, 
250005318, 1.1.2, c;2/4, 
250005320, 1.1.1, 3/4;2/4, 
250005320, 1.1.2, 3/4;2/4, 
250005324, 1.1.1, 3/4;2/4, 
250005341, 1.1.1, c;3/8;c, 
250005341, 1.1.2, c;3/8;c, 
250005343, 1.1.1, 6/8;c, 
250005343, 1.1.2, 6/8;c, 
250005344, 1.4.1, c;6/4, 
250005351, 1.1.1, 6/8;c;6/8, 
250005351, 1.1.2, 6/8;c;6/8, 
250005372, 1.4.1, c;3/8, 
250005372, 1.4.2, c;3/8, 
250005375, 1.5.1, 3/8;c/;3/8, 
250005375, 1.5.2, 3/8;c/, 
250005378, 1.1.1, 12/8;c/, 
250005378, 1.1.2, 12/8;c/, 
250005385, 1.1.1, c/;6/8;c/, 
250005385, 1.1.2, c/;6/8;c/, 
250006007, 1.5.1, c;6/8, 
250006007, 1.6.1, c;6/8, 
250006014, 1.2.1, 2/4;3/8;2/4, 
250006052, 1.1.1, 3/4;c, 
250006104, 1.1.1, 2/4;6/8, 
250006160, 1.1.1, c/;3/8, 
250006350, 1.1.1, 3/8;c, 
250006531, 1.3.1, c;6/8, 
250006535, 1.1.2, 2/4;3/4, 
250006544, 1.5.1, 2/4;6/8, 
250006561, 1.1.1, c;3/4, 
250006561, 1.1.2, c;3/4, 
250006645, 1.6.1, 6/8;2/4, 
250006655, 1.1.1, c;3/4, 
250006655, 1.1.2, c;3/4, 
250006665, 1.1.1, c;6/8, 
250006665, 1.1.2, c;6/8, 
250006677, 1.2.1, 2/4;3/8, 
250006677, 1.2.2, 2/4;3/8, 
250006678, 1.4.1, 3/4;c/, 
250006678, 1.4.2, 3/4;c/, 
250006746, 1.1.1, 3/8;2/4, 
250006801, 1.1.1, 3/4;6/8, 
250006850, 1.1.1, c/;o, 0;0
250006872, 1.1.1, c/;3/1, 0;0
250006902, 1.1.1, c/;o, 0;0
250006903, 1.1.1, c/;o, 0;0
250006904, 1.1.1, c/;o, 0;0
250006907, 1.1.1, c/;3/1, 0;0
250006908, 1.1.1, c/;3/1, 0;0
250006909, 1.1.1, 3/1;c/, 0;0
250006910, 1.1.1, c/;3/1, 0;0
250006912, 1.1.1, c/;3/1, 0;0
250006914, 1.2.1, c/;3/1, 0;0
250006915, 1.1.1, c/;3/1, 0;0
250006917, 1.1.1, c/;3/1, 0;0
250006918, 1.1.1, o;c/, 0;0
250006919, 1.1.1, c/;3/1, 0;0
250006925, 1.1.1, c/;3/1, 0;0
250006928, 1.1.1, c/;3/1, 0;0
250006930, 1.1.1, c/;3/1, 0;0
250006931, 1.1.1, c/;3/1, 0;0
250006932, 1.1.1, c/;3/1, 0;0
250006933, 1.1.1, o;c/, 0;0
250006937, 1.1.1, c/;3/1, 0;0
250006940, 1.1.1, 3/1;c/, 0
250006941, 1.1.1, 3/1;c/, 0
250006943, 1.1.1, c/;3/1, 0;0
250006944, 1.1.1, 3/1;c, 0;0
250006949, 1.1.1, 3/1;c/, 0;0
250006951, 1.1.1, c/;3/1, 0;0
250006953, 1.1.1, c/;3/1, 0;0
250006954, 1.1.1, 3/1;c/, 0;0
250006955, 1.1.1, 3/1;c/, 0;0
250006956, 1.1.1, c/;3/1, 0;0
250006957, 1.1.1, c/;3/1, 0;0
250006958, 1.1.1, c/;3/1, 0;0
250006959, 1.1.1, c/;3/1, 0;0
250006967, 1.1.1, c/;3/1, 0;0
250006968, 1.1.1, o;c/, 0;0
250006972, 1.1.1, c/;o, 0;0
250006974, 1.1.1, 3/1;c, 0;0
250006975, 1.1.1, c/;3/1, 0;0
250006976, 1.2.1, c/;3/1, 0;0
250006980, 1.1.1, 3/1;c/, 0;0
250006983, 1.1.1, c/;3/1, 0;0
250006984, 1.1.1, c;3/1, 0;0
250006987, 1.1.1, c/;3/1, 0;0
250006988, 1.1.1, c/;3/1, 0;0
250006989, 1.1.1, c/;3/1, 0;0
250007046, 1.2.1, c;3/4, 
250007048, 1.2.1, 3/4;c, 
250007049, 1.2.1, c;3/4, 
250007049, 1.5.1, 3/2;c, 
250007050, 1.1.1, c;3/4;c, 
250007054, 1.4.1, c;3/4, 
250007056, 1.3.1, 6/4;c, 
250007058, 1.2.1, c;3/4, 
250007058, 1.7.1, 6/4;c, 
250007066, 1.2.1, c;6/8, 
250007066, 1.4.1, c;6/8, 
250007066, 1.6.1, c;6/8, 
250007066, 1.8.1, c;6/8, 
250007072, 1.4.1, 3/8;c, 
250007072, 1.4.2, 3/8;c, 
250007083, 1.1.1, c;6/4;c, 
250007083, 1.1.2, c;6/4;c, 
250007091, 1.6.1, c;6/8, 
250007096, 1.1.1, c;3/4;c, 
250007096, 1.1.2, c;3/4;c, 
250007099, 1.4.1, c;3/4;c, 
250007100, 1.11.1, c;3/4, 
250007102, 1.4.1, 3/4;c, 
250007105, 1.2.1, 3/2;c, 
250007108, 1.1.1, c;3/4, 
250007108, 1.1.2, c;3/4, 
250007132, 1.1.1, 2/4;c, 
250007133, 1.1.1, 3/4;2/4, 
250007133, 1.2.1, c/;2/4, 
250007133, 1.2.2, c/;2/4, 
250007169, 1.1.1, 3/2;c;3/2;c/, 
250007170, 1.1.1, c;3/4;2/4;6/8, 
250007172, 1.15.1, c;3/4;c, 
250007172, 1.35.1, c;6/8, 
250007173, 1.2.1, 3/2;c/, 3/1
250007176, 1.7.1, c;6/8;c, 
250007180, 1.2.1, 3/2;c;3/2, 
250007180, 1.11.1, 3/2;c;3/2, 
250007181, 1.1.1, 3/4;c, 
250007181, 1.1.2, 3/4;c, 
250007181, 1.1.3, 3/4;c, 
250007181, 1.7.1, 3/4;c, 
250007182, 1.4.1, 3/1;c, 
250007182, 1.4.2, 3/1;c, 
250007183, 1.1.1, c;3/2;c, 
250007187, 1.1.1, c;3/2, 
250007187, 1.4.1, c;3/2, 
250007188, 1.4.1, 12/8;c;12/8, 
250007188, 1.10.1, c;12/8, 
250007188, 1.10.2, c;12/8, 
250007196, 1.2.1, c;3/2, 
250007196, 1.2.2, c;3/2, 
250007196, 1.4.1, 3/2;c;3/2;c, 
250007197, 1.2.1, c;3/4;c;c/;c;c/, 
250007202, 1.3.1, c;6/8, 
250007202, 1.5.1, c;6/8, 
250007213, 1.1.1, 6/8;c, 
250007213, 1.1.2, 6/8;c, 
250007213, 1.1.3, 6/8;c, 
250007234, 1.5.1, c;3/4, 
250007234, 1.7.1, c;3/4, 
250007234, 1.9.1, c;3/4, 
250007234, 1.11.1, c;3/4, 
250007234, 1.13.1, 3/2;c;3/2, 
250007243, 1.6.1, c;3/2, 
250007249, 1.6.1, 3/2;c, 
250007251, 1.2.1, c;3/8, 
250007251, 1.8.1, c;3/8, 
250007253, 1.6.1, 3/8;c, 
250007253, 1.6.2, 3/8;c, 
250007254, 1.5.1, c;3/8, 
250007255, 1.1.1, 3/2;c, 
250007255, 1.1.2, 3/2;c, 
250007255, 1.1.3, 3/2;c, 
250007263, 1.4.1, 3/1;c, 
250007265, 1.1.1, c;3/2, 
250007268, 1.1.1, c;6/8, 
250007270, 1.4.1, 3/2;c, 
250007270, 1.5.1, c;3/2;c, 
250007273, 1.2.1, c;3/2, 
250007274, 1.2.1, 3/8;c, 
250007274, 1.7.1, 3/8;c, 
250007404, 1.1.1, c;3/2, 
250007638, 1.31.1, 3/4;2/4, 
250007638, 1.31.2, 3/4;2/4, 
250008020, 1.1.1, 3/2;c, 
250008020, 1.1.2, 3/2;c, 
250008026, 1.1.1, 3/2;c, 
250008027, 1.3.1, c;3/4, 
250008028, 1.4.1, 3/2;c, 
250008029, 1.2.1, c;3/2, 
250008029, 1.2.2, c;3/2, 
250008036, 1.1.1, 3/4;c, 
250008036, 1.1.2, 3/4;c, 
250008036, 1.1.3, 3/4;c, 
250044161, 1.1.1, 3/4;c, 
250044190, 1.1.1, 3/4;c, 
270000311, 1.3.1, c;3/8, 
270000314, 1.3.1, c/;c, 
270000315, 1.3.1, 3/4;c, 2/4
270000317, 1.1.1, 3/4;c, 
270000318, 1.3.1, c;3/8, 
270000319, 1.1.1, c/;3/8, 
270000321, 1.1.1, 3/4;c/, 
270000322, 1.1.1, c;3/8, 
270000322, 1.3.1, c/;3/8, 
270000323, 1.3.1, c/;3/8, 
270000324, 1.1.1, 3/8;c, 
270000326, 1.1.1, 2/4;3/4, 
270000328, 1.1.1, c/;c, 
270000330, 1.3.1, c/;6/8, 
270000331, 1.3.1, c/;6/8, 
270000332, 1.3.1, c/;6/8, 
270000336, 1.3.1, c/;3/8, 
270000337, 1.3.1, c;3/8, 
270000338, 1.3.1, c/;3/8, 
270000339, 1.3.1, c/;3/8, 
270000371, 1.12.1, 3/4;c, 
270000372, 1.14.1, 3/4;c, 
270000374, 1.2.1, 3/4;c, 
270000374, 1.15.1, 3/4;c, 
270000375, 1.4.1, 3/4;c;3/4, 
270000375, 1.13.1, 3/4;c, 
270000379, 1.14.1, 3/4;c, 
270000384, 1.5.1, c/;c, 
270000387, 1.16.1, 2/4;3/4, 
270000387, 1.17.1, c;3/4, 
270000396, 1.13.1, 3/4;c, 
270000397, 1.12.1, 3/4;c, 
270000397, 1.13.1, 3/4;c, 
270000401, 1.12.1, c;3/4, 
270000402, 1.10.1, 12/8;3/2, 
270000402, 1.12.1, c;3/4, 
270000403, 1.5.1, 3/8;c/, 
270000403, 1.7.1, c/;3/8, 
270000403, 1.9.1, c;3/8, 
270000405, 1.13.1, 12/8;3/8, 
270000405, 1.17.1, 3/8;6/8, 
270000405, 1.19.1, c;3/8, 
270000407, 1.3.1, c/;3/8, 
270000408, 1.7.1, 3/4;c, 2/4
270000409, 1.2.1, c/;c/, 2/4
270000409, 1.4.1, c/;3/8, 
270000410, 1.2.1, 6/8;3/8, 
270000411, 1.2.1, c/;c, 2/4
270000411, 1.4.1, c/;3/8, 
270000412, 1.2.1, 6/8;3/8, 
270000413, 1.2.1, c/;3/8, 6/8
270000415, 1.1.1, c;3/4, 
270000416, 1.7.1, 3/4;c, 2/4
270000418, 1.4.1, c;3/4, 2/4
270000419, 1.1.1, 3/4;c, 2/4
270000420, 1.1.1, c;3/8, 2/4
270000421, 1.4.1, c;3/4, 2/4
270000439, 1.1.1, 3/4;c/, 
270000442, 1.1.1, 3/4;c, 2/4
270000469, 1.1.1, c/;3/8, 
270000470, 1.1.1, 3/4;c, 
270000471, 1.1.1, 6/8;c, 2/4
270000472, 1.1.1, 3/4;c, 2/4
270000473, 1.1.1, c;3/8, 
270000475, 1.1.1, c/;3/8, 
270000477, 1.1.1, c/;3/8, 
270000478, 1.1.1, c/;3/8, 
270000480, 1.1.1, 3/4;c, 2/4
270000481, 1.1.1, c/;3/8, 
270000483, 1.1.1, c/;3/8, 
270000488, 1.1.1, c;3/8, 2/4
270000489, 1.1.1, c/;3/8, 
270000493, 1.1.1, c;3/8, 2/4
270000496, 1.1.1, c;3/8, 
270000497, 1.1.1, c;3/8, 
270000504, 1.1.1, c/;3/8, 
270000506, 1.1.1, c/;3/8, 
270000507, 1.1.1, 3/8;c, 2/4
270000509, 1.1.1, c/;3/8, 
270000510, 1.1.1, c;3/8, 2/4
270000513, 1.1.1, c/;3/8, 
270000528, 1.1.1, c;3/8, 
