ID, Model, Unicode-Character, Sample
Holding,51043117,TABULATOR,"ckiego"".] [TABULATOR]=500  ##"
Holding,51043122,TABULATOR,NERAL NOTE[TABULATOR][pl-text: 
Holding,51043124,TABULATOR,blioteki] [TABULATOR]=506  ##
Holding,51043125,TABULATOR,blioteki] [TABULATOR]=506  ##
Holding,51043180,TABULATOR,blioteki] [TABULATOR]=506  ##
Holding,51043256,TABULATOR,"ckiego"".] [TABULATOR]=500  ##"
Holding,51043259,TABULATOR,: „TNP”.] [TABULATOR]=500  ##
Holding,51043260,TABULATOR,: „TNP”.] [TABULATOR]=500  ##
Holding,51043363,TABULATOR,=561  ##$a[TABULATOR][pl-text: 
Holding,51043517,TABULATOR,e: „TNP”.][TABULATOR]=500  ##
Holding,51043519,TABULATOR,: „TNP”.] [TABULATOR]=500  ##
Holding,51043578,TABULATOR,blioteki] [TABULATOR]  [TABULATOR]=506 
Holding,51043580,TABULATOR,blioteki] [TABULATOR]=506  ##
Holding,51043582,TABULATOR, Warehouse[TABULATOR]=541  1#
Holding,51043583,TABULATOR,: „TNP”.] [TABULATOR]=500  ##
Holding,51043612,TABULATOR,=500  ##$a[TABULATOR]  =599  
Holding,51043613,TABULATOR,Fussnoten [TABULATOR]Alt ID no.
Holding,51043615,TABULATOR,500  ##$a [TABULATOR] [TABULATOR] [TABULATOR]  =5
Holding,51043979,TABULATOR,y Use Only[TABULATOR]=691  #7
Holding,51044244,TABULATOR,$aPL-GD$c [TABULATOR] Ee 2165 8
Holding,51044343,TABULATOR,$aUS-AAu$c[TABULATOR]WCC 544$eU
Holding,51044446,TABULATOR,"e: ""-,60"" [TABULATOR]=500  ##"
Holding,51044929,TABULATOR,y Use Only[TABULATOR]=593  ##
Holding,51045624,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045625,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045733,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045735,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045736,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045737,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045738,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045739,TABULATOR,$aPL-GD$c [TABULATOR] Ee 1562 4
Holding,51045740,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045741,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045742,TABULATOR,$aPL-GD$c [TABULATOR] Ee 1562 4
Holding,51045743,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045744,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045745,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045746,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045747,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045785,TABULATOR,$aPL-GD$c [TABULATOR] Ee 565 8º
Holding,51045797,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045799,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045800,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045801,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,51045802,TABULATOR,$aPL-GD$c [TABULATOR] Od 106 2º
Holding,4794,NOBREAKSPACE,782.1 AL2M[NOBREAKSPACE]$eUniversi
Holding,6622,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,6932,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,6940,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,7260,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,7403,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4=852 
Holding,7873,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,8340,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,8368,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,8940,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4=852 
Holding,9394,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,9630,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,9753,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,10197,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,10816,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,13715,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4=852 
Holding,13742,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,19243,NOBREAKSPACE,k$cИнв. № [NOBREAKSPACE]32595$eSan
Holding,23517,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]217290$eSa
Holding,27060,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,27841,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]28250$eSan
Holding,28034,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,28069,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,33819,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,35625,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,42968,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,51502,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,51503,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,51529,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,51538,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,51570,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,51635,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,51644,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,51961,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,51967,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,52070,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,52507,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,52831,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,53075,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,53227,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,53284,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,54298,NOBREAKSPACE, Ditters |[NOBREAKSPACE]taken from
Holding,55196,NOBREAKSPACE," cor, org [NOBREAKSPACE]$x30061561"
Holding,60202,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,61430,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,69025,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,72033,NOBREAKSPACE,BLIOTHEK |[NOBREAKSPACE]BERN=852
Holding,77364,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,79969,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,80438,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,86951,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,88662,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,88668,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,88675,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,88735,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,89267,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,89381,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,89583,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,90062,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,91288,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,91413,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,91419,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,92744,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,99086,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,99212,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,114158,NOBREAKSPACE,HANDLUNG |[NOBREAKSPACE]JOS. AIBL 
Holding,114410,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,119922,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,119928,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,120635,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,120754,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,120785,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,120811,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,120859,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,120962,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,120983,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,121034,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,121206,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,121245,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,121298,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,121437,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,121677,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,121736,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,121771,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,121835,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,121929,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,122327,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,122329,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,122417,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,122584,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,122615,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,124109,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,124302,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,129961,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,138853,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 1$eThe 
Holding,138889,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 2$eThe 
Holding,138906,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 5$eThe 
Holding,138923,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 6$eThe 
Holding,138940,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 11$eThe
Holding,138957,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 11$eThe
Holding,138972,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 3$eThe 
Holding,138990,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 7$eThe 
Holding,139007,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 8$eThe 
Holding,139040,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 5$eThe 
Holding,139055,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 9$eThe 
Holding,139070,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 4$eThe 
Holding,139083,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 10$eThe
Holding,139096,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 10$eThe
Holding,139110,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 12$eThe
Holding,139124,NOBREAKSPACE,A2 Boivin [NOBREAKSPACE]v. 12$eThe
Holding,143169,NOBREAKSPACE,"$qS, A, T,[NOBREAKSPACE]B,[NOBREAKSPACE]vl II, "
Holding,145766,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,145883,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,145964,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,148711,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,154700,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,154843,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,185838,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,186311,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,188256,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,188280,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,188313,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,190293,NOBREAKSPACE," B, 2 vl, [NOBREAKSPACE]vla, cl et"
Holding,194343,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,196201,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,197518,NOBREAKSPACE,k$cИнв. № [NOBREAKSPACE]36875$eSan
Holding,210709,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,211009,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,212901,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,220363,NOBREAKSPACE,00094195-3[NOBREAKSPACE][NOBREAKSPACE]$xDigitiz
Holding,221613,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,225273,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,234122,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,234189,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,234233,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,234255,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,234284,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,234295,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,234512,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,234592,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,234921,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,235047,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,243885,NOBREAKSPACE,"$qS, A, T,[NOBREAKSPACE]B, vl II, "
Holding,245542,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,245669,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,245890,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,246148,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,246413,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,246488,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,247432,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,248868,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,260380,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,261739,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,261760,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,263583,NOBREAKSPACE,84.8 M973P[NOBREAKSPACE]v.16$eUniv
Holding,266783,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,271641,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,271642,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,271667,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,271677,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,271713,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,271782,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,271810,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,271812,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,271854,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,271871,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,271913,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,272141,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272148,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,272189,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272190,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,272267,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272318,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272389,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272402,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272468,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,272540,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272661,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6$eUnive
Holding,272672,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272739,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272744,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272765,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,272779,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272811,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272864,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272927,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272941,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272953,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,272974,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,272979,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273148,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273170,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273171,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,273194,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273302,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273472,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273479,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273514,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273526,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273613,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,273731,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,273738,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273827,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,273832,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,273892,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273929,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,273979,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,273993,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274105,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,274333,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,274391,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4=852 
Holding,274483,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274558,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4=852 
Holding,274580,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,274640,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,274671,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,274682,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,274684,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.3$eUnive
Holding,274815,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,274854,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274863,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274873,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274890,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,274914,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,275007,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,275008,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,275072,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,275162,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,279127,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.5$eUnive
Holding,283408,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,288700,NOBREAKSPACE,"hiv$qS, A,[NOBREAKSPACE]T, B, 2 vl"
Holding,288718,NOBREAKSPACE,"2 vl, vla,[NOBREAKSPACE]fl, cl, 2 "
Holding,299503,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,304537,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,307700,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,309673,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,309999,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,310368,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,310379,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.1$eUnive
Holding,311154,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,311773,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,312714,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,313101,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,313677,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.4$eUnive
Holding,313683,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.6=852 
Holding,313889,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,315944,NOBREAKSPACE,80.82 EN34[NOBREAKSPACE]v.2$eUnive
Holding,317547,NOBREAKSPACE,"53, Инв. №[NOBREAKSPACE]5042 ИКФ$e"
Holding,317557,NOBREAKSPACE,"53, Инв. №[NOBREAKSPACE]5042 ИКФ$e"
Holding,317561,NOBREAKSPACE,"53, Инв. №[NOBREAKSPACE]5042 ИКФ$e"
Holding,318074,NOBREAKSPACE,нв. № 1988[NOBREAKSPACE]ИКФ$eSankt
Holding,318093,NOBREAKSPACE,"3, Инв. № [NOBREAKSPACE]5042 ИКФ$e"
Holding,318094,NOBREAKSPACE,"6, Инв. № [NOBREAKSPACE]1346 ИКФ$e"
Holding,318095,NOBREAKSPACE,"6, Инв. № [NOBREAKSPACE]2500 ИКФ$e"
Holding,318174,NOBREAKSPACE,нв. № 1651[NOBREAKSPACE]ИКФ$eSankt
Holding,318655,NOBREAKSPACE,нв. № 9426[NOBREAKSPACE]ИКФ$eSankt
Holding,318674,NOBREAKSPACE,"29, Инв. №[NOBREAKSPACE]4116 ИКФ $"
Holding,318688,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]218132$eSa
Holding,318704,NOBREAKSPACE,".1, Инв. №[NOBREAKSPACE]3646 ИКФ$d"
Holding,319588,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]32250$eSan
Holding,51015566,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]40869 или 
Holding,51015585,NOBREAKSPACE,"91, Инв. №[NOBREAKSPACE]6918 ИКФ$e"
Holding,51016504,NOBREAKSPACE,"56, Инв. №[NOBREAKSPACE]4480 ИКФ,$"
Holding,51016599,NOBREAKSPACE,Pk$cИнв. №[NOBREAKSPACE]56960$eSan
