ID, Model, Unicode-Character, Sample
Source,1001189289,TABULATOR,zef Antoni[TABULATOR]$d1763-181
Source,1001189878,TABULATOR,"f. 102v: ""[TABULATOR]Courante, "
Source,1001189891,TABULATOR,"f. 126v: ""[TABULATOR]La petite "
Source,1001190584,TABULATOR,"tralne"".] [TABULATOR]=500  ##"
Source,1001191463,TABULATOR,Signatur  [TABULATOR]Mus.ms.aut
Source,1001191518,TABULATOR,$aThe aunt[TABULATOR](S)=595 
Source,1001191595,TABULATOR,$aDon José[TABULATOR](T)=595 
Source,1001192460,TABULATOR,f. [space][TABULATOR]S. Kraiews
Source,1001195355,TABULATOR,"R. [space][TABULATOR]MOSCOU, R."
Source,1001196432,TABULATOR,", p. 42: ""[TABULATOR]Gigue Mons"
Source,1001196438,TABULATOR,", f. 67r: [TABULATOR]""Prelude d"
Source,1001197577,TABULATOR,zef Antoni[TABULATOR]$d1763-181
Source,1001201759,TABULATOR, recommand[TABULATOR]ées à joue
Source,1001201964,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202776,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202809,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202837,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202859,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202900,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202936,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202953,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001202972,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001203876,TABULATOR, „ | 10669[TABULATOR]6. СОНЪ „П
Source,1001205023,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001205036,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001205045,TABULATOR,Stimmlage [TABULATOR]$801=500
Source,1001206942,TABULATOR,$aPL-GD$c [TABULATOR] Ee 5 8º$e
Source,1001207101,TABULATOR,#$aPL-GD  [TABULATOR] Od 106 2º
Source,1001207104,TABULATOR,#$aPL-GD  [TABULATOR] Od 106 2º
Source,1001207110,TABULATOR,#$aPL-GD  [TABULATOR] Od 106 2º
Source,211010198,NOBREAKSPACE,26 bis 21.[NOBREAKSPACE]Juni 1927$
Source,250016075,NOBREAKSPACE,orma verrÃ[NOBREAKSPACE]]=031  #
Source,400013807,NOBREAKSPACE,ehr wohl |[NOBREAKSPACE]geschrieb[
Source,400014664,NOBREAKSPACE,", vol. 2:][NOBREAKSPACE]W [double-"
Source,400014702,NOBREAKSPACE,ark:] GD |[NOBREAKSPACE]Roemershag
Source,400110800,NOBREAKSPACE,  ##$aIC |[NOBREAKSPACE]de | RH | 
Source,400110844,NOBREAKSPACE,le-lined:][NOBREAKSPACE]VDL$801=
Source,404000368,NOBREAKSPACE,lor me[us][NOBREAKSPACE]{P[salmus]
Source,404000372,NOBREAKSPACE,li V[erbi][NOBREAKSPACE]D[ei] Mini
Source,404000373,NOBREAKSPACE,t quam [?][NOBREAKSPACE]inquit [?]
Source,404000422,NOBREAKSPACE,5  10$a[1][NOBREAKSPACE][{A} Ego a
Source,404000441,NOBREAKSPACE,al sheet:][NOBREAKSPACE]{XXX} [1] 
Source,404000445,NOBREAKSPACE,. Versus:][NOBREAKSPACE]Crux prece
Source,404000446,NOBREAKSPACE,domine [2][NOBREAKSPACE]Rectos de[
Source,404000464,NOBREAKSPACE,ding:] [1][NOBREAKSPACE]Dicat nu[n
Source,404000477,NOBREAKSPACE,tle page:][NOBREAKSPACE]Abr: Baw- 
Source,404000484,NOBREAKSPACE,ntiphona]}[NOBREAKSPACE][4] Let[en
Source,404000487,NOBREAKSPACE,[tiphona]}[NOBREAKSPACE][7] Notu[m
Source,404000519,NOBREAKSPACE, binding:][NOBREAKSPACE][1] captiv
Source,404000521,NOBREAKSPACE, binding:][NOBREAKSPACE]{cxviiii} 
Source,404000523,NOBREAKSPACE,g[nificat][NOBREAKSPACE]an[tiphona
Source,404000531,NOBREAKSPACE,natus. [2][NOBREAKSPACE]Quare fre-
Source,404000540,NOBREAKSPACE,| no [...][NOBREAKSPACE][8] {V} Ad
Source,450003878,NOBREAKSPACE,0:2-302643[NOBREAKSPACE]$xDigitize
Source,450004276,NOBREAKSPACE,0:2-239729[NOBREAKSPACE]$xDigitize
Source,450004402,NOBREAKSPACE,0:2-240251[NOBREAKSPACE]$xDigitize
Source,450004429,NOBREAKSPACE,0:2-275175[NOBREAKSPACE]$xDigitize
Source,450004687,NOBREAKSPACE,0:2-338989[NOBREAKSPACE]$xDigitize
Source,450004776,NOBREAKSPACE,0:2-248412[NOBREAKSPACE]$xDigitize
Source,450004787,NOBREAKSPACE,0:2-237270[NOBREAKSPACE]$xDigitize
Source,450005049,NOBREAKSPACE,0:2-348767[NOBREAKSPACE]$xDigitize
Source,450062903,NOBREAKSPACE,C$t[Perché[NOBREAKSPACE]mai[NOBREAKSPACE]così[NOBREAKSPACE]t
Source,450062953,NOBREAKSPACE,$rB|b$t[Sì[NOBREAKSPACE]sì[NOBREAKSPACE]Ninetta
Source,452021906,NOBREAKSPACE,", f.2r) - [NOBREAKSPACE]""Frickbach"
Source,455040014,NOBREAKSPACE,lini | Due[NOBREAKSPACE]Corni | Du
Source,455040021,NOBREAKSPACE,ntiphoniae[NOBREAKSPACE]Marianae{{
Source,455040022,NOBREAKSPACE,ntiphoniae[NOBREAKSPACE]Marianae{{
Source,455040023,NOBREAKSPACE,ntiphoniae[NOBREAKSPACE]Marianae{{
Source,455040024,NOBREAKSPACE,ntiphoniae[NOBREAKSPACE]Marianae{{
Source,458001450,NOBREAKSPACE,#$cvon 23.[NOBREAKSPACE]Februar 18
Source,458001451,NOBREAKSPACE,#$cvon 23.[NOBREAKSPACE]Februar 18
Source,458001481,NOBREAKSPACE,#$cvon 15.[NOBREAKSPACE]Februar 18
Source,458001482,NOBREAKSPACE,78 bis 19.[NOBREAKSPACE]März 1926
Source,458001485,NOBREAKSPACE,#$cvon 26.[NOBREAKSPACE]September 
Source,458001489,NOBREAKSPACE,#$cvon 10.[NOBREAKSPACE]Juni 1879 
Source,458001490,NOBREAKSPACE,#$cvon 10.[NOBREAKSPACE]Juni 1879 
Source,458001492,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001493,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001494,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001495,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001496,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001497,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]April 1879
Source,458001500,NOBREAKSPACE,78 bis 16.[NOBREAKSPACE]Juli 1879
Source,458001504,NOBREAKSPACE,79 bis 23.[NOBREAKSPACE]Februar 18
Source,458001505,NOBREAKSPACE,79 bis 23.[NOBREAKSPACE]Februar 18
Source,458001506,NOBREAKSPACE,79 bis 23.[NOBREAKSPACE]Februar 18
Source,458001507,NOBREAKSPACE,79 bis 23.[NOBREAKSPACE]Februar 18
Source,458001508,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001509,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001510,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001511,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001512,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001513,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001514,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001515,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1880 
Source,458001518,NOBREAKSPACE,#$cvor 30.[NOBREAKSPACE]November 1
Source,458001519,NOBREAKSPACE,#$cvor 11.[NOBREAKSPACE]November 1
Source,458001531,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001532,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001533,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001534,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001535,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001536,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001537,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001538,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001539,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001540,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]August 188
Source,458001544,NOBREAKSPACE,#$cvor 12.[NOBREAKSPACE]September 
Source,458001545,NOBREAKSPACE, 1#$cum 3.[NOBREAKSPACE]November 1
Source,458001546,NOBREAKSPACE, 1#$cum 3.[NOBREAKSPACE]November 1
Source,458001547,NOBREAKSPACE, 1#$cum 3.[NOBREAKSPACE]November 1
Source,458001555,NOBREAKSPACE,#$cvon 28.[NOBREAKSPACE]März 1888 
Source,458001556,NOBREAKSPACE,#$cvon 28.[NOBREAKSPACE]März 1888 
Source,458001557,NOBREAKSPACE,#$cvon 28.[NOBREAKSPACE]März 1888 
Source,458001558,NOBREAKSPACE,0  1#$c16.[NOBREAKSPACE]Januar 188
Source,458001559,NOBREAKSPACE,0  1#$c16.[NOBREAKSPACE]Januar 188
Source,458001561,NOBREAKSPACE,88 bis 30.[NOBREAKSPACE]September 
Source,458001566,NOBREAKSPACE,#$cvor 18.[NOBREAKSPACE]November 1
Source,458001570,NOBREAKSPACE,1#$cvor 4.[NOBREAKSPACE]März 1891 
Source,458001571,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]August 189
Source,458001572,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]August 189
Source,458001573,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]August 189
Source,458001574,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]August 189
Source,458001575,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]August 189
Source,458001577,NOBREAKSPACE,#$cvon 17.[NOBREAKSPACE]Mai 1894 b
Source,458001578,NOBREAKSPACE,0  1#$c20.[NOBREAKSPACE]September 
Source,458001579,NOBREAKSPACE,0  1#$c20.[NOBREAKSPACE]September 
Source,458001589,NOBREAKSPACE,1#$cvon 7.[NOBREAKSPACE]Juni 1896 
Source,458001594,NOBREAKSPACE,1#$cum 30.[NOBREAKSPACE]August 194
Source,458001595,NOBREAKSPACE,1#$cum 30.[NOBREAKSPACE]August 194
Source,458001596,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]September 
Source,458001597,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]September 
Source,458001598,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]September 
Source,458001599,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]September 
Source,458001600,NOBREAKSPACE,0  1#$c18.[NOBREAKSPACE]Februar 19
Source,458001606,NOBREAKSPACE,#$cvon 14.[NOBREAKSPACE]August 189
Source,458001607,NOBREAKSPACE,#$cvon 14.[NOBREAKSPACE]August 189
Source,458001608,NOBREAKSPACE,#$cvon 14.[NOBREAKSPACE]August 189
Source,458001609,NOBREAKSPACE,#$cvon 14.[NOBREAKSPACE]August 189
Source,458001613,NOBREAKSPACE,1#$cum 16.[NOBREAKSPACE]September 
Source,458001614,NOBREAKSPACE,1#$cum 16.[NOBREAKSPACE]September 
Source,458001615,NOBREAKSPACE,1#$cum 16.[NOBREAKSPACE]September 
Source,458001616,NOBREAKSPACE,1#$cum 16.[NOBREAKSPACE]September 
Source,458001617,NOBREAKSPACE,1#$cum 16.[NOBREAKSPACE]September 
Source,458001618,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001619,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001620,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001621,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001622,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001623,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]November 1
Source,458001624,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001625,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001626,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001627,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001628,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001629,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Mai 1900 b
Source,458001630,NOBREAKSPACE,1#$cum 25.[NOBREAKSPACE]September 
Source,458001631,NOBREAKSPACE,1#$cum 25.[NOBREAKSPACE]September 
Source,458001632,NOBREAKSPACE,1#$cum 25.[NOBREAKSPACE]September 
Source,458001633,NOBREAKSPACE,1#$cum 25.[NOBREAKSPACE]September 
Source,458001634,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001635,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001636,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001637,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001638,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001639,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001640,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001641,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001642,NOBREAKSPACE,#$cvon 11.[NOBREAKSPACE]Mai 1900 b
Source,458001645,NOBREAKSPACE,0  1#$c30.[NOBREAKSPACE]August 193
Source,458001646,NOBREAKSPACE,1#$cvor 2.[NOBREAKSPACE]Januar 192
Source,458001647,NOBREAKSPACE,0  1#$c16.[NOBREAKSPACE]August 190
Source,458001648,NOBREAKSPACE,0  1#$c16.[NOBREAKSPACE]August 190
Source,458001649,NOBREAKSPACE,0  1#$c16.[NOBREAKSPACE]August 190
Source,458001651,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]September 
Source,458001652,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]September 
Source,458001653,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]September 
Source,458001656,NOBREAKSPACE,0  1#$c31.[NOBREAKSPACE]Juli 1903
Source,458001657,NOBREAKSPACE,0  1#$c31.[NOBREAKSPACE]Juli 1903
Source,458001660,NOBREAKSPACE,$cnach 25.[NOBREAKSPACE]Juni 1908 
Source,458001667,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]Oktober 19
Source,458001668,NOBREAKSPACE,1#$cum 24.[NOBREAKSPACE]Juli 1925 
Source,458001669,NOBREAKSPACE,#$cvor 27.[NOBREAKSPACE]Mai 1916 b
Source,458001670,NOBREAKSPACE,$cnach 20.[NOBREAKSPACE]März 1916 
Source,458001671,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]Juli 1917 
Source,458001675,NOBREAKSPACE,14 bis 20.[NOBREAKSPACE]April 1914
Source,458001676,NOBREAKSPACE,1#$cvor 8.[NOBREAKSPACE]April 1915
Source,458001677,NOBREAKSPACE,16 bis 15.[NOBREAKSPACE]September 
Source,458001678,NOBREAKSPACE,1#$cvon 4.[NOBREAKSPACE]Februar 19
Source,458001679,NOBREAKSPACE,1#$cvon 4.[NOBREAKSPACE]Februar 19
Source,458001680,NOBREAKSPACE,1#$cvon 4.[NOBREAKSPACE]Februar 19
Source,458001681,NOBREAKSPACE,1#$cvon 4.[NOBREAKSPACE]Februar 19
Source,458001695,NOBREAKSPACE,#$cvon 25.[NOBREAKSPACE]Juni 1918 
Source,458001696,NOBREAKSPACE,#$cvon 25.[NOBREAKSPACE]Juni 1918 
Source,458001697,NOBREAKSPACE,1#$cum 26.[NOBREAKSPACE]Juni 1918 
Source,458001698,NOBREAKSPACE,1#$cum 26.[NOBREAKSPACE]Juni 1918 
Source,458001699,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001700,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001701,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001702,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001703,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001704,NOBREAKSPACE,1#$cum 21.[NOBREAKSPACE]Juni 1918 
Source,458001705,NOBREAKSPACE,0  1#$c24.[NOBREAKSPACE]Juni 1919
Source,458001706,NOBREAKSPACE, bis um 3.[NOBREAKSPACE]Oktober 19
Source,458001707,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Dezember 1
Source,458001708,NOBREAKSPACE,#$cvon 28.[NOBREAKSPACE]Juli 1918 
Source,458001710,NOBREAKSPACE,#$cvor 24.[NOBREAKSPACE]Juni 1927 
Source,458001712,NOBREAKSPACE,927 bis 8.[NOBREAKSPACE]Mai 1938
Source,458001713,NOBREAKSPACE,927 bis 8.[NOBREAKSPACE]Mai 1938
Source,458001714,NOBREAKSPACE,927 bis 8.[NOBREAKSPACE]Mai 1938
Source,458001715,NOBREAKSPACE,927 bis 8.[NOBREAKSPACE]Mai 1938
Source,458001716,NOBREAKSPACE,#$cvon 14.[NOBREAKSPACE]September 
Source,458001717,NOBREAKSPACE,30 bis 30.[NOBREAKSPACE]Juli 1930
Source,458001718,NOBREAKSPACE,931 bis 8.[NOBREAKSPACE]Juni 1931
Source,458001719,NOBREAKSPACE,31 bis 26.[NOBREAKSPACE]November 1
Source,458001720,NOBREAKSPACE,"| DEPOSÉ, [NOBREAKSPACE],FOX PAPER"
Source,458001729,NOBREAKSPACE,60  1#$c3.[NOBREAKSPACE]Dezember 1
Source,458001730,NOBREAKSPACE,32 bis 12.[NOBREAKSPACE]Juni 1936
Source,458001731,NOBREAKSPACE,32 bis 12.[NOBREAKSPACE]Juni 1936
Source,458001732,NOBREAKSPACE,32 bis 12.[NOBREAKSPACE]Juni 1936
Source,458001733,NOBREAKSPACE,32 bis 12.[NOBREAKSPACE]Juni 1936
Source,458001734,NOBREAKSPACE,#$cvor 17.[NOBREAKSPACE]Januar 193
Source,458001736,NOBREAKSPACE,0  1#$c25.[NOBREAKSPACE]Februar 19
Source,458001737,NOBREAKSPACE,#$cvor 12.[NOBREAKSPACE]August 193
Source,458001738,NOBREAKSPACE,#$cvor 12.[NOBREAKSPACE]August 193
Source,458001739,NOBREAKSPACE,#$cvor 12.[NOBREAKSPACE]August 193
Source,458001740,NOBREAKSPACE,#$cvor 12.[NOBREAKSPACE]August 193
Source,458001741,NOBREAKSPACE,#$cvon 20.[NOBREAKSPACE]Dezember 1
Source,458001742,NOBREAKSPACE,937 bis 9.[NOBREAKSPACE]November 1
Source,458001746,NOBREAKSPACE,0  ##$c27.[NOBREAKSPACE]Februar 19
Source,458001749,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Januar 193
Source,458001750,NOBREAKSPACE,1#$cvor 2.[NOBREAKSPACE]Februar 19
Source,458001751,NOBREAKSPACE,39 bis 21.[NOBREAKSPACE]März 1939
Source,458001753,NOBREAKSPACE,#$cvor 23.[NOBREAKSPACE]Februar 19
Source,458001754,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Januar 194
Source,458001755,NOBREAKSPACE,#$cvor 28.[NOBREAKSPACE]Mai 1943 b
Source,458001756,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1945 
Source,458001757,NOBREAKSPACE,#$cvon 13.[NOBREAKSPACE]März 1945 
Source,458001762,NOBREAKSPACE,945 bis 1.[NOBREAKSPACE]Juni 1945
Source,458001763,NOBREAKSPACE,945 bis 5.[NOBREAKSPACE]Februar 19
Source,458001766,NOBREAKSPACE,60  1#$c5.[NOBREAKSPACE]August 194
Source,458001767,NOBREAKSPACE,48 bis 18.[NOBREAKSPACE]Juli 1948
Source,458001768,NOBREAKSPACE,48 bis 18.[NOBREAKSPACE]Juli 1948
Source,458001769,NOBREAKSPACE,#$cvor 20.[NOBREAKSPACE]September 
Source,458001770,NOBREAKSPACE,#$cvor 20.[NOBREAKSPACE]September 
Source,458001771,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Mai 1948 b
Source,458001772,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Mai 1948 b
Source,458001773,NOBREAKSPACE,0  1#$c27.[NOBREAKSPACE]April 1948
Source,458001774,NOBREAKSPACE,0  1#$c27.[NOBREAKSPACE]April 1948
Source,458001775,NOBREAKSPACE,1#$cvor 4.[NOBREAKSPACE]August 194
Source,458001776,NOBREAKSPACE,1#$cvor 4.[NOBREAKSPACE]August 194
Source,458001816,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001817,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001818,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001819,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001820,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001821,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Juli 1899 
Source,458001846,NOBREAKSPACE,#$cvor 31.[NOBREAKSPACE]Mai 1898 b
Source,458001847,NOBREAKSPACE,#$cvor 31.[NOBREAKSPACE]Mai 1898 b
Source,458001848,NOBREAKSPACE,#$cvor 31.[NOBREAKSPACE]Mai 1898 b
Source,458001849,NOBREAKSPACE,#$cvor 31.[NOBREAKSPACE]Mai 1898 b
Source,458001850,NOBREAKSPACE,#$cvor 31.[NOBREAKSPACE]Mai 1898 b
Source,458001851,NOBREAKSPACE,1#$cvor 7.[NOBREAKSPACE]Oktober 19
Source,458001852,NOBREAKSPACE,1#$cvor 7.[NOBREAKSPACE]Oktober 19
Source,458001853,NOBREAKSPACE,1#$cvor 7.[NOBREAKSPACE]Oktober 19
Source,458001854,NOBREAKSPACE,1#$cvon 7.[NOBREAKSPACE]Oktober 19
Source,458001855,NOBREAKSPACE,1#$cvon 6.[NOBREAKSPACE]Januar 191
Source,458001856,NOBREAKSPACE,1#$cvon 5.[NOBREAKSPACE]Juli 1910 
Source,458001857,NOBREAKSPACE,#$cvor 27.[NOBREAKSPACE]Juni 1909 
Source,458001866,NOBREAKSPACE,0  1#$c26.[NOBREAKSPACE]Februar 19
Source,458001871,NOBREAKSPACE,0  1#$c25.[NOBREAKSPACE]Februar 19
Source,458001872,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001873,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001874,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001875,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001876,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001877,NOBREAKSPACE,1#$cum 15.[NOBREAKSPACE]Juni 1918 
Source,458001878,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Januar 190
Source,458001879,NOBREAKSPACE,0  ##$c25.[NOBREAKSPACE]Dezember 1
Source,458001880,NOBREAKSPACE,60  1#$c8.[NOBREAKSPACE]August 192
Source,458001883,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001884,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001885,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001886,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001887,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001888,NOBREAKSPACE,0  1#$c11.[NOBREAKSPACE]Februar 18
Source,458001891,NOBREAKSPACE,#$cvor 15.[NOBREAKSPACE]Februar 19
Source,458001892,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]Februar 19
Source,458001893,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]Februar 19
Source,458001894,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]Februar 19
Source,458001895,NOBREAKSPACE,1#$cum 18.[NOBREAKSPACE]Februar 19
Source,458001902,NOBREAKSPACE,#$cbis 25.[NOBREAKSPACE]Mai 1907$8
Source,458001905,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]Mai 1913 b
Source,458001906,NOBREAKSPACE,#$cvor 26.[NOBREAKSPACE]Mai 1913 b
Source,458001919,NOBREAKSPACE,0  1#$c17.[NOBREAKSPACE]Januar 193
Source,458001928,NOBREAKSPACE,73 bis 23.[NOBREAKSPACE]Februar 18
Source,458001929,NOBREAKSPACE,73 bis 23.[NOBREAKSPACE]Februar 18
Source,458001930,NOBREAKSPACE,73 bis 23.[NOBREAKSPACE]Februar 18
Source,458001957,NOBREAKSPACE,92 bis 24.[NOBREAKSPACE]Dezember 1
Source,458001959,NOBREAKSPACE,#$cvon 99.[NOBREAKSPACE]Mai ? bis 
Source,458001968,NOBREAKSPACE,09 bis 18.[NOBREAKSPACE]September 
Source,458001973,NOBREAKSPACE,22 bis 25.[NOBREAKSPACE]Mai 1922
Source,458001974,NOBREAKSPACE,24 bis 12.[NOBREAKSPACE]August 192
Source,458001976,NOBREAKSPACE,1#$cvor 6.[NOBREAKSPACE]Dezember 1
Source,458001982,NOBREAKSPACE,##$cum 23.[NOBREAKSPACE]Juli 1928
Source,458001983,NOBREAKSPACE,60  ##$c6.[NOBREAKSPACE]Dezember 1
Source,458001984,NOBREAKSPACE,". | 1090, [NOBREAKSPACE],Original "
Source,458001985,NOBREAKSPACE, 1#$cum 8.[NOBREAKSPACE]Juni 1915
Source,458001986,NOBREAKSPACE,##$cum 19.[NOBREAKSPACE]Mai 1911 b
Source,458001988,NOBREAKSPACE,42 bis 24.[NOBREAKSPACE]Mai 1945
Source,458001991,NOBREAKSPACE,916 bis 9.[NOBREAKSPACE]November 1
Source,458001993,NOBREAKSPACE,0  1#$c14.[NOBREAKSPACE]November 1
Source,458001994,NOBREAKSPACE,0  1#$c14.[NOBREAKSPACE]November 1
Source,458001996,NOBREAKSPACE,1#$cum 20.[NOBREAKSPACE]Februar 19
Source,458001997,NOBREAKSPACE,0  1#$c20.[NOBREAKSPACE]Februar 19
Source,458001998,NOBREAKSPACE,30 bis 14.[NOBREAKSPACE]September 
Source,458002009,NOBREAKSPACE,#$cvon 18.[NOBREAKSPACE]April 1909
Source,458002012,NOBREAKSPACE,29 bis 22.[NOBREAKSPACE]April 1929
Source,458002013,NOBREAKSPACE,27 bis 10.[NOBREAKSPACE]Oktober 19
Source,458002035,NOBREAKSPACE,$cnach 10.[NOBREAKSPACE]Juli 1936 
Source,458002036,NOBREAKSPACE,45 bis 30.[NOBREAKSPACE]Januar 194
Source,458002037,NOBREAKSPACE,60  1#$c9.[NOBREAKSPACE]Juli 1942
