COUNTRY,ID
XA-AT,44029
XA-AT,44030
XA-AT,44072
XA-AT,44093
XA-AT,44094
XA-AT,44254
XA-AT,44278
XA-AT,44867
XA-AT,44927
XA-AT,44928
XA-AT,45469
XA-AT,45470
XA-AT,45731
XA-AT,45745
XA-AT,45748
XA-AT,45776
XA-AT,45800
XA-AT,45866
XA-AT,45901
XA-AT,45917
XA-AT,45935
XA-AT,46073
XA-AT,46075
XA-AT,46148
XA-AT,46190
XA-AT,46415
XA-AT,46601
XA-AT,46796
XA-AT,46938
XA-AT,47060
XA-AT,47404
XA-AT,47405
XA-AT,47406
XA-AT,47407
XA-AT,47446
XA-AT,47450
XA-AT,47481
XA-AT,47690
XA-AT,47691
XA-AT,47754
XA-AT,47767
XA-AT,47769
XA-AT,48298
XA-AT,49372
XA-AT,49373
XA-AT,49374
XA-AT,49379
XA-AT,49415
XA-AT,49907
XA-AT,49965
XA-AT,49986
XA-AT,49987
XA-AT,50279
XA-AT,50298
XA-AT,50317
XA-AT,50325
XA-AT,50335
XA-AT,50336
XA-AT,50633
XA-AT,50654
XA-AT,50700
XA-AT,51052
XA-AT,51433
XA-AT,51515
XA-AT,51549
XA-AT,51556
XA-AT,51557
XA-AT,51753
XA-AT,51882
XA-AT,52022
XA-AT,52089
XA-AT,52629
XA-AT,52753
XA-AT,53760
XA-AT,54021
XA-AT,54030
XA-AT,54043
XA-AT,54070
XA-AT,54157
XA-AT,54433
XA-AT,54493
XA-AT,54556
XA-AT,54662
XA-AT,54690
XA-AT,54698
XA-AT,54739
XA-AT,55168
XA-AT,56508
XA-AT,57665
XA-AT,57738
XA-AT,58096
XA-AT,62701
XA-AT,62724
XA-AT,62867
XA-AT,63039
XA-AT,63275
XA-AT,63536
XA-AT,63756
XA-AT,64084
XA-AT,64212
XA-AT,64354
XA-AT,64469
XA-AT,64574
XA-AT,64611
XA-AT,64718
XA-AT,64720
XA-AT,64791
XA-AT,64819
XA-AT,64965
XA-AT,65068
XA-AT,65473
XA-AT,65618
XA-AT,65619
XA-AT,65700
XA-AT,65841
XA-AT,65869
XA-AT,65918
XA-AT,65970
XA-AT,66033
XA-AT,66112
XA-AT,66910
XA-AT,66980
XA-AT,66989
XA-AT,66995
XA-AT,67231
XA-AT,67278
XA-AT,67281
XA-AT,67307
XA-AT,67352
XA-AT,67421
XA-AT,69416
XA-AT,69423
XA-AT,69438
XA-AT,69445
XA-AT,69456
XA-AT,69463
XA-AT,69736
XA-AT,69855
XA-AT,69867
XA-AT,69962
XA-AT,70036
XA-AT,70066
XA-AT,70067
XA-AT,70078
XA-AT,70081
XA-AT,70090
XA-AT,70110
