107261,1.1.1, !
117724,1.1.1, ?
117935,1.1.1,-
117975,1.1.1,-
117981,1.1.1,-
118007,1.1.1,-
121178,1.1.1,-
126293,1.1.1, ?
128426,1.1.1, ?
131607,1.1.1,-
136147,1.1.1, ?
136333,1.1.1, ?
136337,1.1.1, ?
136338,1.1.1, ?
136464,1.1.1,-
136468,1.1.1, ?
136474,1.1.1, ?
136475,1.1.1, ?
136476,1.1.1, ?
136477,1.1.1, ?
136478,1.1.1, ?
136479,1.1.1, ?
136480,1.1.1, ?
136481,1.1.1, ?
136482,1.1.1, ?
136483,1.1.1, ?
136484,1.1.1, ?
136485,1.1.1, ?
136503,1.1.1, ?
138859,1.1.1,-
100029098,1.1.1, ?
100029131,1.1.1, t
100029132,1.1.1,-
100029239,1.1.1, t
100198137,1.1.1, t
100198138,1.1.1,-
100198194,1.1.1,-
100500727,1.1.1,-
100500781,1.1.1,-
100501004,1.4.1,-
100501014,1.1.1, t
100501014,1.4.1,-
100501014,1.4.2,-
100501014,1.6.1,-
100501014,1.6.2,-
100501014,1.8.2,-
100501014,1.10.1,-
100501014,1.10.2,-
100501014,1.12.2,-
100501014,1.15.1,-
100501014,1.17.1,-
100501020,1.1.1,-
100501020,1.3.1,-
100501023,1.1.1,-
100501025,1.2.1,-
100501025,1.3.1,-
100501026,1.2.1,-
100501026,1.3.1,-
100501028,1.1.1,-
100501051,1.3.1,-
100501051,1.3.2,-
100501051,1.7.2,-
100501054,1.3.1,-
100501054,1.5.1,-
100501054,1.7.1,-
110002648,1.1.1,-
110002905,1.1.1,-
110002907,1.1.1,-
110002908,1.1.1,-
110002909,1.1.1,-
110002919,1.1.1,-
110002944,1.1.1,-
110002945,1.1.1,-
110002946,1.1.1,-
110002958,1.32.1,-
110003031,1.1.1, ?
110003280,1.1.1,-
110003290,1.1.1,-
110003292,1.1.1, t
110003293,1.1.1,-
110003294,1.1.1,-
110003295,1.1.1,-
110003298,1.1.1,-
110003299,1.1.1, t
110003342,1.1.1,-
110003390,1.1.1,-
110003636,1.1.1,-
110003637,1.1.1,-
110003638,1.1.1,-
110003639,1.1.1,-
110003648,1.1.1,-
110003660,1.1.1,-
110003661,1.1.1,-
110003662,1.1.1,-
110003663,1.1.1,-
110003664,1.1.1,-
110003665,1.1.1,-
110003666,1.1.1,-
110003667,1.1.1,-
110003668,1.1.1,-
110003670,1.1.1,-
110003671,1.1.1,-
110003672,1.1.1,-
110003673,1.1.1,-
110003674,1.1.1,-
110003675,1.1.1,-
110003676,1.1.1,-
110003677,1.1.1,-
110003678,1.1.1,-
110003680,1.1.1,-
110003681,1.1.1,-
110003682,1.1.1,-
110003683,1.1.1,-
110003684,1.1.1,-
110003685,1.1.1,-
110003686,1.1.1,-
110003687,1.1.1,-
110003689,1.1.1,-
110003690,1.1.1,-
110003691,1.1.1,-
110003692,1.1.1,-
110003693,1.1.1,-
110003694,1.1.1,-
110003695,1.1.1,-
110003696,1.1.1,-
110003698,1.1.1,-
110003699,1.1.1,-
110003701,1.1.1,-
110003702,1.1.1,-
110003703,1.1.1,-
110003704,1.1.1,-
110003705,1.1.1,-
110003706,1.1.1,-
110003707,1.1.1,-
110003708,1.1.1,-
110003709,1.1.1,-
110003711,1.1.1,-
110003712,1.1.1,-
110003713,1.1.1,-
110003714,1.1.1,-
110003715,1.1.1,-
110003716,1.1.1,-
110003717,1.1.1,-
110003718,1.1.1,-
110003719,1.1.1,-
110003720,1.1.1,-
110003735,1.1.1,-
110003736,1.1.1,-
110003737,1.1.1,-
110003738,1.1.1,-
110003739,1.1.1,-
110003740,1.1.1,-
110003741,1.1.1,-
110003742,1.1.1,-
110003743,1.1.1,-
110003744,1.1.1,-
110003746,1.1.1,-
110003747,1.1.1,-
110003748,1.1.1,-
110003749,1.1.1,-
110003750,1.1.1,-
110003751,1.1.1,-
110003752,1.1.1,-
110003753,1.1.1,-
110003754,1.1.1,-
110003755,1.1.1,-
110003757,1.1.1,-
110003758,1.1.1,-
110003759,1.1.1,-
110003760,1.1.1,-
110003761,1.1.1,-
110003762,1.1.1,-
110003763,1.1.1,-
110003764,1.1.1,-
110003765,1.1.1,-
110003767,1.1.1,-
