00000990047192	[between 1798 and 1801?]	Year of publication from British Library catalogue.
00000991022994	[1797]	Year of publication from British Library catalogue.
00000990048742	[1760?]	Year of publication from British Library catalogue.
00000990048745	[1763?]	Year of publication from British Library catalogue.
00000990049630	[ca.1792]	Year of publication from British Library catalogue.
00000990047857	[1789]	Year of publication from British Library catalogue.
00000990047882	[ca. 1800]	Year of publication from British Library catalogue.
00000990050034	[between 1810 and 1815?]	Year of publication from British Library catalogue.
00000990050537	[1787?]	Year of publication from British Library catalogue.
00000990047960	[1802?]	Year of publication from British Library catalogue.
00000990047983	[1790?]	Year of publication from British Library catalogue.
00000990052412	[1791]	Year of publication from British Library catalogue.
00000990048181	[1787?]	Year of publication from British Library catalogue.
00000990053124	[1707?]	Year of publication from British Library catalogue.
00000990053130	[between 1702 and 1710?]	Year of publication from British Library catalogue.
00000990053253	[1696?]	Year of publication from British Library catalogue.
00000990048218	[ca. 1790]	Year of publication from British Library catalogue.
00000990048229	[between 1784 and 1788?]	Year of publication from British Library catalogue.
00000991024168	[ca. 1805]	Year of publication from British Library catalogue.
00000991024171	[ca. 1803]	Year of publication from British Library catalogue.
00000990054821	[1803?]	Year of publication from British Library catalogue.
00000990054882	[1783]	Year of publication from British Library catalogue.
00000990054883	[1783]	Year of publication from British Library catalogue.
00000990055314	[1802]	Year of publication from British Library catalogue.
00000990055509	[1815?]	Year of publication from British Library catalogue.
00000990055516	[1810]	Year of publication from British Library catalogue.
00000990055519	[1815?]	Year of publication from British Library catalogue.
00000990055537	[ca. 1805]	Year of publication from British Library catalogue.
00000990055562	[ca. 1810]	Year of publication from British Library catalogue.
00000990055584	[ca. 1810]	Year of publication from British Library catalogue.
00000990055755	[1804?]	Year of publication from British Library catalogue.
00000990053672	[1787]	Year of publication from British Library catalogue.
00000990056476	[1764?]	Year of publication from British Library catalogue.
00000990056481	[1764?]	Year of publication from British Library catalogue.
00000990053775	[1797-1800]	Year of publication from British Library catalogue.
00000991008951	[1708?]	Year of publication from British Library catalogue.
00000991025736	[1802?]	Year of publication from British Library catalogue.
00000990057520	[1780?]	Year of publication from British Library catalogue.
00000990057639	[1707]	Year of publication from British Library catalogue.
00000990057954	[between 1792 and 1802]	Year of publication from British Library catalogue.
00000990056719	[ca.1775]	Year of publication from British Library catalogue.
00000990056724	[1775]	Year of publication from British Library catalogue.
00000990058616	[1794?]	Year of publication from British Library catalogue.
