"RISM ID","uurl1","uurl2","uurl3","uurl4","uurl5","uurl6"
"704002018","https://uurl.kbr.be/1892407",,,,,
"704002019","https://uurl.kbr.be/1892432",,,,,
"704002020","https://uurl.kbr.be/1892473",,,,,
"704002099","https://uurl.kbr.be/1981003",,,,,
"704002100","https://uurl.kbr.be/1986208",,,,,
"704002101","https://uurl.kbr.be/1981000",,,,,
"704002102","https://uurl.kbr.be/1981401",,,,,
"704002103","https://uurl.kbr.be/1981410",,,,,
"704002104","https://uurl.kbr.be/1980991",,,,,
"704002105","https://uurl.kbr.be/1980997",,,,,
"704002106","https://uurl.kbr.be/1980994",,,,,
"704002107","https://uurl.kbr.be/1980985",,,,,
"704002108","https://uurl.kbr.be/1980988",,,,,
"704002109","https://uurl.kbr.be/1993746",,,,,
"704002110","https://uurl.kbr.be/1993740",,,,,
"704002112","https://uurl.kbr.be/1993743",,,,,
"704002129","https://uurl.kbr.be/2000552",,,,,
"704002130","https://uurl.kbr.be/1993767","https://uurl.kbr.be/1993764",,,,
"704002131","https://uurl.kbr.be/1993761","https://uurl.kbr.be/1993758",,,,
"704002138","https://uurl.kbr.be/2195201",,,,,
"704002139","https://uurl.kbr.be/2161562",,,,,
"704002140","https://uurl.kbr.be/2195182",,,,,
"704002141","https://uurl.kbr.be/2161560",,,,,
"704002143","https://uurl.kbr.be/2161556",,,,,
"704002144","https://uurl.kbr.be/2195194",,,,,
"704002145","https://uurl.kbr.be/2161570",,,,,
"704002146","https://uurl.kbr.be/2161566",,,,,
"704002147","https://uurl.kbr.be/2161572",,,,,
"704002149","https://uurl.kbr.be/1948512",,,,,
"704002150","https://uurl.kbr.be/2189728",,,,,
"704002151","https://uurl.kbr.be/2035670",,,,,
"704002152","https://uurl.kbr.be/2035595","https://uurl.kbr.be/2035661",,,,
"704002153","https://uurl.kbr.be/2035598","https://uurl.kbr.be/2035664","https://uurl.kbr.be/2035667",,,
"704002158","https://uurl.kbr.be/1608066",,,,,
"704002162","https://uurl.kbr.be/2189742",,,,,
"704002163","https://uurl.kbr.be/2189732",,,,,
"704002164","https://uurl.kbr.be/2165238",,,,,
"704002167","https://uurl.kbr.be/2165232",,,,,
"704002168","https://uurl.kbr.be/2035619","https://uurl.kbr.be/2035624","https://uurl.kbr.be/2035627",,,
"704002169","https://uurl.kbr.be/2165242",,,,,
"704002190","https://uurl.kbr.be/2194492",,,,,
"704002225","https://uurl.kbr.be/1454211",,,,,
"704002226","https://uurl.kbr.be/1968922",,,,,
"704003417","https://uurl.kbr.be/2020803",,,,,
"1001066870","https://uurl.kbr.be/2008603",,,,,
