1,Zusätzl. Bemerkung (500$a)
850804316,[Copia di Francesco Vatielli]
850804399,[copia di Guglielmo Mattioli?]
850807646,[Foglio unico]
850807798,[Foglio unico]
850807998,[foglio unico]
850807999,[foglio unico]
850808000,[Foglio unico]
850807523,[formati vari]
850815751,[Fotocopia di manoscritto autografo (Transparentreinschrift)]
850814829,[Fotocopia di manoscritto autografo]
850815095,[Fotocopia di manoscritto autografo]
850815400,[Fotocopia di manoscritto autografo]
850815454,[Fotocopia di manoscritto autografo]
850815553,[Fotocopia di manoscritto autografo]
850815565,[Fotocopia di manoscritto autografo]
850815760,[Fotocopia di manoscritto autografo]
850815019,[Fotocopia di riproduzione eliografica del manoscritto autografo]
850815352,[Guida]
850810201,[Melodia con accordi in partitura]
850816245,[Metodo]
850817056,[Parte con guida e parte]
850780362,[Parte con guida]
850809939,[Parte con guida]
850810340,[Parte conduttore]
850810620,[Parte conduttore]
850810654,[Parte conduttore]
850810714,[Parte conduttore]
850810345,[Parte di] pianoforte conduttore
850810628,[Parte di] pianoforte conduttore
850780142,[Partitura + parti della sola sinfonia]
850780145,[Partitura + parti della sola sinfonia]
850811391,[Partitura e parte di organo obbligato]
850810972,[Partitura e particella e parti]
850810686,[Partitura e particella]
850810886,[Partitura e particella]
850810751,[Partitura e particella]
850810813,[Partitura e particella]
850810833,[Partitura e particella]
850810665,[Partitura e particella]
850810918,[Partitura e particella]
850810921,[Partitura e particella]
850788014,[Partitura e particella]
850810031,[Partitura e partitura vocale]
850810908,[Partitura e partitura vocale]
850690060,[Partitura ristretta]
850809733,[Partitura ristretta]
850812969,[Partitura ristretta]
850810646,[Partitura vocale e parti]
850800338,[Partitura vocale e parti]
850800536,[Partitura vocale e parti]
850801010,[Partitura vocale e parti]
850777215,"[Partitura, particelle e parti]"
850777984,"[Partitura, particelle e parti]"
850809755,[Partitura] e Parte cantante
850811675,[Pianoforte]
850813699,[scena] 1
850811259,[Sconosciuto]
850812776,[Sconosciuto]
850813037,[Sconosciuto]
850808603,[Sparito]
850803714,[Spartitino]
850776537,[Spartitino]
850776572,[Spartitino]
850814578,[Spartito e parte]
850811213,[Spartito e parte]
850811458,[Spartito e parte]
850811472,[Spartito e parte]
850801009,[Spartito e parti]
850801189,[Spartito e parti]
850801427,[Spartito e parti]
850799279,[Spartito e parti]
850800662,[Spartito e parti]
850805586,[Spartito e parti]
850815590,[Spartito e parti]
850799553,[Spartito e parti]
850800110,[Spartito e parti]
850800357,[Spartito e parti]
850800469,[Spartito e parti]
850800663,[Spartito e parti]
850800963,[Spartito e parti]
850800964,[Spartito e parti]
850800985,[Spartito e parti]
850801077,[Spartito e parti]
850801329,[Spartito e parti]
850801343,[Spartito e parti]
850801447,[Spartito e parti]
850801890,[Spartito e parti]
850804576,[Spartito e parti]
850786045,[Spartito e parti]
850807661,"[Spartito vocale, partitura e parti]"
850807503,[Spartito vocale]
850807522,[Spartito vocale]
850807584,[Spartito vocale]
850807585,[Spartito vocale]
850807586,[Spartito vocale]
850807587,[Spartito vocale]
850807588,[Spartito vocale]
850807599,[Spartito vocale]
850807600,[Spartito vocale]
850807601,[Spartito vocale]
850807614,[Spartito vocale]
850807659,[Spartito vocale]
850807667,[Spartito vocale]
850807701,[Spartito vocale]
850807702,[Spartito vocale]
850807747,[Spartito vocale]
850807772,[Spartito vocale]
850807776,[Spartito vocale]
850807806,[Spartito vocale]
850807820,[Spartito vocale]
850807821,[Spartito vocale]
850807822,[Spartito vocale]
850807897,[Spartito vocale]
850807903,[Spartito vocale]
850807944,[Spartito vocale]
850807945,[Spartito vocale]
850807946,[Spartito vocale]
850807947,[Spartito vocale]
850807951,[Spartito vocale]
850807952,[Spartito vocale]
850808004,[Spartito vocale]
850808005,[Spartito vocale]
850808028,[Spartito vocale]
850808037,[Spartito vocale]
850808038,[Spartito vocale]
850810110,"[Spartito, parte]"
850804565,"[Spartito, parti, partitura]"
850809671,[Spartito; partitura]
850815740,[Spartito]
850810305,[Spartito]
850811041,[Spartito]
850813748,[Spartito]
850780596,[Spartito]
850784918,[Spartito]
850784924,[spartito]
850785050,[Spartito]
850785057,[Spartito]
