1	852$a	852$c	500$a1	500$a2	856$u	856$x	856$z
991017260	GB-Lbl	H.1660.mm.(35.)		Title information: Nancy and home. London: printed for the Author, & sold at Bland & Weller's, [1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013309932	Other	Description in British Library catalogue.
991017290	GB-Lbl	H.1660.mm.(26.)		Title information: The lamplighter. Dublin (No. 16, Exchange Street): published by E. Rhames, at her Musical circulating library, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013303994	Other	Description in British Library catalogue.
991017366	GB-Lbl	H.1660.mm.(62.)		Title information: The valetudinarian, or, Come and taste tranquility. London (Haydn's Head, No. 6, James Street, Covent Garden, and No. 113, Bishopgate Street): Printed for G. Goulding, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013322222	Other	Description in British Library catalogue.
991016729	GB-Lbl	h.1790.x.(2.)		Title information: Three trios for two violins & violoncello. [London?]: [Johan Arnold Dahmen], [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016736081	Other	Description in British Library catalogue.
990016529	GB-Lbl	e.538.a.		Title information: Grand concert pour le piano-forte avec 2 violons, alto et basse, une flûte, 2 hautbois, 2 cors, 2 bassons, trompettes et timbales. A Leipzig: chez A. Kühnel, bureau de musique, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019020576	Other	Description in British Library catalogue.
992002195	GB-Lbl	H.1660.uu.(21.)		Title information: A song in the play call'd the Lancashire witches. [London]: s.n, [1694?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01012956177	Other	Description in British Library catalogue.
990016667	GB-Lbl	H.1660.uu.(23.)		Title information: A song in the comedy call'd Love for love. [London]: Exactly engraven by Tho. Cross, [1695?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01012956192	Other	Description in British Library catalogue.
990017191	GB-Lbl	Tyson P.M.88.(1.)		Title information: Duo. London: Printed by Broderip and Wilkinson., [approximately 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013209602	Other	Description in British Library catalogue.
990017230	GB-Lbl	H.1660.yy.(7.)		Title information: How sweet's the verdant vale. London: printed for the author. to be had at Messrs. Longman and Broderip's, [wm 1797]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013599847	Other	Description in British Library catalogue.
990018368	GB-Lbl	h.2591.c.(4.)		Title information: Ouverture de L'union de l'amour et des arts. A Paris: chez l'Auteur, [ca. 1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013202610	Other	Description in British Library catalogue.
990018449	GB-Lbl	Tyson P.M.39.(2.)		Title information: Quatrieme pot pourri. A Paris: chez Mr Boyer; chez Made Le Menu, [1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034596	Other	Description in British Library catalogue.
990018478	GB-Lbl	i.309.hh.(5.)		Title information: Xeme concerto a violon principal deux violons alto et basse, cors et haut-bois ad libitum. A Paris: chez Imbault, [1786?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017781002	Other	Description in British Library catalogue.
990018685	GB-Lbl	h.140.ww.(4.)		Title information: Six trios concertans pour deux violons et violoncelle. A Paris: Madame Berault, [between 1772 and 1782?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016736083	Other	Description in British Library catalogue.
990018729	GB-Lbl	e.140.c.(1.)		Title information: Les caracteres de la paix. A Paris: chez l'auteur: Madame Boivin: Monsieur Le Clerc: M.lle Castagneri; A Lion: chez Monsieur de Bretonne, [1751?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457238	Other	Description in British Library catalogue.
990018730	GB-Lbl	e.140.c.(2.)		Title information: Second livre de pieces de clavecin. A Paris: chez l'auteur: Madame Boivin: Monsieur Le Clerc: M.lle Castagneri; A Lion: chez Monsieur de Bretonne, [1751?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457336	Other	Description in British Library catalogue.
990017436	GB-Lbl	i.309.w.(3.)		Title information: Sonate a violino é basso. In Parigi: se vend chez Foucaut, 1715.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017555759	Other	Description in British Library catalogue.
990200146	GB-Lbl	f.902.b.		Title information: VI sonate a violino o flauto traversiere solo col basso. [Geneva?]: [publisher not identified], [1748?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018119767	Other	Description in British Library catalogue.
990017503	GB-Lbl	h.2733.f.(4.)		Title information: Eight concerto's for the organ, or harpsichord, with instrumental parts. London: printed by John Johnson, [1760]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005267861	Other	Description in British Library catalogue.
990017621	GB-Lbl	E.1920.i.(3.)		Title information: Five scotch airs ;. London: Printed for him at N.° 34 Great Marlborough Street, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015585397	Other	Description in British Library catalogue.
990017688	GB-Lbl	h.3212.p.(2.)		Title information: Sonate pour le clavecin ou piano forte avec violon obligé & violoncelle ad libitum. À Berlin: J.J. Hummel; À Amsterdam: au Grand Magazin de Musique et aux addresses ordinaires, [1797 or 1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017091246	Other	Description in British Library catalogue.
990017930	GB-Lbl	h.2785.zz.(2.)		Title information: Trois duos concertants pour violon & violoncelle. Augsbourg: chez Gombart et Comp, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034113	Other	Description in British Library catalogue.
990020291	GB-Lbl	i.309.xx.(15.)		Title information: Dix variations sur la Gavote d'Armide. A Paris (Peristyle du Théâtre Favart, côté de la rue Marivaux): A la Typographie de la Sirène, chez Carli, [between 1812 and 1814?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018485420	Other	Description in British Library catalogue.
990020685	GB-Lbl	g.240.l.		Title information: Sonate a violino, violone, e cembalo. Amsterdam: Chez Jeanne Roger, [1719]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018083254	Other	Description in British Library catalogue.
990020760	GB-Lbl	h.3212.vv.(14.)		Title information: Three solos containing twelve easy movements for the German flute or violin and a through bass. London (23 Oxford street): printed & sold at Bland & Wellers music warehouse, [between 1792 and 1818?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014515584	Other	Description in British Library catalogue.
990021082	GB-Lbl	h.3212.v.(2.).		Title information: Sei duetti a due violini. London: printed for the author & sold at his lodgings at the golden Ball in Bow Street near Covent Garden; and by J. Cox at Simpson's musick shop in Sweetings Alley opposite the East Door of the Royal Exchange, [approximately 1751]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017762757	Other	Description in British Library catalogue.
990021103	GB-Lbl	g.218.mm.		Title information: VI soli a violino e basso, opera settema. London: Printed by Welcker, [1776?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018068270	Other	Description in British Library catalogue.
990021313	GB-Lbl	B.1182.a.		Title information: Six Italian canzonets. London (corner of Lancaster Court Strand): printed for Wm. Napier, [between 1780 and 1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018090520	Other	Description in British Library catalogue.
990021500	GB-Lbl	i.279.z.		Title information: VIIe concerto. A Paris: chez Mr. Boyer, [1785?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013513452	Other	Description in British Library catalogue.
990019485	GB-Lbl	h.4261.ss.(4.)		Title information: Six sonatas for two German flutes or violins, with a bass for the harpsichord or violoncello. London: printed for I. Walsh, [1754]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015686918	Other	Description in British Library catalogue.
990022025	GB-Lbl	A.620.ee.		Title information: Paraphrase des pseaumes de David, en vers fraņcois, par Antoine Godeau.en chant. Quatriesme édition, reueuë & corrigée. A Paris: Chez Pierre le Petit, 1661.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013380040	Other	Description in British Library catalogue.
990022593	GB-Lbl	h.4262.b.(4.)		Title information: Sei sonate a tre due flauti o due violini col basso, opera seconda. London: [publisher not identified], [1746?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019649437	Other	Description in British Library catalogue.
990022935	GB-Lbl	H.1993.rr		Title information: L'amitié a l'épreuve. A Paris: aux adresses ordinaires de Musique; a Lion: M. Castaud, [1786?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005291779	Other	Description in British Library catalogue.
990023103	GB-Lbl	h.2591.c.(7.)		Title information: Ouverture de La fausse magie. A Paris: chez l'Auteur, [ca.1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013202908	Other	Description in British Library catalogue.
990019690	GB-Lbl	h.2830.gg.		Title information: Six quatuors. A Vienne: au Bureau d'Arts et d'Industrie, [1804]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013430306	Other	Description in British Library catalogue.
990023807	GB-Lbl	E.1920.f.(1.)		Title information: Duettino s'è pena, s'è affanno, con recitativo. In Napoli: presso Luigi Marescalchi, [1792?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017770618	Other	Description in British Library catalogue.
990023928	GB-Lbl	i.286.c.(1.)		Title information: Troisieme livre de sonates à violon seul, avec la basse continue. A Paris: chez Mr Le Clerc le cadet: Mr Le Clerc: Mme Boivin, [1742?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017560836	Other	Description in British Library catalogue.
990024016	GB-Lbl	h.4261.uu.(7.)		Title information: Six duo dialogués pour deux violons. A Paris: chez l'auteur, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019168317	Other	Description in British Library catalogue.
990024274	GB-Lbl	h.1728.ii.(2.)		Title information: Trois sonates pour le clavecin, ou piano forte, avec violon et violoncelle obligés. A Offenbach sur le Mein: chez J. André, [1793 or 1794]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018275806	Other	Description in British Library catalogue.
990024317	GB-Lbl	f.782.yy.(1.)		Title information: Notturno pour piano forte avec accompagnement de violon et violoncelle. A Offenbach s/M: chez Jean André, [1806]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017762860	Other	Description in British Library catalogue.
990019984	GB-Lbl	i.309.ee.(5.)		Title information: Six duos pour violon & alto. à Paris: chez Imbault, [between 1806 and 1811]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017560869	Other	Description in British Library catalogue.
991018925	GB-Lbl	i.309.xx.(11.)		Title information: Variations pour le piano forté sur la Quadrille favori de S.M. l'Empereur Alexandre. À Paris (Place et Péristyle des Italiens): chez Carli, [1816]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018538563	Other	Description in British Library catalogue.
991018947	GB-Lbl	i.309.xx.(12.)		Title information: Dix variations pour le forte piano sur un thême de Gelinek. A Paris (Place et Péristyle des Italiens): chez Carli, [between 1814 and 1816?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018538575	Other	Description in British Library catalogue.
991019115	GB-Lbl	H.1660.yy.(8.)		Title information: Adieu thou faithless world. London: Printed by Longman and Broderip, [ca. 1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013697009	Other	Description in British Library catalogue.
991019208	GB-Lbl	e.875.f.		Title information: Ouverture d'Iphigenie. Se vend â Vienne: chez Christoph Torricella marchand d'estampes et de musique, [1781]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016707276	Other	Description in British Library catalogue.
991019749	GB-Lbl	h.3212.t.(1.)		Title information: Three quartetts. London (133 N. Bond Strt.): printed for Rt. Birchall, [179-]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014482761	Other	Description in British Library catalogue.
990025637	GB-Lbl	h.436.n.(1.)		Title information: Sonatas or chamber aires for a violin & bass. London: Printed for and sold by I. Walsh. and Ioseph Hare, [ca. 1730]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034193	Other	Description in British Library catalogue.
990024518	GB-Lbl	H.299.rr.		Title information: The favourite songs in the opera call'd Flavius. London: I. Walsh. & Ino & Ioseph Hare, [ca. 1725]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034184	Other	Description in British Library catalogue.
990025825	GB-Lbl	C.856.p.		Title information: Häusliche Freuden. Braunschweig: im Verlag der neuen Musikhandlung auf der Höhe, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015526134	Other	Description in British Library catalogue.
990025919	GB-Lbl	E.1920.m.(9.)		Title information: Gedicht. Augsburg: in der Gombartischen Musik Handlung, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018346461	Other	Description in British Library catalogue.
990026481	GB-Lbl	f.517.b.		Title information: Sei sonate a tre. A Amsterdam: par Gerhard Fredrik Witvogel, adesso stampate a spese di Gioanni Cóvens Junior, [1738?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013256846	Other	Description in British Library catalogue.
990026547	GB-Lbl	h.303.ii.		Title information: Concerto pour le clavecin ou le forte piano. A Bruxelles: chez Mrs Van Ypen et Mechtler; A Paris: chez Cornouaille, [between 1776 and 1782]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018090553	Other	Description in British Library catalogue.
990024605	GB-Lbl	H.299.ss.		Title information: The favourite songs in the opera of Porus. London: Engrav'd, printed and sold at the Printing Office in Bow Church-yard, [1731]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034186	Other	Description in British Library catalogue.
992000944	GB-Lbl	H.1660.tt.(68.)		Title information: The bagpipe song in Porus. [London]: [s.n.], [ca. 1735]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013087349	Other	Description in British Library catalogue.
990026741	GB-Lbl	e.368.y.(3.)		Title information: Duetto Rosina vezzosina. In Vienna: presso Artaria Comp., [approximately 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01012953674	Other	Description in British Library catalogue.
990027191	GB-Lbl	h.655.vv.(3.)		Title information: Symphonie à grand orchestre. Bonn: chez N. Simrock, [1811?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014752983	Other	Description in British Library catalogue.
990027234	GB-Lbl	Tyson P.M.17.(4.)		Title information: A grand overture in all its parts. London: printed for W. Campbell, [1786]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034533	Other	Description in British Library catalogue.
990027254	GB-Lbl	i.310.(5.)		Title information: Simphonie periodique à deux violons alto & basse deux hautbois & deux cors. A Paris: chez Imbault: chez le s.r Sieber, [1784]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018119940	Other	Description in British Library catalogue.
990027290	GB-Lbl	Tyson P.M.17.(6.)		Title information: Three favorite simphonies in eight parts. London: printed for W: Forster, [1784]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034535	Other	Description in British Library catalogue.
990027402	GB-Lbl	Tyson P.M.19.(3.)		Title information: Grande simphonie à grand orchestre. A Paris: chez Pleyel, [1802]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034544	Other	Description in British Library catalogue.
990027453	GB-Lbl	i.234.a.(2.)		Title information: Overture à gd orchestre. à Bonn: chéz N: Simrock, [1807?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014752881	Other	Description in British Library catalogue.
990024670	GB-Lbl	H.299.qq.		Title information: The favourite songs in the opera call'd Siroe. London: I. Walsh. and Ioseph Hare, [1728]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034185	Other	Description in British Library catalogue.
990027521	GB-Lbl	Tyson P.M.21.(2.)		Title information: Six quatuors concertants pour deux violons, alto et basse. A Paris: chez Pleyel, [1803?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034607	Other	Description in British Library catalogue.
990027522	GB-Lbl	Tyson P.M.21.(3.)		Title information: Six quatuors d'Haydn. Pour deux violons, alto et basse. A Paris: chéz Pleyel, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034608	Other	Description in British Library catalogue.
990027528	GB-Lbl	Tyson P.M.21.(4.)		Title information: Trois quatuors pour deux violons alto & basse. A Paris: chez Pleyel, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034609	Other	Description in British Library catalogue.
990027648	GB-Lbl	Tyson P.M.16.(1.)		Title information: Quatuor pour 2 violons, viola et violoncelle. A Vienne: chéz Artaria et Compag, [1810]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034527	Other	Description in British Library catalogue.
990027670	GB-Lbl	Tyson P.M.20.(2.)		Title information: Trois quatuors pour deux violons, alto et basse. A Paris: chez le Sr Sieber, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034600	Other	Description in British Library catalogue.
990027679	GB-Lbl	Tyson P.M.20.(3.)		Title information: Trois quatuors pour deux violons, alto et basse. A Paris: chez le Sr Sieber, [1789?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034601	Other	Description in British Library catalogue.
990027702	GB-Lbl	Tyson P.M.21.(1.)		Title information: Six quatuors pour deux violons, alto & basse. A Paris: chez Imbault, [1796]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034606	Other	Description in British Library catalogue.
990027725	GB-Lbl	Tyson P.M.21.(5.)		Title information: Trois nouveaux quatuors pour deux violons, alto et basse. A Paris: chez Pleyel, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034610	Other	Description in British Library catalogue.
990027736	GB-Lbl	Tyson P.M.21.(6.)		Title information: Trois quatuors pour deux violons, alto et violoncelle. A Paris: chez Pleyel, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034611	Other	Description in British Library catalogue.
990027753	GB-Lbl	Tyson P.M.16.(2.)		Title information: 3me et dernier quatuor. A Vienne: chéz Arataria et Compag, [1807]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034528	Other	Description in British Library catalogue.
990027775	GB-Lbl	Tyson P.M.22		Title information: Collection complete des sonates de piano d'Haydn. A Paris: chez Pleyel, [1802]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034598	Other	Description in British Library catalogue.
990027795	GB-Lbl	h.1728.ii.(1.)		Title information: Trois sonates pour piano-forté, avec accompagnement de violon et violoncelle. A Offenbach s?M: chez Jean André, [1806]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017802289	Other	Description in British Library catalogue.
990027895	GB-Lbl	Tyson P.M.18.(2.)		Title information: Trois sonates pour le piano forte avec accompagnement de violon et violoncelle. A Offenbach sur le Mein: chez Jean André, [1796]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034537	Other	Description in British Library catalogue.
990028060	GB-Lbl	g.61.s.(6.)		Title information: Haydn's Sonata 4 of opera 17. Dublin: John Lee, [ca.1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013525955	Other	Description in British Library catalogue.
990028091	GB-Lbl	h.2872.u.		Title information: Sonate pour le piano-forté. A Offenbach sur le Mein: chés J. André, [1792]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016590411	Other	Description in British Library catalogue.
990028123	GB-Lbl	Tyson P.M.132.(2.)		Title information: Caprice. Vienne: chez Artaria Comp, [1788]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013251813	Other	Description in British Library catalogue.
990028134	GB-Lbl	Tyson P.M.15.(1.)		Title information: Two admired airs. London: Preston, [1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034579	Other	Description in British Library catalogue.
990028285	GB-Lbl	H.2120.aa.		Title information: Die Schöpfung. Wien: bey Artaria und Compagnie, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013103447	Other	Description in British Library catalogue.
990028300	GB-Lbl	Tyson P.M.21.(8.)		Title information: Trois quatuors pour deux violons, alto & basse, opera 90. A Paris: chez Pleyel, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034613	Other	Description in British Library catalogue.
990028313	GB-Lbl	Tyson P.M.21.(7.)		Title information: Trois quatuors concertants pour deux violons, alto et basse. A Paris: chez Sieber fils, [1799]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034612	Other	Description in British Library catalogue.
990028409	GB-Lbl	h.726.ww.(11.)		Title information: The celebrated grand overture. Dublin: Publishd by Anne Lee, [between 1776 and 1788]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016502468	Other	Description in British Library catalogue.
990028441	GB-Lbl	e.47.w.(1.)		Title information: Andante pour le clavecin ou fortepiano. A Vienne: chez Jean Traeg, [1794]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014855489	Other	Description in British Library catalogue.
990028455	GB-Lbl	Tyson P.M.132.(6.)		Title information: Sinfonia. In Spira: da Bossler consigliario, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013251936	Other	Description in British Library catalogue.
990028700	GB-Lbl	Tyson P.M.15.(9.)		Title information: Deux sonates pour le clavecin, ou forté-piano, avec violon et basse. A Offenbach sur le Mein: chez J. André, [1792]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034587	Other	Description in British Library catalogue.
990028736	GB-Lbl	h.655.ww.		Title information: The quintessence of Haydn. London: printed by Longman and Broderip, [ca. 1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01012938589	Other	Description in British Library catalogue.
990028747	GB-Lbl	h.2872.v.		Title information: Six sonatines trés faciles pour le clavecin ou fortepiano avec flute ou violon ad libitum. A Berlin: de l'Imprimerie & dans le Magazin de Musique de Rellstab, [between 1785 and 1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018524292	Other	Description in British Library catalogue.
990029000	GB-Lbl	H.1660.nn.(51.)		Title information: The favourite song of Auld Robin Gray. London (No. 75 St. Pauls Church Yard): Printed for S. A. & P. Thompson, [not before 1780]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019620263	Other	Description in British Library catalogue.
990029250	GB-Lbl	i.309.v.(1.)		Title information: Troisième concerto pour le piano-forte ou clavecin, avec accompagnement de deux violons, alto et basse, cors et flûtes ad libitum. A Paris: chez L'auteur, [1788],  et aux addresses ordinaires de musique	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016783426	Other	Description in British Library catalogue.
990029371	GB-Lbl	C.14.e.		Title information: Die Liebe auf dem Lande. Liepzig: gedruckt, bey Bernhard Christoph Breitkopf und Sohn, 1769.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013636176	Other	Description in British Library catalogue.
990029439	GB-Lbl	h.3212.cc.(3.)		Title information: Himmel's celebrated overture, to the opera Fanchon, the hurdy gurdy player. Liverpool (Castle St. & Church St.): published by Hime & Son, [between 1805 and 1825?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017950068	Other	Description in British Library catalogue.
990029641	GB-Lbl	h.2850.gg.(1.)		Title information: Trois sonates pour le pianoforte avec accompagnement de violon et violoncelle. Leipsic: chez Breitkopf & Härtel, [1812]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016130464	Other	Description in British Library catalogue.
990029647	GB-Lbl	h.2850.gg.(2.)		Title information: Trois sonates pour le pianoforte avec accompagnement de violon et violoncelle. Leipsic: chez Breitkopf & Härtel, [1803]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016711812	Other	Description in British Library catalogue.
990029794	GB-Lbl	g.271.x.(8.)		Title information: Concert pour violoncel principal avec accompagnement de plusieurs instruments. À Moscou: chez l'auteur, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004770947	Other	Description in British Library catalogue.
990029976	GB-Lbl	h.2101.f.		Title information: Quintetto IIdo. [Vienna]: [F. A. Hoffmeister], [1787]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016739293	Other	Description in British Library catalogue.
990029997	GB-Lbl	h.140.xx.(5.)		Title information: Quartetto per due violini, viola, e violoncello, op. 38. A Vienna: presso Artaria e Comp., [1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016736098	Other	Description in British Library catalogue.
990030246	GB-Lbl	d.69.g.(3.)		Title information: III sonates. A Vienne: chez Hoffmeister, [1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013502458	Other	Description in British Library catalogue.
990030252	GB-Lbl	e.368.y.(1.)		Title information: Sonate pour le fortepiano, ou clavecin. a Wienne: a son Magazin, [approximately 1787]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013702280	Other	Description in British Library catalogue.
990030318	GB-Lbl	h.1790.k.(2.)		Title information: Trois duos pour le violon et violonçel. Vienne: [s.n.], [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013643067	Other	Description in British Library catalogue.
990030771	GB-Lbl	H.1660.nn.(59.)		Title information: The cottagers daughter. London (No. 23 Oxford Street): printed & sold at A. Blands Music Warehouse, [1791?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013400433	Other	Description in British Library catalogue.
990030849	GB-Lbl	H.1660.nn.(62.)		Title information: For me my fair. [Dublin]: publish'd by Anne Lee in Dame Street (No. 2), [between 1779 and 1788?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013400664	Other	Description in British Library catalogue.
990030887	GB-Lbl	H.1660.nn.(63.)		Title information: He pip'd so sweet. London (97, Strand & Exeter Change): Printed & sold by Preston, [1788]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013400682	Other	Description in British Library catalogue.
990031127	GB-Lbl	H.1660.nn.(75.)		Title information: The rose bud. London (No. 26 Cheapside and No. 13 Hay Market): printed by Longman and Broderip, [between 1782 and 1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013400830	Other	Description in British Library catalogue.
990031403	GB-Lbl	a.140.a.		Title information: A second sett of twelve duettinos. London: J.A. & P. Thompson, [ca. 1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015336102	Other	Description in British Library catalogue.
990031968	GB-Lbl	H.1660.oo.(3.)		Title information: Sweet Marianne. London (117 New Bond Street); Dublin (7 Westmorland Street): printed by Goulding, Phipps, D'Almaine & Co., [between 1806 and 1808?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013535290	Other	Description in British Library catalogue.
990025147	GB-Lbl	H.299.nn.(4.)		Title information: Return O God of hosts. Holborn: printed for J. Bland, [ca. 1780]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034187	Other	Description in British Library catalogue.
992001031	GB-Lbl	H.1660.nn.(18.)		Title information: Theodora. [London?]: [publisher not identified], [between 1750 and 1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013395923	Other	Description in British Library catalogue.
991019790	GB-Lbl	f.895.ff.(5.)		Title information: Grande sonata pour le pianoforte, op. 2. à Leipsic: chez Breitkopf & Härtel, [1801?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019021363	Other	Description in British Library catalogue.
991020100	GB-Lbl	H.3400.dd.(13.)		Title information: Lord Broome's march. London: printed for & sold by the Author (Hill Bury St. Edmunds): and at the engravers (E. Riley) no. 8 Strand, [between 1798 and 1803]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013242190	Other	Description in British Library catalogue.
991020252	GB-Lbl	Tyson P.M.16.(3.)		Title information: Six notturnos. A Paris: chez le Sr Sieber, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034529	Other	Description in British Library catalogue.
991020387	GB-Lbl	H.1660.uu.(9.)		Title information: Winde gentle evergreen. [London]: s.n, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013686282	Other	Description in British Library catalogue.
