1	852$a	852$c	500$a1	500$a2	856$u	856$x	856$z
990001730	GB-Lbl	H.1601.xx.(16.)		Title information: Blow, blow, thou winter's wind. London: Printed for S. A. & P. Thompson, No. 75, St. Pauls Church Yard, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013254259	Other	Description in British Library catalogue.
990001731	GB-Lbl	H.1601.xx.(15.)		Title information: Blow blow thou winters wind. London: Engraved, printed & publish'd, by E. Riley, No. 8 Strand, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013254007	Other	Description in British Library catalogue.
990000242	GB-Lbl	h.3690.g.(3.)		Title information: Simphonie concertante pour le forte piano a quatre mains ou pour deux piano forte, oeuvre V.e. A Paris: chez Naderman, Rue de la Loi, à la Clef d'Or, Passage du Caffé de foy: chez Mad.e Le Menu, Rue du Roulle, à la Clef d'Or, [1797?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018729636	Other	Description in British Library catalogue.
990000250	GB-Lbl	h.3690.g.(6.)		Title information: Grande sonate pour le forte piano, oeuvre 9. A Paris (Boulevard Bonne nouvelle n. 8 et Rue Neuve des Petits Champs, n. 13 vis-à-vis le Trésor Public): chez Pleyel, [1808]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018729748	Other	Description in British Library catalogue.
990002738	GB-Lbl	H.1601.xx.(44.)		Title information: Fair Nancy pin'd in sorrow. London: Printed by Lewis, Houston & Hyde, (successors to Mr. Bland) No. 45 Holborn, [1796?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013275249	Other	Description in British Library catalogue.
990002752	GB-Lbl	H.1601.xx.(48.)		Title information: Thro' forests drear. London: Printed by the Royal Harmonic Institution, [1820]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013275503	Other	Description in British Library catalogue.
990000569	GB-Lbl	F.2.(5.)		Title information: Ve. recueil de duo a voix egales. A Paris: Chés Mr. Le Menu,. et a Lyon, [ca. 1770]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004167686	Other	Description in British Library catalogue.
990000656	GB-Lbl	h.3212.ii.(1.)		Title information: VIII sonate di cembalo, opera prima. A Paris: chez Le Clerc: aux adresses ordinaires, [1760?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457348	Other	Description in British Library catalogue.
990000720	GB-Lbl	e.425.a.		Title information: Sonate da chiesa. A Amsterdam: chez Estienne Roger Marchand Libraire, [1708?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013591232	Other	Description in British Library catalogue.
990000812	GB-Lbl	h.140.xx.(1.)		Title information: God save the King with variations. London: Printed for Philip Jung, musicseller High Street Oxford and to be had at all the music shops in town and country, [1794 or 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016743057	Other	Description in British Library catalogue.
991012875	GB-Lbl	H.1601.xx.(17.)		Title information: Rule Britannia. Dublin: Printed and sold at Rhames's, No. 16, Exchange Street, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013253926	Other	Description in British Library catalogue.
991012364	GB-Lbl	H.1601.xx.(7.)		Title information: The three sighs. Dublin: Published at Rhames's, No. 16, Exchange Street, [1796?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013252255	Other	Description in British Library catalogue.
991013118	GB-Lbl	H.1601.xx.(33.)		Title information: Smiling Nan. Lambeth [London]: Engraved, printed, and sold, by H. Andrews, No. 11. Little Canterbury Place, [ca. 1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013258394	Other	Description in British Library catalogue.
991013273	GB-Lbl	H.1601.xx.(46.)		Title information: How oft when cooling Zephyr's play. London: Printed & sold by Preston & Son at their wholesale warehouses, 97 Strand, [1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013275389	Other	Description in British Library catalogue.
991013275	GB-Lbl	Tyson P.M.83.(3.)		Title information: Lochinvar. London (No. 3 Old Bond Street & 100 Cheapside): Monzani & Co., [between 1808 and 1814?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013197857	Other	Description in British Library catalogue.
991012561	GB-Lbl	e.552.n.		Title information: Sei fughe. In Vienna: presso Artaria e Comp, [1796]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013591453	Other	Description in British Library catalogue.
990071287	GB-Lbl	H.1660.mm.(73.)		Title information: The Ghosts, or, Mrs. Duffy and Mrs. Cruckshanks. London (97, Strand): printed & sold by Preston, [1804?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013324814	Other	Description in British Library catalogue.
990071483	GB-Lbl	H.1660.tt.(73.)		Title information: Jockey. [London]: printed by Longman and Broderip, No. 26 Cheapside and No. 13 Haymarket, [1797?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013683041	Other	Description in British Library catalogue.
990071552	GB-Lbl	Tyson P.M.192.(6.)		Title information: 12 Ländlerische Tänze in C. Zu finden in Wien: in dem musikalischen Magazin, [ca. 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013269140	Other	Description in British Library catalogue.
992004365	GB-Lbl	E.1435.n.		Title information: Paroles qui ont précedé le Te Deum. [Paris]: [Publisher not identified], [1744?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018308207	Other	Description in British Library catalogue.
990072307	GB-Lbl	H.1660.tt.(55.)		Title information: The roast beef of old England. London: printed for Longman, Lukey, & Broderip, No. 26 Cheapside, [1775 or 1776]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013679016	Other	Description in British Library catalogue.
990070702	GB-Lbl	Tyson P.M.85.(6.)		Title information: Buonaparte's march. Edinburgh: Printed for and sold by Gow & Shepherd., [1797?].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013207826	Other	Description in British Library catalogue.
991011302	GB-Lbl	f.782.p.(2.)		Title information: Sei sonate sarmati. [London?]: [s.n.], [ca. 1780]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013219524	Other	Description in British Library catalogue.
990003899	GB-Lbl	H.1660.uu.(34.)		Title information: A song. [London]: Exactly engrav'd by T. Cross, [ca. 1700]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013690688	Other	Description in British Library catalogue.
992007057	GB-Lbl	H.1601.xx.(57.)		Title information: The German spa. [S.l]: s.n, [ca. 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013276517	Other	Description in British Library catalogue.
990004200	GB-Lbl	g.141.i.		Title information: VI sonates pour le violoncelle avec plusieurs pièces en sons harmoniques, oeuvre II.e. A Paris: chez Mr. Vernadé: Mr. Bayard: Mlle Castagnery, [1756?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019081655	Other	Description in British Library catalogue.
990004436	GB-Lbl	h.3212.ii.(3.)		Title information: Quatre duo pour un clavecin et un violon, œuvre IIIe. A Paris (à coté de la comedie Françoise et aux adresses ordinaires): chés M.me Berault M.de de Musique, [1767?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457354	Other	Description in British Library catalogue.
990004437	GB-Lbl	h.3212.ii.(2.)		Title information: Six Sonates pour le clavecin, œuvre II. A Paris (à coté de la comedie Françoise et aux adresses ordinaires): chés Madame Berault M.de de Musique, [1767?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018457352	Other	Description in British Library catalogue.
990004595	GB-Lbl	h.2591.c.(1.)		Title information: Premier livre des pieces de clavecin où le piano forte. A Paris: chez l'Auteur, [ca.1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013197896	Other	Description in British Library catalogue.
990004690	GB-Lbl	h.3212.z.(11.)		Title information: Three duetts for two violins. Birmingm.: printed for W. Fletcher, [between 1770 and 1780?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013770755	Other	Description in British Library catalogue.
990003180	GB-Lbl	A.1340.a.		Title information: Six canzonets. London (Gerrard Street, St. Ann's Soho): printed by Welcker, [1766]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017658699	Other	Description in British Library catalogue.
990005024	GB-Lbl	H.233.nn.		Title information: Délia & Verdikan. A Paris: Chez Mad [a] me Duhan & Cie, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014667342	Other	Description in British Library catalogue.
990003216	GB-Lbl	h.140.ii.(1.)		Title information: The Periodical Overture in 8 parts. London: printed and sold by R: Bremmer, [1763]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013211847	Other	Description in British Library catalogue.
990005570	GB-Lbl	D.817.k.		Title information: Le feu de la ville. Se vend a Paris: chés Prault Pere, 1739.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017683653	Other	Description in British Library catalogue.
990005755	GB-Lbl	h.3212.t.(3.)		Title information: Six sonatas for the violoncello. London (45 Holborn): Printed & sold by F. Bland, at his Music Warehouse, [between 1791 and 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015697781	Other	Description in British Library catalogue.
990003270	GB-Lbl	i.309.hh.(3.)		Title information: Six quartetto concertante a deux violons, ou un hautbois, un violon, alto, & basse. A Paris: Chez le Sr. Sieber; A Lyon: Chez Mr. Castaud, [1772]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013132492	Other	Description in British Library catalogue.
990005877	GB-Lbl	h.140.kk.(2.)		Title information: Six quatuors. A Vienne: chez Artaria compag, [1781]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013812963	Other	Description in British Library catalogue.
990005949	GB-Lbl	i.309.hh.(4.)		Title information: Concerto per il violoncello obligato, con due violini, alto viola, basso e contro basso. A Paris: Au Bureau D'abonement Musical; A Lyon: Mr Castaud, [1770]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015555855	Other	Description in British Library catalogue.
990005959	GB-Lbl	i.279.y.(2.)		Title information: Concerto a più stromenti, concertanti. A Paris: chez Mr. Venier; A Lyon: aux adresses de musique, [1770]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013358526	Other	Description in British Library catalogue.
990006278	GB-Lbl	i.31.r.(2.)		Title information: The symphonys or instrumental parts in the opera call'd Almahide. London: Printed for I Walsh. and P: Randall. I. Hare, [1710]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013595473	Other	Description in British Library catalogue.
990006293	GB-Lbl	H.230.f.(1.)		Title information: The Favourite Songs in the Opera call'd Calphurnia. London: Printed for and sold by I: Walsh Servant to his Majesty at ye Harp and Hoboy in Catherine Street in the Strand and Ino & Ioseph Hare at the Viol and Flute in Cornhill near the Royal Exchange, [1724]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004251704	Other	Description in British Library catalogue.
990006356	GB-Lbl	C.943.d.		Title information: Recueil d'Airs avec accompagnement de flute ou violon ou pardessus de viole. A Paris: aux addresses ordinaires; A Rouen: chés M. Lainé, [1760]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013244370	Other	Description in British Library catalogue.
990006606	GB-Lbl	H.346.aa.(1.)		Title information: Iere. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc. M. André De La Guette, 1740.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013259429	Other	Description in British Library catalogue.
990006607	GB-Lbl	H.346.aa.(2.)		Title information: IIéme. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc. M. AndréLa Guette, 1740.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013259893	Other	Description in British Library catalogue.
990006608	GB-Lbl	H.346.aa.(3.)		Title information: IIIéme. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc, 1741.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013259914	Other	Description in British Library catalogue.
990006609	GB-Lbl	H.346.aa.(4.)		Title information: Quatriéme Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc, 1742.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013259964	Other	Description in British Library catalogue.
990006610	GB-Lbl	H.346.aa.(5.)		Title information: Ve. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc, 1742.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013259975	Other	Description in British Library catalogue.
990006611	GB-Lbl	H.346.aa.(6.)		Title information: VIéme. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. et M. Le Clerc, 1743.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013260040	Other	Description in British Library catalogue.
990006612	GB-Lbl	H.346.aa.(7.)		Title information: VIIe Ode de Mr. Rousseau. A Paris: chez l'Auteur, 1744.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013260060	Other	Description in British Library catalogue.
990006613	GB-Lbl	H.346.aa.(8.)		Title information: VIIIme. Ode de Mr. Rousseau. A Paris: chez l'Auteur. M. Boivin. M. Le Clerc, 1744.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013260069	Other	Description in British Library catalogue.
990006752	GB-Lbl	H.1601.xx.(73.)		Title information: Softly rise O southern breeze. London: Printed & sold by Preston & Son, [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013280166	Other	Description in British Library catalogue.
990006753	GB-Lbl	H.1601.xx.(75.)		Title information: Sweet is the breath of morn. London: Printed for G. Walker, [1817?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013280340	Other	Description in British Library catalogue.
992007266	GB-Lbl	e.269.w.		Title information: Sei sonate da cembalo, e violino obbligato. [S.l.]: [s.n.], [ca. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013396067	Other	Description in British Library catalogue.
990007415	GB-Lbl	h.217.h.(1.)		Title information: Six duo à violon seul. A Paris: chez Imbault, [ca.1810]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004764239	Other	Description in British Library catalogue.
990007416	GB-Lbl	h.3212.v.(1.)		Title information: Caprices et airs variés en forme d'étude. A Paris: Chez M. Baillon, [1787]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013774580	Other	Description in British Library catalogue.
990003534	GB-Lbl	K.11.e.20		Title information: Les trois Livres d'airs. A Paris: [s.n.], 1668.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013322475	Other	Description in British Library catalogue.
990003028	GB-Lbl	i.286.a.		Title information: Six sonates pour le clavecin ou piano forte accompagnées d'un violon, & violoncelle. à Berlin; à Amsterdam: chez Jean Julien Hummel, [1778?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013636199	Other	Description in British Library catalogue.
990003887	GB-Lbl	H.1660.uu.(31.)		Title information: A song. [London]: Exactly engrav'd by Tho. Cross, [ca. 1710]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013690194	Other	Description in British Library catalogue.
990003888	GB-Lbl	H.1660.uu.(30.)		Title information: A song. [London]: Exactly engrav'd by Tho. Cross, [ca. 1710]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013690173	Other	Description in British Library catalogue.
991013334	GB-Lbl	H.1601.xx.(55.)		Title information: Blest with thee my soul's dear treasure. Edinr [Edinburgh]: Printed by N. Stewart, Parliament Square, [ca. 1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013276224	Other	Description in British Library catalogue.
991013925	GB-Lbl	e.1347.u.(1.)		Title information: Ten voluntaries for the organ or harpsichord. London: Printed for J. Johnson, [1769?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017742269	Other	Description in British Library catalogue.
991014101	GB-Lbl	H.1771.uu.(15.)		Title information: Misera a che risolvo. London: printed & sold by L. Lavenu, [1798?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018840102	Other	Description in British Library catalogue.
991014391	GB-Lbl	H.3400.dd.(6.)		Title information: Rosy Hannah. London: printed for the Authors by Rt. Birchall, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013239374	Other	Description in British Library catalogue.
991014462	GB-Lbl	H.1771.bb.(4.)		Title information: Sung by Signr. Senesino in the Opera of Crispus. [London]: s.n, [1722?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014609259	Other	Description in British Library catalogue.
991014648	GB-Lbl	i.286.c.(3.)		Title information: Premier livre de sonates a violon seul et la basse continüe. A Paris: chez l'Auteur: chez Boivin, 1723.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017558215	Other	Description in British Library catalogue.
990009443	GB-Lbl	h.2758.k.(4.)		Title information: Nouveau recueil de noels. A Paris: chez Mr. Chédeville l'ainé [et chez] Mdme Boivin [et chez] Le Sr. Le Clerc [et chez] Le Sr. Roussel, [ca. 1750]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013390688	Other	Description in British Library catalogue.
990009944	GB-Lbl	h.1515.f.		Title information: Six overtures. London: printed by Welcker, [ca. 1765]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013948898	Other	Description in British Library catalogue.
990010238	GB-Lbl	e.368.hh.(1.)		Title information: Sonate et toccata pour le forte-piano, oeuvre XI. A Paris (rue de Richelieu, à la Clef d'Or, Passage de l'ancien Caffé de foy): chez Boyer; A Lyon (Place de la Comedie): chez Garnier, [between 1785 and 1793?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018562247	Other	Description in British Library catalogue.
990010460	GB-Lbl	e.1347.x.(1.)		Title information: Tre sonate per il clavicembalo o forte piano, opera 39. In Vienna: presso Artaria Comp., [1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018076866	Other	Description in British Library catalogue.
990010483	GB-Lbl	e.102.o.		Title information: Trois sonates pour le piano-forte. À Vienne: Chez T. Mollo & Comp, [1802]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015296164	Other	Description in British Library catalogue.
990011003	GB-Lbl	e.41.m.		Title information: Thirty new Strathspey reels for the violin or harpsicord. Banff: Sold by James Imlach, Bookseller; Edinr. [Edinburgh]: and at Rt. Bremner's Music Shop, [1783]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017167749	Other	Description in British Library catalogue.
990011098	GB-Lbl	f.17.h.(1.)		Title information: Sonate da camera à tre. À Amsteldam [sic]: chez Pierre Mortier, [1705]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004764420	Other	Description in British Library catalogue.
990011127	GB-Lbl	f.17.h.(2.)		Title information: Sonate à tre. À Amsteldam [sic]: chez Pierre Mortier, [1705]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004764423	Other	Description in British Library catalogue.
990011192	GB-Lbl	f.17.l.		Title information: Sonate a violino e violone o cimbalo, opera quinta. A Amsterdam: chez Estienne Roger, [1708?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01019168292	Other	Description in British Library catalogue.
990011496	GB-Lbl	H.1771.ss.(8.)		Title information: A set of six Italian songs with an accompaniment for the harpsichord and violin, being a selection of the celebrated compositions of Haydn, Paesiello, Sarti, Gazzaniga, Kozeluch, Cherubini. Edinburgh: Printed for N. Corri, [1791].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013219258	Other	Description in British Library catalogue.
990011640	GB-Lbl	i.287.j.		Title information: Les Goûts-réünis ou Nouveax Concerts. A Paris: chez l'auteur, lesieur Boivin, 1724.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218559	Other	Description in British Library catalogue.
990011678	GB-Lbl	I.614.l.		Title information: Cantates françoises à I. et II. voix sans simphonie et avec simphonie. Paris: chez l'auteur, chez Foucault, 1710.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218566	Other	Description in British Library catalogue.
990008219	GB-Lbl	i.309.hh.(6.)		Title information: IIe livre de six quatuor d'airs connus, dont le 6eme est en pot pourri, dialogués et variés. A Paris: Chez Mr. Boyer: Chez Made. Le Menu, [1782]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013774635	Other	Description in British Library catalogue.
990008470	GB-Lbl	C.397.l.		Title information: L'Europe galante. A Paris: chez Christophe Ballard, 1697.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013131861	Other	Description in British Library catalogue.
990008609	GB-Lbl	E.931.g.		Title information: Sei canzonette. A Monaco: presso Macario Falter, [1801]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013247723	Other	Description in British Library catalogue.
991015203	GB-Lbl	H.1771.ss.(6.)		Title information: The plaintive bird. London (No. 133 New Bond Street): Printed for the author, by Rt. Birchall, at his Musical Circulating Library, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013132523	Other	Description in British Library catalogue.
991015858	GB-Lbl	Tyson P.M.154.(2.)		Title information: Faniska. Wien: bey Artaria & Comp., [1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013253260	Other	Description in British Library catalogue.
991015873	GB-Lbl	Tyson P.M.154.(1.)		Title information: Ouverture fürs Klavier. In Wien: bey Artaria und Comp., [1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013253253	Other	Description in British Library catalogue.
991015984	GB-Lbl	Tyson P.M.155.		Title information: Medea. Wien: In der Kunst und Musik Handlung des Thadé Weigl, [1806?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013253337	Other	Description in British Library catalogue.
991016174	GB-Lbl	H.345.gg.(2.)		Title information: No Non Credo. London: Monzani & Hill, [ca. 1815]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015336086	Other	Description in British Library catalogue.
991015249	GB-Lbl	i.309.ee.(4.)		Title information: Second recüeil de préludes et point d'orgues dans tous les tons. Paris (Rue Beaurepaire, No. 16): Chez P. Porro, [between 1795 and 1807]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017556078	Other	Description in British Library catalogue.
990012895	GB-Lbl	Tyson P.M.82.(10.)		Title information: Trois quatuors pour deux violons, alto & violoncelle. Munic: chez Mac. Falter, [approximately 1801].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013197219	Other	Description in British Library catalogue.
990012896	GB-Lbl	Tyson P.M.82.(11.)		Title information: Trois quatuors pour deux violons, alto & violoncelle. Munic: chez M. Falter, [approximately 1802].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013197224	Other	Description in British Library catalogue.
990013659	GB-Lbl	D.817.h.		Title information: Les Élémens. A Paris, au Mont Parnasse, a Ste Cecile, rue St Jean de Beauvais: Chez Ballard fils: Madame Boivin Mde.: Le Sieur Le Clerc Md., [1742]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013401530	Other	Description in British Library catalogue.
990014146	GB-Lbl	H.1660.mm.(22.)		Title information: The Irish echo. London (Leicester Place, Leicester Square): printed & sold by the Author, [1796 or 1797?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013223627	Other	Description in British Library catalogue.
990014164	GB-Lbl	H.1660.mm.(49.)		Title information: The sailor's maxim. London (Leicester Place, Leicester Square): Printed & sold by the author, at his music warehouse, [1796?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013223638	Other	Description in British Library catalogue.
990014211	GB-Lbl	H.1660.mm.(37.)		Title information: Nautical anatomist. London: printed for the Author, & sold at Bland & Weller's, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013310032	Other	Description in British Library catalogue.
990014212	GB-Lbl	H.1660.mm.(44.)		Title information: The pullet. [London] (23, Oxford Street): printed for the Author, & sold at Bland & Weller's, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013312434	Other	Description in British Library catalogue.
990014308	GB-Lbl	H.1660.mm.(41.)		Title information: On gratitude. London (No. 411 Strand, opposite the Adelphi): printed & sold by the Author, at his music warehouse, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013223634	Other	Description in British Library catalogue.
990014479	GB-Lbl	H.1660.mm.(9.)		Title information: Bulls and blunders. London (Leicester Place, Leicester Square): printed & sold by the Author, [1799?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013223618	Other	Description in British Library catalogue.
990014510	GB-Lbl	I.530.c.(1.)		Title information: Nelson and Warren. London: the author, [1798]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013509585	Other	Description in British Library catalogue.
990014530	GB-Lbl	H.1660.mm.(61.)		Title information: Valentine's Day. London (Leicester Place, Leicester Square): printed & sold by the Author, [1797]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013223624	Other	Description in British Library catalogue.
990014725	GB-Lbl	H.1660.mm.(46.)		Title information: Red coats. [London] (23, Oxford Street): printed for the Author, & sold at Bland & Weller's, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013312589	Other	Description in British Library catalogue.
990014738	GB-Lbl	H.1660.mm.(56.)		Title information: This world is sure a pack of cards. London (97 Strand): printed & sold by Preston & Son at their wholesale warehouses, [between 1789 and 1798?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013321947	Other	Description in British Library catalogue.
990014805	GB-Lbl	h.70.p.		Title information: Six suittes de clavessin. A Amsterdam: chez Estienne Roger, [1701].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218573	Other	Description in British Library catalogue.
990015043	GB-Lbl	h.2782.vv.(3.)		Title information: Sei quartetti per due violini, viola e violoncello. In Vienna: presso Artaria Compagni, [1789?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013442359	Other	Description in British Library catalogue.
990015370	GB-Lbl	B.386.ss.		Title information: Le triomphe de Themire. A Paris (rue Christine la 1.er porte cocher a gauche): chez l'Auteur: Mme. Boivin rue St. Honoré à la Regle d'Or: Mr. Le Clerc rue du Roule à la Croix d'Or, [1751]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018941836	Other	Description in British Library catalogue.
990015478	GB-Lbl	D.817.j.(1.)		Title information: Ariettes separée, des Deux chasseurs, et la laitiere. Paris: Aux adresses ordinaires de musique, [1763?]; Paris: Gravée par le Sr. Hue: Imprimés par Montulay, [1763?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017083317	Other	Description in British Library catalogue.
990015483	GB-Lbl	D.817.j.(2.)		Title information: Ariettes séparées de L'école de la jeunesse. Paris: Chés l'auteur, Fauxbourg St. Lazare, au No. 30: et aux adresses ordinaires, [1765?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017093233	Other	Description in British Library catalogue.
990015568	GB-Lbl	g.3.ii.(5.)		Title information: Concerto à violoncelle principale accompagné de deux violons, alto & basse, deux flutes, & deux cors de chasse, ad libitum. A Berlin: chez J. J. Hummel, [1792?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034250	Other	Description in British Library catalogue.
990016161	GB-Lbl	Tyson P.M.88.(8.)		Title information: Élégie harmonique sur la mort de Son Altesse Royale, le Prince Louis Ferdinand de Prusse. Paris: chez Pleyel, [1812?].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013209668	Other	Description in British Library catalogue.
990016299	GB-Lbl	Tyson P.M.88.(7.)		Title information: Ma barque légère: thême favori de Grétry. À Paris: chez Naderman, [approximately 1811]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013209658	Other	Description in British Library catalogue.
990016408	GB-Lbl	i.31.f.(2.)		Title information: Symphonie concertante pour cor et harpe. A Paris: chez Cousineau, [ca.1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034261	Other	Description in British Library catalogue.
